,time,Alleymultiproxy
386,-3193.2,1.1851979913916821
387,-3181.1099999999997,1.12819799139168
388,-3169.81,1.0461979913916792
389,-3158.23,0.9111979913916812
390,-3145.54,0.7541979913916812
391,-3133.29,0.6521979913916809
392,-3120.79,0.5851979913916807
393,-3108.0299999999997,0.4341979913916809
394,-3096.3900000000003,0.14319799139168055
395,-3085.33,-0.06080200860832008
396,-3074.77,-0.1438020086083185
397,-3064.01,-0.032802008608317834
398,-3053.23,0.12219799139167975
399,-3042.3599999999997,0.07319799139168026
400,-3042.3599999999997,0.027197991391680887
401,-3031.62,0.05419799139168191
402,-3020.42,0.04619799139167924
403,-3009.5699999999997,0.05519799139167958
404,-2998.08,0.12619799139168109
405,-2986.84,0.1861979913916798
406,-2976.2799999999997,0.16419799139168134
407,-2965.84,0.1521979913916809
408,-2955.23,0.12219799139167975
409,-2944.18,0.12219799139167975
410,-2933.49,0.1571979913916799
411,-2922.35,0.21619799139168094
412,-2911.65,0.21619799139168094
413,-2900.92,0.13819799139168154
414,-2889.76,0.1781979913916807
415,-2879.13,0.2591979913916802
416,-2867.95,0.30219799139167947
417,-2856.2799999999997,0.280197991391681
418,-2847.42,0.19219799139168003
419,-2837.09,0.1861979913916798
420,-2826.89,0.17119799139167924
421,-2816.16,0.10419799139167907
422,-2805.21,0.05519799139167958
423,-2794.7,-0.025802008608319937
424,-2783.87,-0.13280200860831926
425,-2771.79,-0.21380200860831877
426,-2758.7,-0.20680200860832088
427,-2747.92,-0.23080200860831823
428,-2737.76,-0.21480200860832
429,-2726.15,-0.16380200860831806
430,-2715.62,-0.07880200860832076
431,-2704.38,0.059197991391680915
432,-2693.7799999999997,0.1531979913916821
433,-2682.8,0.2621979913916803
434,-2672.43,0.21619799139168094
435,-2661.91,0.020197991391679437
436,-2651.62,-0.05280200860832096
437,-2641.07,-0.06080200860832008
438,-2630.55,0.00019799139167986368
439,-2619.46,-0.0008020086083178057
440,-2608.55,-0.08680200860831988
441,-2597.45,-0.1158020086083198
442,-2586.38,-0.1448020086083197
443,-2574.83,-0.15780200860831783
444,-2564.17,-0.09080200860832122
445,-2553.75,-0.02680200860832116
446,-2541.44,0.02819799139168211
447,-2530.11,0.2021979913916816
448,-2521.09,0.38019799139167887
449,-2510.66,0.4071979913916799
450,-2499.88,0.3811979913916801
451,-2478.1,0.3451979913916823
452,-2478.1,0.34619799139167995
453,-2467.62,0.33919799139168205
454,-2457.24,0.41119799139168123
455,-2441.8,0.44019799139168114
456,-2434.01,0.41919799139168035
457,-2426.5299999999997,0.36519799139168185
458,-2413.46,0.26819799139168055
459,-2405.58,0.20619799139167938
460,-2394.24,0.2601979913916814
461,-2372.52,0.46319799139168083
462,-2372.52,0.5631979913916823
463,-2364.83,0.5801979913916817
464,-2354.5,0.6131979913916794
465,-2354.5,0.6361979913916791
466,-2333.94,0.6401979913916804
467,-2323.76,0.5931979913916798
468,-2313.7799999999997,0.43519799139168214
469,-2303.0299999999997,0.2611979913916791
470,-2292.93,0.12819799139167998
471,-2292.93,0.05419799139168191
472,-2272.9700000000003,-0.032802008608317834
473,-2263.02,0.06819799139168126
474,-2252.95,0.18019799139167958
475,-2242.9,0.1521979913916809
476,-2233.14,0.16419799139168134
477,-2222.7799999999997,0.3451979913916823
478,-2212.42,0.5361979913916812
479,-2202.31,0.7041979913916805
480,-2192.24,0.7461979913916821
481,-2181.81,0.7521979913916788
482,-2170.28,0.7121979913916796
483,-2159.4,0.6201979913916809
484,-2149.19,0.6301979913916789
485,-2139.09,0.7201979913916823
486,-2127.76,0.8551979913916803
487,-2116.16,0.8991979913916808
488,-2108.36,0.9571979913916806
489,-2099.3,0.9871979913916817
490,-2088.46,1.0531979913916807
491,-2078.94,1.0951979913916823
492,-2068.24,1.165197991391679
493,-2057.1,1.09619799139168
494,-2046.14,0.9361979913916798
495,-2046.14,0.8991979913916808
496,-2033.56,0.8611979913916805
497,-2019.23,0.8741979913916822
498,-2016.53,0.7791979913916798
499,-2006.87,0.6311979913916801
500,-1997.41,0.5261979913916797
501,-1987.76,0.5061979913916801
502,-1977.99,0.4911979913916795
503,-1968.49,0.4831979913916804
504,-1958.56,0.4281979913916807
505,-1946.08,0.42419799139167935
506,-1940.26,0.2741979913916808
507,-1931.07,0.14519799139167944
508,-1922.03,-0.09280200860832011
509,-1912.45,-0.1958020086083181
510,-1901.98,-0.2988020086083196
511,-1892.14,-0.3688020086083199
512,-1881.88,-0.45380200860832076
513,-1871.47,-0.4678020086083201
514,-1862.51,-0.4878020086083197
515,-1842.87,-0.40180200860832116
516,-1833.3,-0.3088020086083212
517,-1823.15,-0.30780200860831997
518,-1811.42,-0.31280200860831897
519,-1800.35,-0.24780200860832124
520,-1789.71,-0.1918020086083203
521,-1780.29,-0.22080200860832022
522,-1769.2,-0.29980200860832085
523,-1759.46,-0.32580200860832065
524,-1749.62,-0.3238020086083182
525,-1739.28,-0.35880200860831835
526,-1728.94,-0.30180200860831974
527,-1718.93,-0.38780200860831826
528,-1709.41,-0.3008020086083185
529,-1699.48,-0.32580200860832065
530,-1688.81,-0.19280200860831798
531,-1688.81,-0.317802008608318
532,-1678.68,-0.0478020086083184
533,-1668.52,0.06219799139168103
534,-1659.27,0.13319799139167898
535,-1649.24,0.18819799139168225
536,-1639.27,0.22219799139168117
537,-1620.76,0.2621979913916803
538,-1615.43,0.1321979913916813
539,-1610.08,0.04519799139168157
540,-1586.1,-0.08880200860831877
541,-1586.1,-0.0668020086083203
542,-1581.2,-0.11680200860832102
543,-1570.94,-0.13180200860831803
544,-1561.5,-0.11780200860831869
545,-1514.8600000000001,0.3301979913916817
546,-1505.24,0.12319799139168097
547,-1495.5,-0.1258020086083178
548,-1484.54,-0.2358020086083208
549,-1474.77,-0.3138020086083202
550,-1465.24,-0.38580200860831937
551,-1455.17,-0.469802008608319
552,-1375.5,-0.6008020086083192
553,-1365.15,-0.677802008608321
554,-1356.1,-0.8698020086083211
555,-1356.1,-0.8038020086083186
556,-1346.97,-0.9418020086083203
557,-1337.92,-1.0858020086083187
558,-1329.46,-1.1398020086083207
559,-1320.75,-1.0788020086083208
560,-1312.23,-1.020802008608321
561,-1312.23,-1.0058020086083204
562,-1304.04,-1.06080200860832
563,-1304.04,-1.0538020086083186
564,-1295.24,-0.9948020086083211
565,-1295.24,-1.033802008608319
566,-1285.9,-1.0298020086083177
567,-1285.9,-1.09280200860832
568,-1276.08,-1.145802008608321
569,-1266.9099999999999,-1.177802008608321
570,-1258.01,-1.1818020086083187
571,-1249.54,-1.2638020086083195
572,-1241.54,-1.322802008608317
573,-1232.5900000000001,-1.4058020086083225
574,-1224.0,-1.4258020086083185
575,-1214.72,-1.4368020086083213
576,-1206.26,-1.4518020086083219
577,-1197.94,-1.420802008608316
578,-1188.87,-1.3948020086083197
579,-1180.46,-1.322802008608317
580,-1173.28,-1.2318020086083195
581,-1164.76,-1.0978020086083191
582,-1155.8600000000001,-0.9298020086083199
583,-1147.35,-0.8808020086083204
584,-1139.04,-0.8508020086083192
585,-1130.51,-0.8288020086083208
586,-1121.25,-0.7138020086083188
587,-1113.06,-0.5868020086083199
588,-1104.13,-0.523802008608321
589,-1095.54,-0.4888020086083209
590,-1086.4099999999999,-0.46080200860831866
591,-1077.1599999999999,-0.40380200860832005
592,-1068.1799999999998,-0.344802008608319
593,-1059.27,-0.35180200860832045
