Site,Age (yr bp1950),T annual anom (oC),
NGRIP,19520,-16.249,
NGRIP,19530,-16.257,
NGRIP,19540,-16.243,
NGRIP,19550,-16.208,
NGRIP,19560,-16.150,
NGRIP,19570,-16.060,
NGRIP,19580,-15.930,
NGRIP,19590,-15.757,
NGRIP,19600,-15.550,
NGRIP,19610,-15.324,
NGRIP,19620,-15.104,
NGRIP,19630,-14.916,
NGRIP,19640,-14.777,
NGRIP,19650,-14.687,
NGRIP,19660,-14.639,
NGRIP,19670,-14.631,
NGRIP,19680,-14.669,
NGRIP,19690,-14.756,
NGRIP,19700,-14.875,
NGRIP,19710,-15.004,
NGRIP,19720,-15.125,
NGRIP,19730,-15.228,
NGRIP,19740,-15.306,
NGRIP,19750,-15.354,
NGRIP,19760,-15.369,
NGRIP,19770,-15.353,
NGRIP,19780,-15.308,
NGRIP,19790,-15.235,
NGRIP,19800,-15.136,
NGRIP,19810,-15.022,
NGRIP,19820,-14.916,
NGRIP,19830,-14.839,
NGRIP,19840,-14.800,
NGRIP,19850,-14.787,
NGRIP,19860,-14.783,
NGRIP,19870,-14.767,
NGRIP,19880,-14.728,
NGRIP,19890,-14.664,
NGRIP,19900,-14.590,
NGRIP,19910,-14.516,
NGRIP,19920,-14.445,
NGRIP,19930,-14.376,
NGRIP,19940,-14.312,
NGRIP,19950,-14.265,
NGRIP,19960,-14.249,
NGRIP,19970,-14.265,
NGRIP,19980,-14.311,
NGRIP,19990,-14.387,
NGRIP,20000,-14.488,
NEEM,-60,0.175,
NEEM,80,0.124,
NEEM,90,0.059,
NEEM,100,-0.033,
NEEM,110,-0.005,
NEEM,120,0.022,
NEEM,130,0.012,
NEEM,140,-0.022,
NEEM,150,-0.026,
NEEM,160,-0.050,
NEEM,170,-0.070,
NEEM,180,-0.073,
NEEM,190,-0.128,
NEEM,200,-0.218,
NEEM,210,-0.290,
NEEM,220,-0.349,
NEEM,230,-0.407,
NEEM,240,-0.399,
NEEM,250,-0.302,
NEEM,260,-0.272,
NEEM,270,-0.327,
NEEM,280,-0.298,
NEEM,290,-0.191,
NEEM,300,-0.106,
NEEM,310,-0.007,
NEEM,320,0.077,
NEEM,330,0.053,
NEEM,340,0.018,
NEEM,350,0.099,
NEEM,360,0.197,
NEEM,370,0.160,
NEEM,380,0.014,
NEEM,390,-0.114,
NEEM,400,-0.120,
NEEM,410,-0.007,
NEEM,420,0.099,
NEEM,430,0.103,
NEEM,440,0.002,
NEEM,450,-0.047,
NEEM,460,0.050,
NEEM,470,0.208,
NEEM,480,0.355,
NEEM,490,0.407,
NEEM,500,0.324,
NEEM,510,0.225,
NEEM,520,0.175,
NEEM,530,0.189,
NEEM,540,0.256,
NEEM,550,0.291,
NEEM,560,0.242,
NEEM,570,0.113,
NEEM,580,-0.098,
NEEM,590,-0.294,
NEEM,600,-0.343,
NEEM,610,-0.263,
NEEM,620,-0.137,
NEEM,630,-0.042,
NEEM,640,-0.023,
NEEM,650,-0.039,
NEEM,660,-0.021,
NEEM,670,0.101,
NEEM,680,0.281,
NEEM,690,0.355,
NEEM,700,0.323,
NEEM,710,0.250,
NEEM,720,0.116,
NEEM,730,-0.032,
NEEM,740,-0.091,
NEEM,750,-0.073,
NEEM,760,-0.048,
NEEM,770,-0.050,
NEEM,780,-0.062,
NEEM,790,-0.092,
NEEM,800,-0.108,
NEEM,810,-0.048,
NEEM,820,0.080,
NEEM,830,0.191,
NEEM,840,0.233,
NEEM,850,0.229,
NEEM,860,0.206,
NEEM,870,0.174,
NEEM,880,0.133,
NEEM,890,0.097,
NEEM,900,0.094,
NEEM,910,0.105,
NEEM,920,0.108,
NEEM,930,0.158,
NEEM,940,0.268,
NEEM,950,0.400,
NEEM,960,0.531,
NEEM,970,0.680,
NEEM,980,0.822,
NEEM,990,0.891,
NEEM,1000,0.897,
NEEM,1010,0.869,
NEEM,1020,0.750,
NEEM,1030,0.589,
NEEM,1040,0.462,
NEEM,1050,0.343,
NEEM,1060,0.192,
NEEM,1070,0.056,
NEEM,1080,-0.049,
NEEM,1090,-0.148,
NEEM,1100,-0.200,
NEEM,1110,-0.154,
NEEM,1120,-0.059,
NEEM,1130,0.009,
NEEM,1140,0.094,
NEEM,1150,0.221,
NEEM,1160,0.335,
NEEM,1170,0.413,
NEEM,1180,0.487,
NEEM,1190,0.528,
NEEM,1200,0.511,
NEEM,1210,0.439,
NEEM,1220,0.349,
NEEM,1230,0.275,
NEEM,1240,0.227,
NEEM,1250,0.203,
NEEM,1260,0.211,
NEEM,1270,0.218,
NEEM,1280,0.205,
NEEM,1290,0.213,
NEEM,1300,0.253,
NEEM,1310,0.302,
NEEM,1320,0.311,
NEEM,1330,0.289,
NEEM,1340,0.245,
NEEM,1350,0.207,
NEEM,1360,0.220,
NEEM,1370,0.237,
NEEM,1380,0.188,
NEEM,1390,0.119,
NEEM,1400,0.068,
NEEM,1410,0.014,
NEEM,1420,-0.056,
NEEM,1430,-0.103,
NEEM,1440,-0.152,
NEEM,1450,-0.222,
NEEM,1460,-0.250,
NEEM,1470,-0.225,
NEEM,1480,-0.221,
NEEM,1490,-0.160,
NEEM,1500,0.018,
NEEM,1510,0.233,
NEEM,1520,0.406,
NEEM,1530,0.498,
NEEM,1540,0.508,
NEEM,1550,0.475,
NEEM,1560,0.448,
NEEM,1570,0.454,
NEEM,1580,0.390,
NEEM,1590,0.236,
NEEM,1600,0.091,
NEEM,1610,-0.034,
NEEM,1620,-0.109,
NEEM,1630,-0.063,
NEEM,1640,0.068,
NEEM,1650,0.175,
NEEM,1660,0.200,
NEEM,1670,0.187,
NEEM,1680,0.179,
NEEM,1690,0.182,
NEEM,1700,0.194,
NEEM,1710,0.197,
NEEM,1720,0.125,
NEEM,1730,-0.004,
NEEM,1740,-0.092,
NEEM,1750,-0.078,
NEEM,1760,0.006,
NEEM,1770,0.080,
NEEM,1780,0.101,
NEEM,1790,0.136,
NEEM,1800,0.240,
NEEM,1810,0.377,
NEEM,1820,0.512,
NEEM,1830,0.692,
NEEM,1840,0.904,
NEEM,1850,1.074,
NEEM,1860,1.222,
NEEM,1870,1.341,
NEEM,1880,1.382,
NEEM,1890,1.339,
NEEM,1900,1.294,
NEEM,1910,1.263,
NEEM,1920,1.169,
NEEM,1930,1.007,
NEEM,1940,0.875,
NEEM,1950,0.769,
NEEM,1960,0.638,
NEEM,1970,0.499,
NEEM,1980,0.409,
NEEM,1990,0.378,
NEEM,2000,0.405,
NEEM,2010,0.464,
NEEM,2020,0.511,
NEEM,2030,0.505,
NEEM,2040,0.460,
NEEM,2050,0.470,
NEEM,2060,0.537,
NEEM,2070,0.569,
NEEM,2080,0.484,
NEEM,2090,0.307,
NEEM,2100,0.123,
NEEM,2110,-0.020,
NEEM,2120,-0.089,
NEEM,2130,-0.105,
NEEM,2140,-0.120,
NEEM,2150,-0.132,
NEEM,2160,-0.081,
NEEM,2170,0.076,
NEEM,2180,0.304,
NEEM,2190,0.538,
NEEM,2200,0.736,
NEEM,2210,0.858,
NEEM,2220,0.908,
NEEM,2230,0.920,
NEEM,2240,0.905,
NEEM,2250,0.846,
NEEM,2260,0.758,
NEEM,2270,0.645,
NEEM,2280,0.494,
NEEM,2290,0.339,
NEEM,2300,0.240,
NEEM,2310,0.258,
NEEM,2320,0.379,
NEEM,2330,0.521,
NEEM,2340,0.628,
NEEM,2350,0.687,
NEEM,2360,0.708,
NEEM,2370,0.712,
NEEM,2380,0.681,
NEEM,2390,0.605,
NEEM,2400,0.461,
NEEM,2410,0.250,
NEEM,2420,0.039,
NEEM,2430,-0.069,
NEEM,2440,-0.065,
NEEM,2450,-0.016,
NEEM,2460,0.063,
NEEM,2470,0.211,
NEEM,2480,0.410,
NEEM,2490,0.587,
NEEM,2500,0.710,
NEEM,2510,0.802,
NEEM,2520,0.837,
NEEM,2530,0.807,
NEEM,2540,0.754,
NEEM,2550,0.689,
NEEM,2560,0.597,
NEEM,2570,0.456,
NEEM,2580,0.329,
NEEM,2590,0.260,
NEEM,2600,0.222,
NEEM,2610,0.190,
NEEM,2620,0.133,
NEEM,2630,0.096,
NEEM,2640,0.105,
NEEM,2650,0.141,
NEEM,2660,0.199,
NEEM,2670,0.263,
NEEM,2680,0.322,
NEEM,2690,0.369,
NEEM,2700,0.406,
NEEM,2710,0.458,
NEEM,2720,0.488,
NEEM,2730,0.500,
NEEM,2740,0.523,
NEEM,2750,0.588,
NEEM,2760,0.651,
NEEM,2770,0.646,
NEEM,2780,0.610,
NEEM,2790,0.585,
NEEM,2800,0.581,
NEEM,2810,0.599,
NEEM,2820,0.594,
NEEM,2830,0.557,
NEEM,2840,0.516,
NEEM,2850,0.547,
NEEM,2860,0.673,
NEEM,2870,0.796,
NEEM,2880,0.867,
NEEM,2890,0.894,
NEEM,2900,0.919,
NEEM,2910,0.951,
NEEM,2920,0.932,
NEEM,2930,0.823,
NEEM,2940,0.651,
NEEM,2950,0.483,
NEEM,2960,0.371,
NEEM,2970,0.312,
NEEM,2980,0.271,
NEEM,2990,0.228,
NEEM,3000,0.217,
NEEM,3010,0.278,
NEEM,3020,0.397,
NEEM,3030,0.494,
NEEM,3040,0.534,
NEEM,3050,0.522,
NEEM,3060,0.487,
NEEM,3070,0.508,
NEEM,3080,0.600,
NEEM,3090,0.671,
NEEM,3100,0.664,
NEEM,3110,0.617,
NEEM,3120,0.597,
NEEM,3130,0.633,
NEEM,3140,0.736,
NEEM,3150,0.865,
NEEM,3160,0.928,
NEEM,3170,0.906,
NEEM,3180,0.875,
NEEM,3190,0.885,
NEEM,3200,0.916,
NEEM,3210,0.954,
NEEM,3220,0.993,
NEEM,3230,1.029,
NEEM,3240,1.078,
NEEM,3250,1.138,
NEEM,3260,1.158,
NEEM,3270,1.126,
NEEM,3280,1.064,
NEEM,3290,1.011,
NEEM,3300,0.987,
NEEM,3310,0.964,
NEEM,3320,0.895,
NEEM,3330,0.783,
NEEM,3340,0.693,
NEEM,3350,0.668,
NEEM,3360,0.652,
NEEM,3370,0.638,
NEEM,3380,0.611,
NEEM,3390,0.556,
NEEM,3400,0.533,
NEEM,3410,0.576,
NEEM,3420,0.626,
NEEM,3430,0.631,
NEEM,3440,0.585,
NEEM,3450,0.522,
NEEM,3460,0.502,
NEEM,3470,0.539,
NEEM,3480,0.610,
NEEM,3490,0.647,
NEEM,3500,0.614,
NEEM,3510,0.535,
NEEM,3520,0.458,
NEEM,3530,0.435,
NEEM,3540,0.490,
NEEM,3550,0.564,
NEEM,3560,0.620,
NEEM,3570,0.649,
NEEM,3580,0.663,
NEEM,3590,0.679,
NEEM,3600,0.741,
NEEM,3610,0.855,
NEEM,3620,0.982,
NEEM,3630,1.097,
NEEM,3640,1.182,
NEEM,3650,1.217,
NEEM,3660,1.214,
NEEM,3670,1.179,
NEEM,3680,1.136,
NEEM,3690,1.080,
NEEM,3700,0.990,
NEEM,3710,0.899,
NEEM,3720,0.819,
NEEM,3730,0.739,
NEEM,3740,0.684,
NEEM,3750,0.652,
NEEM,3760,0.656,
NEEM,3770,0.677,
NEEM,3780,0.687,
NEEM,3790,0.703,
NEEM,3800,0.696,
NEEM,3810,0.640,
NEEM,3820,0.579,
NEEM,3830,0.541,
NEEM,3840,0.521,
NEEM,3850,0.515,
NEEM,3860,0.552,
NEEM,3870,0.620,
NEEM,3880,0.684,
NEEM,3890,0.743,
NEEM,3900,0.823,
NEEM,3910,0.900,
NEEM,3920,0.951,
NEEM,3930,1.007,
NEEM,3940,1.059,
NEEM,3950,1.045,
NEEM,3960,0.985,
NEEM,3970,0.934,
NEEM,3980,0.944,
NEEM,3990,0.987,
NEEM,4000,1.002,
NEEM,4010,0.985,
NEEM,4020,0.948,
NEEM,4030,0.916,
NEEM,4040,0.927,
NEEM,4050,0.989,
NEEM,4060,1.038,
NEEM,4070,1.008,
NEEM,4080,0.962,
NEEM,4090,0.985,
NEEM,4100,1.052,
NEEM,4110,1.100,
NEEM,4120,1.131,
NEEM,4130,1.170,
NEEM,4140,1.194,
NEEM,4150,1.222,
NEEM,4160,1.253,
NEEM,4170,1.253,
NEEM,4180,1.224,
NEEM,4190,1.201,
NEEM,4200,1.201,
NEEM,4210,1.178,
NEEM,4220,1.120,
NEEM,4230,1.083,
NEEM,4240,1.068,
NEEM,4250,1.072,
NEEM,4260,1.088,
NEEM,4270,1.080,
NEEM,4280,1.031,
NEEM,4290,0.944,
NEEM,4300,0.847,
NEEM,4310,0.760,
NEEM,4320,0.683,
NEEM,4330,0.610,
NEEM,4340,0.572,
NEEM,4350,0.586,
NEEM,4360,0.689,
NEEM,4370,0.848,
NEEM,4380,0.963,
NEEM,4390,1.039,
NEEM,4400,1.085,
NEEM,4410,1.105,
NEEM,4420,1.122,
NEEM,4430,1.083,
NEEM,4440,0.987,
NEEM,4450,0.865,
NEEM,4460,0.760,
NEEM,4470,0.767,
NEEM,4480,0.875,
NEEM,4490,1.017,
NEEM,4500,1.143,
NEEM,4510,1.243,
NEEM,4520,1.348,
NEEM,4530,1.420,
NEEM,4540,1.432,
NEEM,4550,1.411,
NEEM,4560,1.342,
NEEM,4570,1.198,
NEEM,4580,1.047,
NEEM,4590,0.936,
NEEM,4600,0.860,
NEEM,4610,0.820,
NEEM,4620,0.830,
NEEM,4630,0.859,
NEEM,4640,0.858,
NEEM,4650,0.831,
NEEM,4660,0.852,
NEEM,4670,0.902,
NEEM,4680,0.930,
NEEM,4690,0.926,
NEEM,4700,0.909,
NEEM,4710,0.917,
NEEM,4720,0.943,
NEEM,4730,0.976,
NEEM,4740,1.043,
NEEM,4750,1.123,
NEEM,4760,1.171,
NEEM,4770,1.204,
NEEM,4780,1.256,
NEEM,4790,1.312,
NEEM,4800,1.349,
NEEM,4810,1.376,
NEEM,4820,1.416,
NEEM,4830,1.455,
NEEM,4840,1.470,
NEEM,4850,1.508,
NEEM,4860,1.583,
NEEM,4870,1.639,
NEEM,4880,1.641,
NEEM,4890,1.613,
NEEM,4900,1.591,
NEEM,4910,1.577,
NEEM,4920,1.575,
NEEM,4930,1.576,
NEEM,4940,1.552,
NEEM,4950,1.510,
NEEM,4960,1.487,
NEEM,4970,1.495,
NEEM,4980,1.502,
NEEM,4990,1.502,
NEEM,5000,1.502,
NEEM,5010,1.484,
NEEM,5020,1.447,
NEEM,5030,1.421,
NEEM,5040,1.397,
NEEM,5050,1.350,
NEEM,5060,1.307,
NEEM,5070,1.330,
NEEM,5080,1.425,
NEEM,5090,1.512,
NEEM,5100,1.551,
NEEM,5110,1.570,
NEEM,5120,1.564,
NEEM,5130,1.537,
NEEM,5140,1.530,
NEEM,5150,1.539,
NEEM,5160,1.506,
NEEM,5170,1.375,
NEEM,5180,1.193,
NEEM,5190,1.053,
NEEM,5200,0.964,
NEEM,5210,0.914,
NEEM,5220,0.892,
NEEM,5230,0.834,
NEEM,5240,0.746,
NEEM,5250,0.682,
NEEM,5260,0.658,
NEEM,5270,0.687,
NEEM,5280,0.730,
NEEM,5290,0.747,
NEEM,5300,0.748,
NEEM,5310,0.782,
NEEM,5320,0.885,
NEEM,5330,1.005,
NEEM,5340,1.087,
NEEM,5350,1.148,
NEEM,5360,1.200,
NEEM,5370,1.268,
NEEM,5380,1.372,
NEEM,5390,1.471,
NEEM,5400,1.503,
NEEM,5410,1.464,
NEEM,5420,1.420,
NEEM,5430,1.413,
NEEM,5440,1.447,
NEEM,5450,1.508,
NEEM,5460,1.556,
NEEM,5470,1.554,
NEEM,5480,1.516,
NEEM,5490,1.487,
NEEM,5500,1.508,
NEEM,5510,1.548,
NEEM,5520,1.557,
NEEM,5530,1.565,
NEEM,5540,1.603,
NEEM,5550,1.600,
NEEM,5560,1.552,
NEEM,5570,1.529,
NEEM,5580,1.524,
NEEM,5590,1.521,
NEEM,5600,1.541,
NEEM,5610,1.531,
NEEM,5620,1.435,
NEEM,5630,1.300,
NEEM,5640,1.232,
NEEM,5650,1.258,
NEEM,5660,1.317,
NEEM,5670,1.391,
NEEM,5680,1.457,
NEEM,5690,1.502,
NEEM,5700,1.592,
NEEM,5710,1.724,
NEEM,5720,1.823,
NEEM,5730,1.855,
NEEM,5740,1.838,
NEEM,5750,1.806,
NEEM,5760,1.763,
NEEM,5770,1.727,
NEEM,5780,1.707,
NEEM,5790,1.685,
NEEM,5800,1.656,
NEEM,5810,1.631,
NEEM,5820,1.622,
NEEM,5830,1.637,
NEEM,5840,1.639,
NEEM,5850,1.628,
NEEM,5860,1.599,
NEEM,5870,1.543,
NEEM,5880,1.474,
NEEM,5890,1.419,
NEEM,5900,1.370,
NEEM,5910,1.323,
NEEM,5920,1.268,
NEEM,5930,1.206,
NEEM,5940,1.139,
NEEM,5950,1.046,
NEEM,5960,0.934,
NEEM,5970,0.880,
NEEM,5980,0.891,
NEEM,5990,0.875,
NEEM,6000,0.826,
NEEM,6010,0.836,
NEEM,6020,0.918,
NEEM,6030,1.044,
NEEM,6040,1.218,
NEEM,6050,1.405,
NEEM,6060,1.527,
NEEM,6070,1.550,
NEEM,6080,1.588,
NEEM,6090,1.661,
NEEM,6100,1.683,
NEEM,6110,1.655,
NEEM,6120,1.588,
NEEM,6130,1.484,
NEEM,6140,1.377,
NEEM,6150,1.261,
NEEM,6160,1.166,
NEEM,6170,1.127,
NEEM,6180,1.106,
NEEM,6190,1.032,
NEEM,6200,0.921,
NEEM,6210,0.850,
NEEM,6220,0.825,
NEEM,6230,0.818,
NEEM,6240,0.847,
NEEM,6250,0.894,
NEEM,6260,0.901,
NEEM,6270,0.896,
NEEM,6280,0.948,
NEEM,6290,1.073,
NEEM,6300,1.212,
NEEM,6310,1.320,
NEEM,6320,1.398,
NEEM,6330,1.462,
NEEM,6340,1.532,
NEEM,6350,1.561,
NEEM,6360,1.530,
NEEM,6370,1.496,
NEEM,6380,1.459,
NEEM,6390,1.380,
NEEM,6400,1.300,
NEEM,6410,1.239,
NEEM,6420,1.168,
NEEM,6430,1.058,
NEEM,6440,0.963,
NEEM,6450,0.911,
NEEM,6460,0.861,
NEEM,6470,0.783,
NEEM,6480,0.714,
NEEM,6490,0.675,
NEEM,6500,0.674,
NEEM,6510,0.690,
NEEM,6520,0.724,
NEEM,6530,0.778,
NEEM,6540,0.837,
NEEM,6550,0.907,
NEEM,6560,0.984,
NEEM,6570,1.041,
NEEM,6580,1.049,
NEEM,6590,1.010,
NEEM,6600,0.985,
NEEM,6610,0.994,
NEEM,6620,1.016,
NEEM,6630,1.038,
NEEM,6640,1.047,
NEEM,6650,1.042,
NEEM,6660,1.049,
NEEM,6670,1.085,
NEEM,6680,1.117,
NEEM,6690,1.105,
NEEM,6700,1.092,
NEEM,6710,1.106,
NEEM,6720,1.154,
NEEM,6730,1.226,
NEEM,6740,1.280,
NEEM,6750,1.306,
NEEM,6760,1.282,
NEEM,6770,1.232,
NEEM,6780,1.195,
NEEM,6790,1.142,
NEEM,6800,1.063,
NEEM,6810,0.957,
NEEM,6820,0.866,
NEEM,6830,0.819,
NEEM,6840,0.795,
NEEM,6850,0.807,
NEEM,6860,0.818,
NEEM,6870,0.792,
NEEM,6880,0.774,
NEEM,6890,0.767,
NEEM,6900,0.759,
NEEM,6910,0.724,
NEEM,6920,0.641,
NEEM,6930,0.536,
NEEM,6940,0.421,
NEEM,6950,0.328,
NEEM,6960,0.282,
NEEM,6970,0.230,
NEEM,6980,0.194,
NEEM,6990,0.181,
NEEM,7000,0.145,
NEEM,7010,0.120,
NEEM,7020,0.116,
NEEM,7030,0.125,
NEEM,7040,0.159,
NEEM,7050,0.200,
NEEM,7060,0.178,
NEEM,7070,0.094,
NEEM,7080,0.036,
NEEM,7090,0.043,
NEEM,7100,0.070,
NEEM,7110,0.088,
NEEM,7120,0.085,
NEEM,7130,0.054,
NEEM,7140,0.014,
NEEM,7150,0.037,
NEEM,7160,0.141,
NEEM,7170,0.247,
NEEM,7180,0.288,
NEEM,7190,0.283,
NEEM,7200,0.271,
NEEM,7210,0.278,
NEEM,7220,0.320,
NEEM,7230,0.383,
NEEM,7240,0.452,
NEEM,7250,0.485,
NEEM,7260,0.459,
NEEM,7270,0.429,
NEEM,7280,0.423,
NEEM,7290,0.447,
NEEM,7300,0.491,
NEEM,7310,0.514,
NEEM,7320,0.514,
NEEM,7330,0.495,
NEEM,7340,0.468,
NEEM,7350,0.456,
NEEM,7360,0.461,
NEEM,7370,0.470,
NEEM,7380,0.468,
NEEM,7390,0.471,
NEEM,7400,0.462,
NEEM,7410,0.393,
NEEM,7420,0.293,
NEEM,7430,0.195,
NEEM,7440,0.098,
NEEM,7450,-0.001,
NEEM,7460,-0.093,
NEEM,7470,-0.155,
NEEM,7480,-0.219,
NEEM,7490,-0.272,
NEEM,7500,-0.256,
NEEM,7510,-0.166,
NEEM,7520,-0.040,
NEEM,7530,0.089,
NEEM,7540,0.207,
NEEM,7550,0.282,
NEEM,7560,0.291,
NEEM,7570,0.337,
NEEM,7580,0.427,
NEEM,7590,0.505,
NEEM,7600,0.526,
NEEM,7610,0.485,
NEEM,7620,0.430,
NEEM,7630,0.433,
NEEM,7640,0.511,
NEEM,7650,0.630,
NEEM,7660,0.663,
NEEM,7670,0.613,
NEEM,7680,0.574,
NEEM,7690,0.560,
NEEM,7700,0.592,
NEEM,7710,0.654,
NEEM,7720,0.702,
NEEM,7730,0.746,
NEEM,7740,0.771,
NEEM,7750,0.793,
NEEM,7760,0.840,
NEEM,7770,0.865,
NEEM,7780,0.850,
NEEM,7790,0.777,
NEEM,7800,0.642,
NEEM,7810,0.442,
NEEM,7820,0.210,
NEEM,7830,0.009,
NEEM,7840,-0.144,
NEEM,7850,-0.273,
NEEM,7860,-0.376,
NEEM,7870,-0.431,
NEEM,7880,-0.388,
NEEM,7890,-0.237,
NEEM,7900,-0.047,
NEEM,7910,0.111,
NEEM,7920,0.197,
NEEM,7930,0.215,
NEEM,7940,0.194,
NEEM,7950,0.140,
NEEM,7960,0.044,
NEEM,7970,-0.135,
NEEM,7980,-0.368,
NEEM,7990,-0.564,
NEEM,8000,-0.712,
NEEM,8010,-0.822,
NEEM,8020,-0.872,
NEEM,8030,-0.889,
NEEM,8040,-0.993,
NEEM,8050,-1.169,
NEEM,8060,-1.358,
NEEM,8070,-1.609,
NEEM,8080,-1.934,
NEEM,8090,-2.297,
NEEM,8100,-2.707,
NEEM,8110,-3.164,
NEEM,8120,-3.612,
NEEM,8130,-3.944,
NEEM,8140,-4.166,
NEEM,8150,-4.277,
NEEM,8160,-4.248,
NEEM,8170,-4.143,
NEEM,8180,-3.986,
NEEM,8190,-3.702,
NEEM,8200,-3.290,
NEEM,8210,-2.841,
NEEM,8220,-2.408,
NEEM,8230,-2.001,
NEEM,8240,-1.682,
NEEM,8250,-1.482,
NEEM,8260,-1.346,
NEEM,8270,-1.235,
NEEM,8280,-1.184,
NEEM,8290,-1.256,
NEEM,8300,-1.417,
NEEM,8310,-1.549,
NEEM,8320,-1.625,
NEEM,8330,-1.655,
NEEM,8340,-1.647,
NEEM,8350,-1.646,
NEEM,8360,-1.684,
NEEM,8370,-1.715,
NEEM,8380,-1.692,
NEEM,8390,-1.604,
NEEM,8400,-1.523,
NEEM,8410,-1.501,
NEEM,8420,-1.518,
NEEM,8430,-1.553,
NEEM,8440,-1.561,
NEEM,8450,-1.503,
NEEM,8460,-1.434,
NEEM,8470,-1.365,
NEEM,8480,-1.301,
NEEM,8490,-1.277,
NEEM,8500,-1.248,
NEEM,8510,-1.175,
NEEM,8520,-1.103,
NEEM,8530,-1.091,
NEEM,8540,-1.162,
NEEM,8550,-1.310,
NEEM,8560,-1.504,
NEEM,8570,-1.697,
NEEM,8580,-1.818,
NEEM,8590,-1.855,
NEEM,8600,-1.913,
NEEM,8610,-2.002,
NEEM,8620,-2.030,
NEEM,8630,-1.968,
NEEM,8640,-1.872,
NEEM,8650,-1.799,
NEEM,8660,-1.717,
NEEM,8670,-1.634,
NEEM,8680,-1.676,
NEEM,8690,-1.797,
NEEM,8700,-1.873,
NEEM,8710,-1.921,
NEEM,8720,-1.952,
NEEM,8730,-1.921,
NEEM,8740,-1.893,
NEEM,8750,-1.927,
NEEM,8760,-1.965,
NEEM,8770,-1.907,
NEEM,8780,-1.742,
NEEM,8790,-1.552,
NEEM,8800,-1.380,
NEEM,8810,-1.270,
NEEM,8820,-1.241,
NEEM,8830,-1.178,
NEEM,8840,-1.070,
NEEM,8850,-1.006,
NEEM,8860,-0.983,
NEEM,8870,-1.009,
NEEM,8880,-1.089,
NEEM,8890,-1.224,
NEEM,8900,-1.407,
NEEM,8910,-1.571,
NEEM,8920,-1.716,
NEEM,8930,-1.850,
NEEM,8940,-1.959,
NEEM,8950,-2.045,
NEEM,8960,-2.100,
NEEM,8970,-2.128,
NEEM,8980,-2.111,
NEEM,8990,-2.046,
NEEM,9000,-1.968,
NEEM,9010,-1.859,
NEEM,9020,-1.738,
NEEM,9030,-1.638,
NEEM,9040,-1.586,
NEEM,9050,-1.600,
NEEM,9060,-1.652,
NEEM,9070,-1.722,
NEEM,9080,-1.793,
NEEM,9090,-1.869,
NEEM,9100,-2.000,
NEEM,9110,-2.210,
NEEM,9120,-2.464,
NEEM,9130,-2.736,
NEEM,9140,-3.002,
NEEM,9150,-3.258,
NEEM,9160,-3.461,
NEEM,9170,-3.593,
NEEM,9180,-3.693,
NEEM,9190,-3.748,
NEEM,9200,-3.713,
NEEM,9210,-3.589,
NEEM,9220,-3.367,
NEEM,9230,-3.064,
NEEM,9240,-2.736,
NEEM,9250,-2.461,
NEEM,9260,-2.252,
NEEM,9270,-2.075,
NEEM,9280,-1.933,
NEEM,9290,-1.844,
NEEM,9300,-1.829,
NEEM,9310,-1.891,
NEEM,9320,-2.005,
NEEM,9330,-2.131,
NEEM,9340,-2.250,
NEEM,9350,-2.376,
NEEM,9360,-2.504,
NEEM,9370,-2.620,
NEEM,9380,-2.737,
NEEM,9390,-2.843,
NEEM,9400,-2.911,
NEEM,9410,-2.966,
NEEM,9420,-3.035,
NEEM,9430,-3.112,
NEEM,9440,-3.180,
NEEM,9450,-3.236,
NEEM,9460,-3.282,
NEEM,9470,-3.296,
NEEM,9480,-3.280,
NEEM,9490,-3.272,
NEEM,9500,-3.275,
NEEM,9510,-3.254,
NEEM,9520,-3.200,
NEEM,9530,-3.119,
NEEM,9540,-3.027,
NEEM,9550,-2.940,
NEEM,9560,-2.863,
NEEM,9570,-2.814,
NEEM,9580,-2.800,
NEEM,9590,-2.796,
NEEM,9600,-2.804,
NEEM,9610,-2.838,
NEEM,9620,-2.888,
NEEM,9630,-2.944,
NEEM,9640,-3.003,
NEEM,9650,-3.057,
NEEM,9660,-3.117,
NEEM,9670,-3.172,
NEEM,9680,-3.230,
NEEM,9690,-3.292,
NEEM,9700,-3.348,
NEEM,9710,-3.413,
NEEM,9720,-3.465,
NEEM,9730,-3.508,
NEEM,9740,-3.593,
NEEM,9750,-3.695,
NEEM,9760,-3.798,
NEEM,9770,-3.908,
NEEM,9780,-3.992,
NEEM,9790,-4.050,
NEEM,9800,-4.123,
NEEM,9810,-4.228,
NEEM,9820,-4.303,
NEEM,9830,-4.312,
NEEM,9840,-4.306,
NEEM,9850,-4.302,
NEEM,9860,-4.273,
NEEM,9870,-4.254,
NEEM,9880,-4.268,
NEEM,9890,-4.286,
NEEM,9900,-4.334,
NEEM,9910,-4.430,
NEEM,9920,-4.526,
NEEM,9930,-4.593,
NEEM,9940,-4.650,
NEEM,9950,-4.720,
NEEM,9960,-4.810,
NEEM,9970,-4.915,
NEEM,9980,-5.023,
NEEM,9990,-5.084,
NEEM,10000,-5.112,
NEEM,10010,-5.162,
NEEM,10020,-4.128,
NEEM,10030,-4.164,
NEEM,10040,-4.191,
NEEM,10050,-4.262,
NEEM,10060,-4.368,
NEEM,10070,-4.453,
NEEM,10080,-4.549,
