time,erb2022_da_temp
-6535,0.0005945895100012422
-6525,-0.0026490312884561718
-6515,-0.0012192386202514172
-6505,-0.0009025719264172951
-6495,0.0003598906187107786
-6485,-0.0008669382732477973
-6475,-0.0033653501595836133
-6465,-0.0011809574098151643
-6455,-0.0003835038733086549
-6445,-0.004748233583086403
-6435,-0.010435213014716282
-6425,-0.0033795491326600313
-6415,0.004445342026883736
-6405,0.005564400576986372
-6395,0.0054869871819391855
-6385,0.009325152786914257
-6375,0.010914956335909665
-6365,0.02091458614449948
-6355,0.040078709833323956
-6345,0.05932072922587395
-6335,0.08222348894923925
-6325,0.08957824483513832
-6315,0.08596933260560036
-6305,0.08112441655248404
-6295,0.07116286270320415
-6285,0.06379648484289645
-6275,0.06654321309179068
-6265,0.06807246245443821
-6255,0.06487790122628213
-6245,0.05631350027397275
-6235,0.04989289445802569
-6225,0.04074521781876684
-6215,0.034765806281939156
-6205,0.025538924848660827
-6195,0.017404046724550423
-6185,0.009861395228654146
-6175,0.012924991431646049
-6165,0.013776307328953408
-6155,-0.00020964784198440628
-6145,-0.0062786417693132535
-6135,-0.006176753755426034
-6125,-8.765081292949625e-05
-6115,0.0032787836680654436
-6105,0.009379818191519007
-6095,0.022019693977199495
-6085,0.026223525404930115
-6075,0.023838484659790993
-6065,0.014901944785378873
-6055,0.014141596620902419
-6045,0.025422904291190207
-6035,0.029965276131406426
-6025,0.024260692298412323
-6015,0.022938557201996446
-6005,0.014800357050262392
-5995,0.010015098261646925
-5985,0.011168338474817574
-5975,0.010703973821364345
-5965,0.014452282746788114
-5955,0.009889122913591564
-5945,0.019199391070287675
-5935,0.027293092338368297
-5925,0.03011977020651102
-5915,0.026012970600277185
-5905,0.01871208287775516
-5895,0.01241909460804891
-5885,0.0018629963888088241
-5875,-0.0013902996579417959
-5865,-0.0021949757792754094
-5855,0.00200651670456864
-5845,-0.0029833784501533955
-5835,-0.014111275027971715
-5825,-0.01192006713245064
-5815,-0.010518739116378129
-5805,-0.012837506947107613
-5795,-0.00996340997517109
-5785,-0.002012569282669574
-5775,0.003702691290527582
-5765,0.014753672003280368
-5755,0.02085819817148149
-5745,0.019400151679292318
-5735,0.013041911122854799
-5725,0.008009606099221855
-5715,0.003918002825230361
-5705,-0.003176712489221245
-5695,0.0032170663471333674
-5685,0.006245603901334107
-5675,0.014936842489987612
-5665,0.015605976106598973
-5655,0.01804958749562502
-5645,0.02795721311122179
-5635,0.02919255499728024
-5625,0.026177909690886736
-5615,0.024275420350022614
-5605,0.015708704944700003
-5595,0.013084847596473992
-5585,0.013987078797072172
-5575,0.017867570975795388
-5565,0.01874825800769031
-5555,0.030141919851303094
-5545,0.03787449607625603
-5535,0.02634976792614907
-5525,0.006385221262462437
-5515,-0.01221021160017699
-5505,-0.014950712793506682
-5495,-0.019539045402780175
-5485,-0.022022751858457926
-5475,-0.020898446906358004
-5465,-0.023099089041352272
-5455,-0.026185923954471946
-5445,-0.03698297194205225
-5435,-0.03864614525809884
-5425,-0.031335129169747226
-5415,-0.022195537108927965
-5405,-0.018723126500844952
-5395,-0.016191614209674302
-5385,-0.014316556393168867
-5375,-0.009549607522785665
-5365,-0.008478747215121986
-5355,-0.002791121340123936
-5345,0.002123963386111427
-5335,0.0011189117067260668
-5325,0.0015791127298143697
-5315,0.0034861236053984612
-5305,3.8888654671609205e-05
-5295,0.007325365091674028
-5285,0.01783966209040955
-5275,0.017313955118879672
-5265,0.009812030242756007
-5255,-0.010055615799501537
-5245,-0.03083114046603442
-5235,-0.025784102268517017
-5225,-0.02888420841190964
-5215,-0.01342028338694945
-5205,-0.005567081389017403
-5195,-0.009757381922099738
-5185,-0.01652919326443225
-5175,-0.02929940540343523
-5165,-0.036908259615302086
-5155,-0.02439543418586254
-5145,-0.024931161431595683
-5135,-0.019447034690529108
-5125,-0.02727919048629701
-5115,-0.024166975636035204
-5105,-0.030144739663228393
-5095,-0.02523785433731973
-5085,-0.02951482823118568
-5075,-0.035074511542916305
-5065,-0.026420678943395615
-5055,-0.018906235229223967
-5045,-0.01822620863094926
-5035,-0.019311432028189298
-5025,-0.01953586935997009
-5015,-0.024053754284977913
-5005,-0.026557091623544693
-4995,-0.04215170117095113
-4985,-0.05183349922299385
-4975,-0.06214457144960761
-4965,-0.0656825127080083
-4955,-0.06228595552965997
-4945,-0.055060151033103466
-4935,-0.04795666551217437
-4925,-0.03914918983355164
-4915,-0.03175277542322875
-4905,-0.030030066147446632
-4895,-0.03413800313137471
-4885,-0.03313835663720966
-4875,-0.04286625212989748
-4865,-0.04711672943085432
-4855,-0.04266022308729588
-4845,-0.03360915603116154
-4835,-0.04073824617080391
-4825,-0.03367113438434899
-4815,-0.02075976156629622
-4805,-0.014790749875828624
-4795,-0.01302688242867589
-4785,-0.017907643457874652
-4775,-0.017010636627674106
-4765,-0.009077889728359878
-4755,-0.008255739230662583
-4745,-0.00596980337286368
-4735,-0.002638696736539714
-4725,-0.0008970295602921394
-4715,0.004551245554466732
-4705,0.010563528892816976
-4695,0.004891118675004691
-4685,0.006316680635791272
-4675,-0.0010351483360864218
-4665,-0.006180682190461083
-4655,0.00466979865450412
-4645,0.012605532596353441
-4635,0.017468459322117266
-4625,0.017548675881698728
-4615,0.032233901903964586
-4605,0.03870436176657677
-4595,0.040138833690434694
-4585,0.03458572318777442
-4575,0.024314440437592566
-4565,0.015371436369605362
-4555,0.01276061323005706
-4545,0.0213035250781104
-4535,0.031894149491563446
-4525,0.03493451490066945
-4515,0.027950684307143092
-4505,0.018291180720552806
-4495,0.016643618582747873
-4485,0.00545002352737356
-4475,-0.0023210224753711373
-4465,-0.014512458161334507
-4455,-0.024149560136720535
-4445,-0.01739809522405267
-4435,0.003004775382578373
-4425,0.0023330862750299275
-4415,-0.001162472181022167
-4405,0.008324634458404033
-4395,0.011891052723512985
-4385,0.0023461211821995676
-4375,-0.0016108589916257183
-4365,0.0010457096213940533
-4355,-0.003016985720023513
-4345,-0.00555256666848436
-4335,-0.0018713010940700765
-4325,0.011065956437960269
-4315,0.019659554469399154
-4305,0.023480165982618928
-4295,0.029887296725064516
-4285,0.034984886413440115
-4275,0.03914196090772747
-4265,0.03827118454501033
-4255,0.03662737784907222
-4245,0.031123153981752687
-4235,0.017452786210924387
-4225,0.01653712440747768
-4215,0.012529393890872598
-4205,0.006182064302265645
-4195,0.000883893168065697
-4185,0.002512623672373593
-4175,0.005234354466665536
-4165,0.006717323965858668
-4155,-0.0031537380418740204
-4145,-0.005081769137177616
-4135,-0.005149804928805679
-4125,-0.011299468344077468
-4115,-0.01470596541184932
-4105,-0.013332059141248465
-4095,-0.0096450112760067
-4085,-0.0039957218104973435
-4075,-0.003557171090506017
-4065,-0.009454530896618964
-4055,-0.006532242783578111
-4045,0.003983058326411992
-4035,0.015286392153939236
-4025,0.015640398138202727
-4015,0.008446482854196802
-4005,-0.0018301210366189484
-3995,-0.006142530532088131
-3985,-0.004122048616409302
-3975,-0.008355861151358113
-3965,-0.012532224995084107
-3955,-0.012927154777571559
-3945,-0.013776153908111155
-3935,-0.013774667051620781
-3925,-0.017136212554760277
-3915,-0.023911956464871764
-3905,-0.026041875360533595
-3895,-0.017007882939651605
-3885,-0.013546823291108012
-3875,-0.014483158709481359
-3865,-0.0163589206058532
-3855,-0.018468833528459072
-3845,-0.01678502140566707
-3835,-0.015509559540078044
-3825,-0.02191661624237895
-3815,-0.03675759490579367
-3805,-0.038283823989331715
-3795,-0.03911661030724645
-3785,-0.03587605687789618
-3775,-0.027993462281301618
-3765,-0.0261437080334872
-3755,-0.03444727952592075
-3745,-0.03372720256447792
-3735,-0.040388804394751794
-3725,-0.036415534093976014
-3715,-0.03128772508352995
-3705,-0.03594556730240583
-3695,-0.05087683955207467
-3685,-0.05356639623641968
-3675,-0.050331817008554935
-3665,-0.04594582598656416
-3655,-0.040496604051440954
-3645,-0.03262614086270333
-3635,-0.026429422199726105
-3625,-0.022254188312217593
-3615,-0.02136893547140062
-3605,-0.023341008694842458
-3595,-0.027017659740522504
-3585,-0.02011766459327191
-3575,-0.01133965548069682
-3565,-0.001432263117749244
-3555,-0.0016450985422125082
-3545,-0.004673188697779551
-3535,-0.012274890497792512
-3525,-0.02388577815145254
-3515,-0.029107483802363276
-3505,-0.0274797638412565
-3495,-0.028639051830396056
-3485,-0.033060879213735454
-3475,-0.03503639064729213
-3465,-0.03177617117762566
-3455,-0.03601793106645346
-3445,-0.04299199115484952
-3435,-0.04647953761741519
-3425,-0.049676395021378994
-3415,-0.06398684252053498
-3405,-0.06885737273842096
-3395,-0.06452510040253402
-3385,-0.050029239151626825
-3375,-0.040036339312791824
-3365,-0.03300749184563755
-3355,-0.034444182645529516
-3345,-0.036183207761496305
-3335,-0.03474010480567813
-3325,-0.036551911383867264
-3315,-0.038573617581278086
-3305,-0.03814686508849263
-3295,-0.03992793150246143
-3285,-0.03386464575305581
-3275,-0.028970460407435894
-3265,-0.02350166253745556
-3255,-0.01824916293844581
-3245,-0.02563566481694579
-3235,-0.02084538771305233
-3225,-0.008718424127437174
-3215,-0.003158759151119739
-3205,0.001005450147204101
-3195,0.001403243106324226
-3185,-0.005818038829602301
-3175,-0.015397724695503712
-3165,-0.017801693407818675
-3155,-0.022801389917731285
-3145,-0.019577777173253708
-3135,-0.0038366037770174452
-3125,0.0019074018928222358
-3115,0.0007778547733323649
-3105,-0.0017558875697432086
-3095,-0.005597700059297495
-3085,-0.007224667526315898
-3075,-0.007076792997395387
-3065,-0.0005491646370501255
-3055,0.003996304705651709
-3045,0.0038801684859208763
-3035,0.004924459353787824
-3025,-0.0008658097940497103
-3015,-0.006768621882656589
-3005,-0.01812046824488789
-2995,-0.01256510301027447
-2985,-0.0051496621599653744
-2975,-0.0012833539512939751
-2965,0.0019883710629073903
-2955,0.0023128098400775343
-2945,-0.00650894280988723
-2935,-0.011669003404676914
-2925,-0.0197645555017516
-2915,-0.022077804431319237
-2905,-0.021619509672746062
-2895,-0.022322853095829487
-2885,-0.025161994621157646
-2875,-0.027556747663766146
-2865,-0.028553059324622154
-2855,-0.02784796222113073
-2845,-0.02395514794625342
-2835,-0.010763987869722769
-2825,0.002218521607574076
-2815,0.008641463617095724
-2805,0.011903278238605708
-2795,0.0029089321615174417
-2785,-0.005053715605754406
-2775,-0.016199397039599717
-2765,-0.030073996866121888
-2755,-0.03715680493041873
-2745,-0.03423364670015872
-2735,-0.02628760482184589
-2725,-0.015243497968185693
-2715,0.003723857109434902
-2705,0.018685562943574045
-2695,0.022068416699767113
-2685,0.019175127381458875
-2675,0.01806765957735479
-2665,0.014108017436228693
-2655,0.007218034559627997
-2645,0.0018216641401522793
-2635,0.0005118799890624357
-2625,0.004103272374777589
-2615,0.006011304096318781
-2605,0.015369100379757583
-2595,0.012922583031468093
-2585,0.00930276792496443
-2575,0.00628747814334929
-2565,0.012869794853031635
-2555,0.01392718858551234
-2545,0.013906281674280763
-2535,0.019708683947101232
-2525,0.0159714100882411
-2515,0.01077286247164011
-2505,0.01619934779591858
-2495,0.015824291273020208
-2485,0.007012708578258753
-2475,0.010266679688356817
-2465,0.009960926370695232
-2455,0.0075351528357714415
-2445,0.010821431875228882
-2435,0.012299956637434663
-2425,0.009323743754066525
-2415,0.007488783041480929
-2405,0.0006504649063572291
-2395,-0.009862308099400252
-2385,-0.01176736073102802
-2375,-0.01714508223813027
-2365,-0.029133058385923505
-2355,-0.02984807058237493
-2345,-0.025450788263697177
-2335,-0.006608070165384561
-2325,0.0034161912626586863
-2315,0.010473545466084033
-2305,0.017289197188802063
-2295,0.018766100518405437
-2285,0.014670218690298498
-2275,0.006116853212006391
-2265,0.009189865435473621
-2255,0.012304114527069032
-2245,0.007512980606406927
-2235,0.015834871970582757
-2225,0.008439332712441683
-2215,0.012037468433845788
-2205,0.017449830542318526
-2195,0.011909136432223022
-2185,0.009232462849467993
-2175,0.006869084434583783
-2165,0.0039692341815680265
-2155,-0.0015664543898310512
-2145,-0.00017882260726764763
-2135,-0.009036962263053281
-2125,-0.012667325558140874
-2115,-0.019617722718976438
-2105,-0.027254173066467047
-2095,-0.0368933929130435
-2085,-0.03999898117035628
-2075,-0.035044828429818146
-2065,-0.036074340576305985
-2055,-0.027257716516032815
-2045,-0.024112818529829383
-2035,-0.01612131984438747
-2025,-0.012016604654490948
-2015,-0.00874384993221611
-2005,-0.01618931349366903
-1995,-0.01686096400953829
-1985,-0.020309084095060822
-1975,-0.022896174807101488
-1965,-0.027732858434319496
-1955,-0.027923509012907743
-1945,-0.03286802186630667
-1935,-0.03654559655115008
-1925,-0.03503321204334498
-1915,-0.038192074513062835
-1905,-0.026246208231896162
-1895,-0.018776156473904848
-1885,-0.01927281846292317
-1875,-0.019833517959341403
-1865,-0.01995885837823153
-1855,-0.02756717475131154
-1845,-0.03180787130258977
-1835,-0.034541726112365716
-1825,-0.03799862321466208
-1815,-0.041720983106642955
-1805,-0.04610749054700136
-1795,-0.045496064238250256
-1785,-0.03585839876905084
-1775,-0.02099086018279195
-1765,-0.014082072651945055
-1755,-0.01489296613726765
-1745,-0.013673864712473005
-1735,-0.007583098718896508
-1725,-0.012380029598716645
-1715,-0.027312149526551366
-1705,-0.028706494020298123
-1695,-0.031965289730578654
-1685,-0.027223134646192193
-1675,-0.02953850873745978
-1665,-0.032414457062259316
-1655,-0.04010232351720334
-1645,-0.04231723630800844
-1635,-0.04897579783573747
-1625,-0.06014637649059296
-1615,-0.07005941309034823
-1605,-0.0663667293265462
-1595,-0.057361490093171597
-1585,-0.05342185636982322
-1575,-0.051368584390729666
-1565,-0.04376692930236459
-1555,-0.039054158609360456
-1545,-0.03520137676969171
-1535,-0.036951983347535126
-1525,-0.03504526405595242
-1515,-0.018764084088616077
-1505,-0.009295097901485862
-1495,-0.009271721006371081
-1485,-0.01535183115629479
-1475,-0.011092142318375409
-1465,-0.024982535105664283
-1455,-0.03925617202185095
-1445,-0.046562313567847013
-1435,-0.052591795567423105
-1425,-0.06336102401837707
-1415,-0.06417499948292969
-1405,-0.05541974725201726
-1395,-0.039832454174757004
-1385,-0.03293748246505856
-1375,-0.034374273847788565
-1365,-0.04732608096674085
-1355,-0.0516604701988399
-1345,-0.06442522583529353
-1335,-0.08252589777112007
-1325,-0.09229263477027416
-1315,-0.09174026269465685
-1305,-0.08738269563764335
-1295,-0.08482853788882494
-1285,-0.08006645832210779
-1275,-0.08313325513154268
-1265,-0.08427744079381227
-1255,-0.08120779320597649
-1245,-0.0758108040317893
-1235,-0.06633901922032237
-1225,-0.0560744097456336
-1215,-0.05045588919892907
-1205,-0.04213271243497729
-1195,-0.04332033544778824
-1185,-0.03680675849318504
-1175,-0.0393357239663601
-1165,-0.04572222754359245
-1155,-0.041369906160980456
-1145,-0.034686558879911907
-1135,-0.039347000420093536
-1125,-0.02764926222153008
-1115,-0.021470399340614676
-1105,-0.025494617177173495
-1095,-0.0365428093355149
-1085,-0.049581015948206186
-1075,-0.052000518422573805
-1065,-0.049341204110533
-1055,-0.042125632520765066
-1045,-0.048002454452216625
-1035,-0.05616897065192461
-1025,-0.06377547839656474
-1015,-0.06306613422930239
-1005,-0.056252106092870235
-995,-0.04916955903172493
-985,-0.04384813271462917
-975,-0.03554576402530074
-965,-0.02924260450527072
-955,-0.029553045053035014
-945,-0.03663248382508755
-935,-0.05245437426492572
-925,-0.05731175793334842
-915,-0.043570396024733775
-905,-0.0429467149078846
-895,-0.048141281586140394
-885,-0.04840243328362703
-875,-0.0487840436398983
-865,-0.059654094744473696
-855,-0.05924230953678489
-845,-0.053609141148626804
-835,-0.04896961944177747
-825,-0.04813010944053531
-815,-0.048008067067712545
-805,-0.052957250736653805
-795,-0.05764646688476205
-785,-0.06207438558340071
-775,-0.06915495870634913
-765,-0.07293072063475847
-755,-0.08041115943342449
-745,-0.08459959365427494
-735,-0.0788318132981658
-725,-0.07265142165124416
-715,-0.07676366809755564
-705,-0.07896658964455128
-695,-0.07697924785315989
-685,-0.07881061546504498
-675,-0.07739156391471624
-665,-0.07782040815800427
-655,-0.07594703137874603
-645,-0.068152969237417
-635,-0.06073356885462999
-625,-0.0816464307717979
-615,-0.08117222413420679
-605,-0.07964820507913827
-595,-0.06815265677869321
-585,-0.06489408109337091
-575,-0.0664704293012619
-565,-0.06932433135807514
-555,-0.0795492883771658
-545,-0.0865568658336997
-535,-0.07087005116045476
-525,-0.07234389334917068
-515,-0.061161759309470654
-505,-0.06074203038588165
-495,-0.04836028814315796
-485,-0.041413464583456516
-475,-0.048495258670300245
-465,-0.06218856526538731
-455,-0.07699249172583222
-445,-0.08152619842439891
-435,-0.06571185775101186
-425,-0.0621465966105461
-415,-0.053579033352434635
-405,-0.06348472274839878
-395,-0.06673243828117849
-385,-0.07926851138472556
-375,-0.08604505378752948
-365,-0.08487146534025669
-355,-0.076329717412591
-345,-0.06693532224744557
-335,-0.06554382946342228
-325,-0.06879752362146974
-315,-0.062376849353313446
-305,-0.06703279679641128
-295,-0.08494595065712927
-285,-0.0902920812368393
-275,-0.09082362614572048
-265,-0.09673169627785683
-255,-0.10347652807831764
-245,-0.09986628592014313
-235,-0.09620366897433996
-225,-0.07840454392135143
-215,-0.07542487978935242
-205,-0.07754060626029968
