,time,seierstad14gisp2d18o1kyrfir
583,-2215,0.1620719437621687
584,-2205,0.10653497465873141
585,-2195,0.005779583281184247
586,-2185,-0.05990811142208258
587,-2175,-0.08272300715299213
588,-2165,-0.1413935478213675
589,-2155,-0.24396952731400212
590,-2145,-0.31049228637454385
591,-2135,-0.33297192476783993
592,-2125,-0.23940437869120101
593,-2115,-0.003986900010400363
594,-2105,0.18207683243596937
595,-2095,0.30773476036486586
596,-2085,0.3940551011985275
597,-2075,0.4322724821158962
598,-2065,0.4412110181889843
599,-2055,0.41440484244814313
600,-2045,0.3313774451205258
601,-2035,0.1796589815326665
602,-2025,0.06181334612294816
603,-2015,-0.014631467245031393
604,-2005,-0.08087879815998208
605,-1995,-0.13465416552838966
606,-1985,-0.10279550117206147
607,-1975,0.033712106044702296
608,-1965,0.09707578659016478
609,-1955,0.07102879262047154
610,-1945,0.01685879676387629
611,-1935,-0.07169536892332778
612,-1925,-0.12304861631466109
613,-1915,-0.12893677398722214
614,-1905,-0.06165566421967275
615,-1895,0.09506972419499726
616,-1885,0.15497720179310648
617,-1875,0.09655980754220177
618,-1865,0.048246999554369105
619,-1855,0.012336580144144765
620,-1845,-0.005510567434444211
621,-1835,-0.0012347965889734636
622,-1825,-0.05094099395265399
623,-1815,-0.16667420562819296
624,-1805,-0.2767600459976568
625,-1795,-0.3799473958223718
626,-1785,-0.43013422533112977
627,-1775,-0.415491082173594
628,-1765,-0.4030164564266105
629,-1755,-0.39321332661418507
630,-1745,-0.37323251540802155
631,-1735,-0.3408388706320804
632,-1725,-0.2903887759380879
633,-1715,-0.21782477088994173
634,-1705,-0.11023523043996031
635,-1695,0.040131549012970946
636,-1685,0.16808102890417898
637,-1675,0.2685742811532996
638,-1665,0.26329294230053746
639,-1655,0.128783390262103
640,-1645,0.03832982099359741
641,-1635,0.001725526865528907
642,-1625,-0.03133516778347867
643,-1615,-0.06011507244518608
644,-1605,-0.07755640740117913
645,-1595,-0.08113123659889226
646,-1585,0.009960251927561364
647,-1575,0.21668657775611602
648,-1565,0.42354772852125794
649,-1555,0.6305320422233731
650,-1545,0.6575311269990263
651,-1535,0.4645607832176044
652,-1525,0.3020846851043313
653,-1515,0.17679313729622997
654,-1505,0.09543250989819888
655,-1495,0.06774665307762172
656,-1485,0.01533937262106154
657,-1475,-0.06727567954344459
658,-1465,-0.07446025215099769
659,-1455,0.010486363287462592
660,-1445,0.08980840344628706
661,-1435,0.16229148953487854
662,-1425,0.19319713700257382
663,-1415,0.17332216829821812
664,-1405,0.15347854399527633
665,-1395,0.13358549748077064
666,-1385,0.11360498136250369
667,-1375,0.0934739155620278
668,-1365,0.07323009035895127
669,-1355,0.05287286763990777
670,-1345,0.024537238782526907
671,-1335,-0.013546251567399303
672,-1325,-0.061872659263757096
673,-1315,-0.12268654382204737
674,-1305,-0.1824842759748328
675,-1295,-0.2410208556873537
676,-1285,-0.2670520382676065
677,-1275,-0.2533651131555936
678,-1265,-0.2567283177492332
679,-1255,-0.28089721565530396
680,-1245,-0.2534512639500289
681,-1235,-0.1628948157999958
682,-1225,-0.07700509694241137
683,-1215,0.0032161546797824098
684,-1205,0.01683106863496584
685,-1195,-0.050966215370319035
686,-1185,-0.0930812145568567
687,-1175,-0.1037419073884201
688,-1165,-0.13711929203759377
689,-1155,-0.19822783536854888
