,time,martin24gisp2tanom1kyrfir
130,-6745,0.7035247722100484
131,-6735,0.8061396367009118
132,-6725,0.8870561610697211
133,-6715,0.8721494292728227
134,-6705,0.6508663300075452
135,-6695,0.25798143264639356
136,-6685,-0.08688662648980144
137,-6675,-0.2256539512461746
138,-6665,-0.20788269722820535
139,-6655,-0.2437383153764525
140,-6645,-0.38798994038676793
141,-6635,-0.45419488059085533
142,-6625,-0.2264523136783157
143,-6615,0.15018132417195965
144,-6605,0.3510973086356627
145,-6595,0.18900504871383225
146,-6585,-0.22355644979506756
147,-6575,-0.5102959404992228
148,-6565,-0.5020941889197471
149,-6555,-0.30623809393592594
150,-6545,-0.1169924008980784
151,-6535,-0.10327115239525277
152,-6525,-0.29344743558864944
153,-6515,-0.5084603467323454
154,-6505,-0.5779285023252396
155,-6495,-0.4192314448391768
156,-6485,-0.1793001793756914
157,-6475,-0.06268709992572087
158,-6465,0.039673796631956984
159,-6455,0.07100691158692302
160,-6445,0.011844423820914565
161,-6435,-0.08245318913084945
162,-6425,-0.20338948389239367
163,-6415,-0.22616251657222028
164,-6405,-0.22493642282307585
165,-6395,-0.26575515340368927
166,-6385,-0.277392785626307
167,-6375,-0.16524096430800547
168,-6365,0.07924016566758946
169,-6355,0.301350432879348
170,-6345,0.32479484299477834
171,-6335,0.1468891716868569
172,-6325,0.011750065647710639
173,-6315,-0.009978550231147937
174,-6305,0.03334060275218094
175,-6295,0.15047009793211596
176,-6285,0.24346004931566517
177,-6275,0.3139170037401138
178,-6265,0.4009901838893942
179,-6255,0.3132227471093154
180,-6245,0.02190566400759375
181,-6235,-0.2485090415076805
182,-6225,-0.3335828851717224
183,-6215,-0.22854631683770466
184,-6205,-0.13873818834442667
185,-6195,-0.18343918684817648
186,-6185,-0.33970513909607014
187,-6175,-0.44907336025933
188,-6165,-0.3518605830510985
189,-6155,-0.04692017924832964
190,-6145,0.3134696763793895
191,-6135,0.5470177931678177
192,-6125,0.6417783846798022
193,-6115,0.5828028207391489
194,-6105,0.5690247142398186
195,-6095,0.6427060653260526
196,-6085,0.6549323400229649
197,-6075,0.5364264826468137
198,-6065,0.18155847708980177
199,-6055,-0.2788300966073175
200,-6045,-0.6173636776729766
201,-6035,-0.645851203414561
202,-6025,-0.47093295126179624
203,-6015,-0.32394317201664435
204,-6005,-0.30992691389109595
205,-5995,-0.5474498560744419
206,-5985,-0.8441281265599154
207,-5975,-0.9296401717770262
208,-5965,-0.7371907719886632
209,-5955,-0.3442684111784623
210,-5945,-0.048439556575525455
211,-5935,0.022762041142773026
212,-5925,-0.04818495996166991
213,-5915,0.0074002179746618935
214,-5905,0.17676510572794898
215,-5895,0.35407025881586984
216,-5885,0.5256242810780818
217,-5875,0.4876714242323787
218,-5865,0.32424510596277745
219,-5855,0.26051065483544533
220,-5845,0.2820595945186932
221,-5835,0.30608611046426476
222,-5825,0.28024692921748007
223,-5815,0.21996024853335794
224,-5805,0.1574676264931136
225,-5795,0.017565540976321042
226,-5785,-0.26481767918128574
227,-5775,-0.4844684171357225
228,-5765,-0.32829490226305547
229,-5755,0.08137952706864654
230,-5745,0.425221594212177
231,-5735,0.450786122312424
232,-5725,0.17122365161398362
233,-5715,-0.1166076449578261
234,-5705,-0.27801151532834145
235,-5695,-0.3370672263921254
236,-5685,-0.25602585864386607
237,-5675,-0.13481821990710302
238,-5665,-0.04839648518387585
239,-5655,0.023432095164629338
240,-5645,0.06929697936537318
241,-5635,0.16029156158625923
242,-5625,0.2694698568431939
243,-5615,0.32555464761760633
244,-5605,0.2561906792364894
245,-5595,0.0628702452418107
246,-5585,0.010170120183212897
247,-5575,0.12861122821194523
248,-5565,0.16872585910538077
249,-5555,0.1449862419765762
250,-5545,0.13305445379067837
251,-5535,0.1493649262533414
252,-5525,0.27576524729253843
253,-5515,0.3452606049945972
254,-5505,0.3015859327242837
255,-5495,0.3037417474237355
256,-5485,0.30403814977479926
257,-5475,0.25018075787847993
258,-5465,0.17628007894046127
259,-5455,0.15687505123400497
260,-5445,0.23829696601471856
261,-5435,0.3158691003197392
262,-5425,0.2614539454570521
263,-5415,0.09738792972062466
264,-5405,0.012856882755484689
265,-5395,0.07359591414296346
266,-5385,0.1973778656681382
267,-5375,0.29491261479137604
268,-5365,0.16326222534558316
269,-5355,-0.13130580075961706
270,-5345,-0.4069602533150654
271,-5335,-0.7536668949357299
272,-5325,-0.9579153012632076
273,-5315,-0.9291555876744071
274,-5305,-0.7581440430101556
275,-5295,-0.5052675056497601
276,-5285,-0.46361252789214413
277,-5275,-0.5879130666946285
278,-5265,-0.7337915001252221
279,-5255,-0.8680007418634114
280,-5245,-0.9138990817922377
281,-5235,-0.9070254601012624
282,-5225,-0.8580077629963229
283,-5215,-0.6929133349236616
284,-5205,-0.39872088089879587
285,-5195,-0.15142814142048644
286,-5185,-0.043942980285804345
287,-5175,-0.06442749962406968
288,-5165,-0.029543236032012032
289,-5155,0.19878587890581279
290,-5145,0.4854089141012805
291,-5135,0.8023839591370219
292,-5125,0.8855567494769856
293,-5115,0.7186838230291664
294,-5105,0.3806087648000428
295,-5095,0.02169600090207042
296,-5085,0.055702100695427595
297,-5075,0.2313627987850089
298,-5065,0.35658858284160755
299,-5055,0.26668345466964216
300,-5045,0.03588514864411627
301,-5035,-0.08595316097106871
302,-5025,0.00414199443727703
303,-5015,0.28306860886804763
304,-5005,0.5452832709360771
305,-4995,0.5925177495716512
306,-4985,0.4036706682689283
307,-4975,0.26126742461973645
308,-4965,0.15264263162294703
309,-4955,0.08860505245488341
310,-4945,0.10861143909470472
311,-4935,0.11229942496970137
312,-4925,0.16099743282746548
313,-4915,0.27111014989481075
314,-4905,0.2782922518216109
315,-4895,0.24478665106537634
316,-4885,0.19407511038640973
317,-4875,0.14616035598315782
318,-4865,0.2012375839877777
319,-4855,0.2879679033807897
320,-4845,0.41910755550139056
321,-4835,0.5417615880142969
322,-4825,0.5607379382411112
323,-4815,0.37293720260525826
324,-4805,0.026608910236981864
325,-4795,-0.07037159574802238
326,-4785,0.061567675303190975
327,-4775,0.2769105649251143
328,-4765,0.3418927358719259
329,-4755,0.1403244383131516
330,-4745,-0.22327844202459896
331,-4735,-0.5399361448050175
332,-4725,-0.7410629485566123
333,-4715,-0.8604938535768123
334,-4705,-0.8158850539924549
335,-4695,-0.5809251982535065
336,-4685,-0.2213714909465877
337,-4675,0.08105768922986786
338,-4665,0.1657231384590526
339,-4655,0.13193798105392868
340,-4645,0.07936005220860051
341,-4635,-0.20488019896941398
342,-4625,-0.650142641515995
343,-4615,-1.0037181610183117
344,-4605,-0.9550772375203462
345,-4595,-0.6908568550124576
346,-4585,-0.499249932949905
347,-4575,-0.4530574602394722
348,-4565,-0.3166199738965054
349,-4555,0.07112986897315249
350,-4545,0.42296958108507376
351,-4535,0.5716483001274907
352,-4525,0.3856740597570604
353,-4515,0.13243088771638728
354,-4505,0.14536430458328953
355,-4495,0.2817750987467397
356,-4485,0.33756247841242093
357,-4475,0.25593675991196957
358,-4465,0.014426911752810051
359,-4455,-0.21928429032856203
360,-4445,-0.44081384129119416
361,-4435,-0.49414783075132945
362,-4425,-0.21256536792366126
363,-4415,0.24374913248696403
364,-4405,0.554204610371264
365,-4395,0.4443690363569505
366,-4385,0.25511117648030174
367,-4375,0.17089906335027222
368,-4365,0.14700002653180386
369,-4355,0.16871079397534816
370,-4345,-0.041827415692563846
371,-4335,-0.33249532297756934
372,-4325,-0.44068823888532493
373,-4315,-0.4569342779141771
374,-4305,-0.26466977382814
375,-4295,-0.11447028124736199
376,-4285,-0.11194566909258309
377,-4275,-0.15391067148007098
378,-4265,-0.1819930326494751
379,-4255,0.07467541881272194
380,-4245,0.4368267425811016
381,-4235,0.6702664055674104
382,-4225,0.6187722721373584
383,-4215,0.2742802733028379
384,-4205,-0.05181839235831853
385,-4195,-0.17486728338017937
386,-4185,-0.15467177066684962
387,-4175,-0.12002226227973686
388,-4165,-0.08496353326077688
389,-4155,-0.06180837441994974
390,-4145,-0.013981973388331959
391,-4135,-0.016377868094329406
392,-4125,-0.09511841903004495
393,-4115,-0.14460324813691125
394,-4105,-0.06158836733912945
395,-4095,0.0980572496645716
396,-4085,0.2542210414154255
397,-4075,0.4625317603349376
398,-4065,0.5228354745729442
399,-4055,0.45417091957073313
400,-4045,0.3969992524570263
401,-4035,0.3158743367284617
402,-4025,0.3331874064870066
403,-4015,0.3014000220592591
404,-4005,0.061666593128958114
405,-3995,-0.10293456868315837
406,-3985,-0.003596450364965087
407,-3975,0.20466076713380582
408,-3965,0.402458223787151
409,-3955,0.41064529261477195
410,-3945,0.310869461813596
411,-3935,0.2057177319211477
412,-3925,-0.003977439104721869
413,-3915,-0.22535937036190914
414,-3905,-0.4247950090151294
415,-3895,-0.5098575135469468
416,-3885,-0.41865516954694126
417,-3875,-0.33165927990405686
418,-3865,-0.400027949624316
419,-3855,-0.5282784956832143
420,-3845,-0.6087640317059674
421,-3835,-0.5417133985677787
422,-3825,-0.31761086106178793
423,-3815,-0.0920720085446649
424,-3805,-0.0524299961284493
425,-3795,-0.15658763508129003
426,-3785,-0.2085554759851645
427,-3775,-0.18551116485473718
428,-3765,-0.0536135235152701
429,-3755,0.08648835262862695
430,-3745,0.13452403444827504
431,-3735,0.19907894194706632
432,-3725,0.24625254791738724
433,-3715,0.15625890577637747
434,-3705,-0.0022694677845885997
435,-3695,-0.04137243342757774
436,-3685,0.053995620193340435
437,-3675,0.2626158145910149
438,-3665,0.4136999423111304
439,-3655,0.2847710618702415
440,-3645,0.07545193081374006
441,-3635,0.009945674088466028
442,-3625,0.013660998958129902
443,-3615,0.009401657465077089
444,-3605,0.013029044305080173
445,-3595,-0.10019101484827035
446,-3585,-0.17686367007381465
447,-3575,-0.08194471988593217
448,-3565,-0.0801295516895281
449,-3555,-0.05763477895621918
450,-3545,-0.0847368302618016
451,-3535,-0.24912481516428514
452,-3525,-0.3959443296661218
453,-3515,-0.39891116161225454
454,-3505,-0.1575350422574816
455,-3495,0.15404581062945294
456,-3485,0.4621346726530877
457,-3475,0.69842230611174
458,-3465,0.7426867915351484
459,-3455,0.5702212099796091
460,-3445,0.26986336579181003
461,-3435,-0.0042371752489239745
462,-3425,-0.2894099997654711
463,-3415,-0.5134519360013796
464,-3405,-0.751128106428915
465,-3395,-0.9777722092358341
466,-3385,-0.9891385859157216
467,-3375,-0.8609236602590749
468,-3365,-0.7492333107506304
469,-3355,-0.6697394954960837
470,-3345,-0.5808827732793584
471,-3335,-0.463921893265125
472,-3325,-0.28383146724051633
473,-3315,-0.0756547662019309
474,-3305,0.13582562647503948
475,-3295,0.38023101556273714
476,-3285,0.7006271999785645
477,-3275,0.9950374867920744
478,-3265,1.2489902789457146
479,-3255,1.4098358790404613
480,-3245,1.362324214725901
481,-3235,1.1056936594346323
482,-3225,0.7232293053674151
483,-3215,0.3573271394127771
484,-3205,0.09790371262884989
485,-3195,0.016962614050059777
486,-3185,-0.06748925205123302
487,-3175,-0.12341810791295389
488,-3165,-0.10852763971344645
489,-3155,-0.003837133235527434
490,-3145,0.31428184206447846
491,-3135,0.5962598740674064
492,-3125,0.640154215267783
493,-3115,0.32416327632927094
494,-3105,-0.19215190687632533
495,-3095,-0.5669310559363981
496,-3085,-0.6720145990820116
497,-3075,-0.529669966954585
498,-3065,-0.24818078662805795
499,-3055,-0.037151112171941135
500,-3045,0.024549275879755653
501,-3035,-0.11375852882791493
502,-3025,-0.3060185271433219
503,-3015,-0.3771221135022398
504,-3005,-0.4212289814279002
505,-2995,-0.4092817537722918
506,-2985,-0.46853217464153907
507,-2975,-0.5605843446280765
508,-2965,-0.5862693389687226
509,-2955,-0.522853354808171
510,-2945,-0.28880627317679236
511,-2935,0.024116168903757285
512,-2925,0.35082394910932574
513,-2915,0.4769609456767091
514,-2905,0.5004828726283387
515,-2895,0.42638597695665487
516,-2885,0.17233081673577164
517,-2875,-0.09101758944462975
518,-2865,-0.2759971013577034
519,-2855,-0.21053089581349493
520,-2845,0.017857789721511252
521,-2835,0.20006334897765754
522,-2825,0.22615884231422262
523,-2815,0.18685283696551053
524,-2805,0.20528287928067346
525,-2795,0.190069567146091
526,-2785,0.13483190834842912
527,-2775,0.02200249445836941
528,-2765,-0.20698579460209748
529,-2755,-0.41706265715805074
530,-2745,-0.6309472090478795
531,-2735,-0.6840702942310175
532,-2725,-0.40852692084713893
533,-2715,-0.010052061975370896
534,-2705,0.30408094039726574
535,-2695,0.3600089954608431
536,-2685,0.11595771478661114
537,-2675,-0.12872244722347556
538,-2665,-0.29175300946506816
539,-2655,-0.2671758606837985
540,-2645,-0.16719718048768095
541,-2635,-0.11678146660140012
542,-2625,-0.06495502696616604
543,-2615,-0.16281667508091552
544,-2605,-0.09562304050217779
545,-2595,-0.08719281762392893
546,-2585,-0.05320748575998849
547,-2575,0.058520123445383904
548,-2565,0.1404958274414668
549,-2555,0.3215019942926563
550,-2545,0.3990324205004161
551,-2535,0.4558762590905132
552,-2525,0.5142793048836575
553,-2515,0.47299775804340205
554,-2505,0.5078951119990365
555,-2495,0.514284263293523
556,-2485,0.5554229032971768
557,-2475,0.4900480325673473
558,-2465,0.05125356504793471
559,-2455,-0.4180306227335828
560,-2445,-0.6410465674096045
561,-2435,-0.6196159485705983
562,-2425,-0.499062733250052
563,-2415,-0.3929425050463139
564,-2405,-0.3075736955800861
565,-2395,-0.06699586491230913
566,-2385,0.2749389993063861
567,-2375,0.5786540956216628
568,-2365,0.791376783107459
569,-2355,0.8282528325469993
570,-2345,0.6079003879022942
571,-2335,0.22977347515337299
572,-2325,-0.07317397604975812
573,-2315,-0.15115957574283442
574,-2305,-0.0988174115107523
575,-2295,-0.14092011978941849
576,-2285,-0.4132811702497977
577,-2275,-0.7546696253823408
578,-2265,-0.8384846528874785
579,-2255,-0.5525741479634567
580,-2245,-0.12407827931912369
581,-2235,0.2867286512224341
582,-2225,0.5018615243020034
583,-2215,0.5266386448654254
584,-2205,0.41269142647044105
585,-2195,0.16614193387719764
586,-2185,-0.06915486012310373
587,-2175,-0.27939525059153164
588,-2165,-0.5146397626553905
589,-2155,-0.7266811196878162
590,-2145,-0.839836369811993
591,-2135,-0.8438675206851182
592,-2125,-0.6581343451502513
593,-2115,-0.3082117416869153
594,-2105,0.013174104891054916
595,-2095,0.25097228700993035
596,-2085,0.295254684636379
597,-2075,0.3359753447310329
598,-2065,0.4176264473570245
599,-2055,0.4344320641027798
600,-2045,0.27089625403379386
601,-2035,-0.04194210372903756
602,-2025,-0.24942701741023
603,-2015,-0.3848238022752205
604,-2005,-0.2666984691828287
605,-1995,0.02586811768881092
606,-1985,0.33595662944579774
607,-1975,0.570532110847285
608,-1965,0.5516923258121921
609,-1955,0.31803203378075745
610,-1945,0.11519514993366559
611,-1935,-0.022239949227280342
612,-1925,-0.050371951365850494
613,-1915,0.07023902233602175
614,-1905,0.3252525435802926
615,-1895,0.6248886445357803
616,-1885,0.7866984677879143
617,-1875,0.7503747055241266
618,-1865,0.489836512311967
619,-1855,0.3039521588838554
620,-1845,0.2762502304597747
621,-1835,0.229963111706862
622,-1825,0.1368390857616371
623,-1815,-0.07514335625939406
624,-1805,-0.3353604911164747
625,-1795,-0.58747831965462
626,-1785,-0.8025685562533009
627,-1775,-0.8852963021904944
628,-1765,-0.7827448751058701
629,-1755,-0.606564189938033
630,-1745,-0.560717546521077
631,-1735,-0.5946212385515377
632,-1725,-0.54803959595418
633,-1715,-0.4189901334750912
634,-1705,-0.23340551040218127
635,-1695,-0.0002630607863570722
636,-1685,0.18753956701535116
637,-1675,0.33992090439263
638,-1665,0.3432689657611775
639,-1655,0.2043946068067455
640,-1645,0.017827287301594892
641,-1635,-0.13612900389483937
642,-1625,-0.1643438164639775
643,-1615,-0.16625560947506085
644,-1605,-0.12153873343211703
645,-1595,-0.04056360796135028
646,-1585,0.017228325535378425
647,-1575,0.11499185053938649
648,-1565,0.21588662222467808
649,-1555,0.3926683038158985
650,-1545,0.674370264047291
651,-1535,0.8679561529277213
652,-1525,0.8107068663055057
653,-1515,0.6163293306135413
654,-1505,0.42043888593286793
655,-1495,0.2479614024627146
656,-1485,0.12923774274232436
657,-1475,-0.1072310641810319
658,-1465,-0.30336356435100753
659,-1455,-0.30779133490543575
660,-1445,-0.26145457915537834
661,-1435,-0.23124918316641752
662,-1425,-0.2410613559960141
663,-1415,-0.29926055039731636
664,-1405,-0.27201307140648767
665,-1395,-0.15171180818873714
666,-1385,-0.034837206970253956
667,-1375,0.004627527716851293
668,-1365,-0.014545094849621399
669,-1355,-0.041803151557166296
670,-1345,-0.04635064132969513
671,-1335,-0.03772939616232735
672,-1325,0.0021483810618148458
673,-1315,-0.002376276403702013
674,-1305,-0.05440026976421161
675,-1295,-0.06706212693738049
676,-1285,-0.16961545170934914
677,-1275,-0.32838157324311623
678,-1265,-0.3917147861302689
679,-1255,-0.4591614198971633
680,-1245,-0.37208944615335626
681,-1235,-0.12706423513466325
682,-1225,0.17408678377881054
683,-1215,0.4811722463161495
684,-1205,0.6069031742499438
685,-1195,0.5100077266970425
686,-1185,0.3578441921341933
687,-1175,0.2818579732405874
688,-1165,0.1342302860849657
689,-1155,-0.13666624965616248
690,-1145,-0.36854155629977936
691,-1135,-0.39466829696728867
692,-1125,-0.3859990155830861
693,-1115,-0.4912458450611472
694,-1105,-0.7409281746899861
695,-1095,-0.8614926141244125
696,-1085,-0.7800546063855284
697,-1075,-0.5391729302463086
698,-1065,-0.3194330436036039
699,-1055,-0.12929970515382716
700,-1045,0.0701764108145414
701,-1035,0.33557524168915753
702,-1025,0.6870925848821263
703,-1015,0.984830645727803
704,-1005,1.0901873902983445
705,-995,0.9745498502059866
706,-985,0.8845014096780565
707,-975,0.8582824062532797
708,-965,0.8125928110945224
709,-955,0.613628114733994
710,-945,0.36801853021090136
711,-935,0.08459813467043853
712,-925,-0.07236546115427939
713,-915,-0.16969826622593098
714,-905,-0.2386218605627266
715,-895,-0.18176383593054918
716,-885,-0.1576189795384432
717,-875,-0.1394330062266292
718,-865,-0.11682205187432756
719,-855,-0.12585727854876605
720,-845,-0.09667191954435128
721,-835,0.047401322564830234
722,-825,0.1932267454892414
723,-815,0.1890066045619432
724,-805,-0.12609093195162535
725,-795,-0.5464874518442508
726,-785,-0.7848580735636721
727,-775,-0.7152957730278977
728,-765,-0.36539713935040374
729,-755,0.006064073104207812
730,-745,0.3152141607698142
731,-735,0.35832491188873905
732,-725,0.11865780970958745
733,-715,-0.10129860363408656
734,-705,-0.2589373638758625
735,-695,-0.20585517714432566
736,-685,0.012258446990551328
737,-675,0.06736617470855444
738,-665,0.10885996067790048
739,-655,0.08235115915001809
740,-645,-0.10163174210299872
741,-635,-0.23594924105655907
742,-625,-0.4649620075147991
743,-615,-0.693833793294044
744,-605,-0.8829884023138757
745,-595,-0.8508757137314911
746,-585,-0.675521131145651
747,-575,-0.42507424166410346
748,-565,-0.10202843866232364
749,-555,0.12311403669331844
750,-545,0.34826964739925625
751,-535,0.4502770848018299
752,-525,0.3594316715915066
753,-515,0.2478289821665197
754,-505,0.1889965166171924
755,-495,0.1301546188698316
756,-485,-0.01359448195843132
757,-475,-0.10248354575082338
758,-465,-0.03709915178330986
759,-455,0.12831488523534157
760,-445,0.23388649485066118
761,-435,0.286606732144134
762,-425,0.33594045126992156
763,-415,0.4525492036745588
764,-405,0.5318024005067602
765,-395,0.3310106394061916
766,-385,0.18686615934568823
767,-375,0.04232873251767895
768,-365,0.08314960699698495
769,-355,0.2280340830652237
770,-345,0.3513557715002342
771,-335,0.31295921266182025
772,-325,0.09434684873102021
773,-315,-0.005495473051841143
774,-305,0.06252057323768798
775,-295,0.2959556724127156
776,-285,0.4189731980731801
777,-275,0.2385333475648579
778,-265,-0.04392595644911734
779,-255,-0.21525491336970828
780,-245,-0.2563628145809522
781,-235,-0.12664097141133995
782,-225,-0.009177016344251544
783,-215,0.020563406674781806
784,-205,0.013315261940667351
785,-195,0.045561732964226
