time,Alley_multiproxy_temp
-6825,1.239416542935043
-6815,1.23026538999639
-6805,1.1586869945055618
-6795,1.0217647454573076
-6785,0.8462338972918708
-6775,0.6791948909814991
-6765,0.5833709471919057
-6755,0.47168471585550265
-6745,0.3337521125819869
-6735,0.16854031688504278
-6725,0.005234244892353246
-6715,-0.13742436774976596
-6705,-0.24088652196241966
-6695,-0.30350673514465143
-6685,-0.2889910490500611
-6675,-0.2692588252077215
-6665,-0.25354310561629845
-6655,-0.24429273791476547
-6645,-0.22110342909334335
-6635,-0.17175677660531008
-6625,-0.19051502783682395
-6615,-0.2545849940963656
-6605,-0.38404126228994073
-6595,-0.43389745939623126
-6585,-0.4091861401144179
-6575,-0.3131657393858198
-6565,-0.25872989900605603
-6555,-0.25799891805560193
-6545,-0.2904829474859518
-6535,-0.2911798851824656
-6525,-0.2263859210221142
-6515,-0.13465387956618358
-6505,-0.03349652312678231
-6495,0.05942679979599319
-6485,0.11030157401685159
-6475,0.12518893934496234
-6465,0.08843318307263459
-6455,-0.0024581078066887585
-6445,-0.09822167081751942
-6435,-0.16913223453659754
-6425,-0.2291654691057161
-6415,-0.2909290315266908
-6405,-0.3235603047918296
-6395,-0.32309248005093494
-6385,-0.25551979879036324
-6375,-0.22220926416233766
-6365,-0.22247083013974134
-6355,-0.25133256742325827
-6345,-0.2434698920297933
-6335,-0.1844054913896933
-6325,-0.1289792732204056
-6315,-0.08901360392310309
-6305,-0.07402160691320958
-6295,-0.11650763703322653
-6285,-0.20113301584693133
-6275,-0.3624386463170097
-6265,-0.46394995879859025
-6255,-0.46560962285650476
-6245,-0.3817228677338065
-6235,-0.2967677336824295
-6225,-0.2754489826753179
-6215,-0.2549832517459514
-6205,-0.2255630055517841
-6195,-0.16973635094722184
-6185,-0.08691749026428042
-6175,-0.011221194712373261
-6165,0.006148465135179748
-6155,0.0135754833078785
-6145,0.0205907975176558
-6135,0.05203249481314742
-6125,0.08971746724823149
-6115,0.12691029366109063
-6105,0.07503943576296024
-6095,-0.009617094243544955
-6085,-0.08000209874826325
-6075,-0.08686628298224974
-6065,-0.048980329409694434
-6055,0.01788224611917144
-6045,0.14088153623507438
-6035,0.2967370007538861
-6025,0.4065385313311367
-6015,0.40534127916457763
-6005,0.35116368811299026
-5995,0.3300755792894563
-5985,0.3440473500707135
-5975,0.3793802105073141
-5965,0.42078598252514254
-5955,0.40477920592163485
-5945,0.3454440949920645
-5935,0.2812101131691449
-5925,0.23939804098566242
-5915,0.20714401419242634
-5905,0.14747244549074523
-5895,0.08886175905108828
-5885,0.04300816784669692
-5875,0.05619549550568692
-5865,0.08766048805492588
-5855,0.128532493856909
-5845,0.1696901726270994
-5835,0.1580347810409357
-5825,0.08188856681030643
-5815,0.007503342553256687
-5805,-0.006589583085538919
-5795,0.09282163337192628
-5785,0.17404996654568095
-5775,0.23452772200988647
-5765,0.2517263688189644
-5755,0.2572904551088584
-5745,0.2604959036857828
-5735,0.2930810163580908
-5725,0.34500253603195574
-5715,0.42077302395232863
-5705,0.4479705663198317
-5695,0.4615776461926977
-5685,0.5034921310320364
-5675,0.567487751760158
-5665,0.639757336777393
-5655,0.7032364716137103
-5645,0.7380386774533783
-5635,0.7340671552616627
-5625,0.6578891816137862
-5615,0.6029061736848753
-5605,0.5836644429428652
-5595,0.6205159516955696
-5585,0.5996081524669137
-5575,0.5250746899683634
-5565,0.3913408035310155
-5555,0.25706743999518267
-5545,0.11760694780991088
-5535,-0.031751180679389535
-5525,-0.13712466702822468
-5515,-0.20757492867504723
-5505,-0.2399433015195953
-5495,-0.3109914958515674
-5485,-0.38730434973453143
-5475,-0.4508101972621681
-5465,-0.5225251592912024
-5455,-0.6161312875025544
-5445,-0.7327280158085863
-5435,-0.8249223467012037
-5425,-0.8570369747205291
-5415,-0.8455348427655345
-5405,-0.8106109932082468
-5395,-0.8189264199543409
-5385,-0.8031464403130535
-5375,-0.7390983977363987
-5365,-0.648771668898867
-5355,-0.5004076011022498
-5345,-0.3119421604805943
-5335,-0.12685891029758523
-5325,0.02004487660676446
-5315,0.08733809351928201
-5305,0.1521544778080859
-5295,0.21843137209443597
-5285,0.2953454731677745
-5275,0.38697077956532056
-5265,0.4724882465857583
-5255,0.5078225074484983
-5245,0.5012637212546451
-5235,0.47197532629085615
-5225,0.49335301682797805
-5215,0.6005862415598244
-5205,0.6835952942880112
-5195,0.6684001285749552
-5185,0.6593138277348594
-5175,0.675640300302522
-5165,0.6822929715776347
-5155,0.6143001353079605
-5145,0.532773126519487
-5135,0.48013600076812324
-5125,0.37752094014992466
-5115,0.30823986349503585
-5105,0.29691026446694124
-5095,0.38429885301187383
-5085,0.41005210000669123
-5075,0.38314988747098866
-5065,0.33012166745571037
-5055,0.30112943869123043
-5045,0.3877773395633817
-5035,0.5470995780230332
-5025,0.7246752223792612
-5015,0.7558159808594418
-5005,0.683790301862917
-4995,0.5561082335032879
-4985,0.45087054711934726
-4975,0.4234724531970926
-4965,0.4197360077356116
-4955,0.3931424251568494
-4945,0.30641273053434404
-4935,0.18383110423728155
-4925,0.09709747353969078
-4915,0.019138294247387222
-4905,-0.09360286427036257
-4895,-0.14947071737818973
-4885,-0.19752228992948773
-4875,-0.249601164607828
-4865,-0.30498401071638526
-4855,-0.3542382535009203
-4845,-0.367175336342882
-4835,-0.39274471686470847
-4825,-0.537216554058837
-4815,-0.8570799348231972
-4805,-1.1247303303504133
-4795,-1.2653940082223407
-4785,-1.2724902785256198
-4775,-1.3051011846584508
-4765,-1.3528266939081526
-4755,-1.3644696423852913
-4745,-1.3283219030463833
-4735,-1.2891982790683585
-4725,-1.2318434010195745
-4715,-1.161301972475826
-4705,-1.0902328079425665
-4695,-1.0274487306101783
-4685,-0.9123782648787611
-4675,-0.8493002119640565
-4665,-0.8490148205363894
-4655,-0.8925591193546438
-4645,-0.8910922890183208
-4635,-0.9304357790683575
-4625,-1.010140709579641
-4615,-1.0638729392818966
-4605,-0.9242447350348151
-4595,-0.7240853268252287
-4585,-0.5752464595474862
-4575,-0.5191473077198978
-4565,-0.4923880417376516
-4555,-0.4545146467813588
-4545,-0.4138379419897049
-4535,-0.4025726649415162
-4525,-0.4817186842697261
-4515,-0.6834420915356141
-4505,-0.8156378442857495
-4495,-0.8387008587785054
-4485,-0.8339954591881913
-4475,-0.8177568637530683
-4465,-0.8323859922335508
-4455,-0.8323895834161874
-4445,-0.7964384433195697
-4435,-0.6866187756867141
-4425,-0.5646423319858478
-4415,-0.4581831959329712
-4405,-0.3916126832915836
-4395,-0.3775865273046257
-4385,-0.41786956576352097
-4375,-0.4108511057234523
-4365,-0.34431421485535907
-4355,-0.2797772734133055
-4345,-0.24125110253482518
-4335,-0.16609395394295845
-4325,-0.11801128264056615
-4315,-0.07326019129405381
-4305,0.018673525651148992
-4295,0.19661717027670278
-4285,0.30124901822894756
-4275,0.3877355047154296
-4265,0.4768595131394342
-4255,0.5335557645151816
-4245,0.4997957566225182
-4235,0.4799971761098938
-4225,0.46068521490754577
-4215,0.3889823331765392
-4205,0.2706275281605599
-4195,0.18954206239877536
-4185,0.20053555235351794
-4175,0.25680473635941325
-4165,0.3189776912792617
-4155,0.35848728219030335
-4145,0.35556854941060934
-4135,0.34914661181738893
-4125,0.32285903800482174
-4115,0.27680865126448495
-4105,0.2227251513149362
-4095,0.1633214849088631
-4085,0.07576573577088652
-4075,0.030812326992247563
-4065,0.014074214608172042
-4055,-0.05401281474838626
-4045,-0.20091306142691678
-4035,-0.253914726976479
-4025,-0.25493415297099276
-4015,-0.32109516527120974
-4005,-0.38017413165362157
-3995,-0.4161110586796575
-3985,-0.40635865556054895
-3975,-0.4104575225936351
-3965,-0.4416853424859788
-3955,-0.4985827215369696
-3945,-0.5539569244171396
-3935,-0.5657777186895103
-3925,-0.545063493014478
-3915,-0.517780475724404
-3905,-0.5156280543950054
-3895,-0.5043806870345584
-3885,-0.46546357246884895
-3875,-0.4082271610559296
-3865,-0.3821097454191218
-3855,-0.39078684837156175
-3845,-0.4075687896638378
-3835,-0.36049963240268923
-3825,-0.266125348267817
-3815,-0.1727490108327352
-3805,-0.12503148341063408
-3795,-0.07247410124528031
-3785,0.08025534769977227
-3775,0.1403186692540146
-3765,0.22811688222196125
-3755,0.3265581725445408
-3745,0.40481916487782854
-3735,0.43448056984953
-3725,0.38156810717532963
-3715,0.28265716388405693
-3705,0.20812806582171106
-3695,0.22761345935568755
-3685,0.3066686951754356
-3675,0.41540355624016456
-3665,0.5538020522365663
-3655,0.6833153989130416
-3645,0.7410870641003378
-3635,0.7748146963070539
-3625,0.8272660202999482
-3615,0.81010126043887
-3605,0.6752931506525108
-3595,0.5975874825210425
-3585,0.5255143421544446
-3575,0.4467059242943243
-3565,0.36605491242100285
-3555,0.27713543920701156
-3545,0.1732046860159926
-3535,0.0951649199087008
-3525,0.09946526415174972
-3515,0.2009801046763009
-3505,0.2851252225089276
-3495,0.334979051816223
-3485,0.3585265154521835
-3475,0.36825254284945075
-3465,0.38083928257548294
-3455,0.455713985082582
-3445,0.5325312167299607
-3435,0.5647255789516166
-3425,0.5602298133414685
-3415,0.578122338335195
-3405,0.5906756952486525
-3395,0.6088250883793478
-3385,0.6374990627037889
-3375,0.8136306919777709
-3365,0.9592432118575047
-3355,0.9955199883888213
-3345,0.9564444887149364
-3335,1.0715143657541013
-3325,1.3579751755602842
-3315,1.6513572905518892
-3305,1.8382840460482335
-3295,1.8947032609850574
-3285,1.8399732680903789
-3275,1.7531164558370662
-3265,1.6921669949166933
-3255,1.6411759843631835
-3245,1.581322085041677
-3235,1.4835591818394853
-3225,1.3484004666897178
-3215,1.2233587616288268
-3205,1.147494161493011
-3195,1.110838671755225
-3185,1.0668909623437663
-3175,1.003653313852002
-3165,0.9077724463202443
-3155,0.7882133789627268
-3145,0.6721109380815768
-3135,0.5880765130949079
-3125,0.5281877485680049
-3115,0.4344153572952827
-3105,0.2682361258051209
-3095,0.03468199758569668
-3085,-0.13501633430426097
-3075,-0.19769856069503433
-3065,-0.11032231573269868
-3055,0.014270867601769766
-3045,-0.004695939740702926
-3035,-0.030477433630739625
-3025,-0.02772116616513287
-3015,-0.025828555566057787
-3005,0.009592452002141982
-2995,0.06831692762537855
-2985,0.1021835035262697
-2975,0.08628012566866872
-2965,0.0707495788044703
-2955,0.04836629009502502
-2945,0.04884295111673964
-2935,0.07866360099203362
-2925,0.12628224157796097
-2915,0.13827119903043084
-2905,0.08871466501031833
-2895,0.08479258114670074
-2885,0.14193365884321452
-2875,0.20064223971518302
-2865,0.21881545084474396
-2855,0.1819126431318736
-2845,0.11561653869488708
-2835,0.10553738036637483
-2825,0.07807974362776804
-2815,0.02077132671408677
-2805,-0.03000468216347585
-2795,-0.10666368558003825
-2785,-0.2003425914089867
-2775,-0.27074802175652835
-2765,-0.28661573514170513
-2755,-0.2926831366477529
-2745,-0.30156073170008924
-2735,-0.276846272516849
-2725,-0.2251385593307269
-2715,-0.13865402236069713
-2705,-0.022870603650375187
-2695,0.07104424098525897
-2685,0.16115549249491323
-2675,0.14245328984020844
-2665,-0.005043837382949334
-2655,-0.10745786477942332
-2645,-0.13389769178708022
-2635,-0.09935526357466529
-2625,-0.07692113749938656
-2615,-0.11656450271638619
-2605,-0.17381520849090748
-2595,-0.200395234804585
-2585,-0.2227054498000598
-2575,-0.2243412997062535
-2565,-0.16985115094485792
-2555,-0.10974689277598415
-2545,-0.06012562609712546
-2535,0.05818062111032418
-2525,0.23423816260913455
-2515,0.32040622853334
-2505,0.3158945780744986
-2495,0.2959579651924287
-2485,0.2796126943017043
-2475,0.26668539325515894
-2465,0.2853216295933336
-2455,0.33826218964888355
-2445,0.3572595701072139
-2435,0.3394881576769535
-2425,0.27355888437488574
-2415,0.19898785607276182
-2405,0.144625005383606
-2395,0.18715573157211907
-2385,0.2742736362170888
-2375,0.39460552776982283
-2365,0.5091393575323977
-2355,0.5430047188862943
-2345,0.5493867403868968
-2335,0.556662626422689
-2325,0.5095977754768839
-2315,0.3694612559458541
-2305,0.21030247128854285
-2295,0.055175092466786424
-2285,-0.05910779810643518
-2275,-0.09401371701963512
-2265,-0.022522758636007723
-2255,0.07855280706008116
-2245,0.08240804056299567
-2235,0.09683874922457747
-2225,0.23925017653009917
-2215,0.42046082510999483
-2205,0.585986398426563
-2195,0.6586836137509415
-2185,0.6729446093822169
-2175,0.6500521635110985
-2165,0.5866767209316386
-2155,0.5481589687279218
-2145,0.5951295427138241
-2135,0.698161782714525
-2125,0.7896352874167114
-2115,0.8369736625762059
-2105,0.8928724830304695
-2095,0.9395768131825655
-2085,0.9937317621732298
-2075,1.0475774372592959
-2065,1.0644102472827548
-2055,0.9790675159230524
-2045,0.8351674374553788
-2035,0.7907371114040025
-2025,0.7925914976238957
-2015,0.6799777499171462
-2005,0.5295346006606039
-1995,0.44548387223135677
-1985,0.42469587735847725
-1975,0.4117301505389328
-1965,0.38409603016999583
-1955,0.3504791560544227
-1945,0.2923297729293388
-1935,0.11526108374424027
-1925,-0.0996900611734084
-1915,-0.2503498194072975
-1905,-0.3500929595724642
-1895,-0.4289899050846202
-1885,-0.5070579011703629
-1875,-0.5409454838508516
-1865,-0.5574115491803759
-1855,-0.5297739409828175
-1845,-0.48297882264585823
-1835,-0.40428996290176755
-1825,-0.3852767794400229
-1815,-0.38723555372371266
-1805,-0.3491616295176492
-1795,-0.2940588053841502
-1785,-0.2848932925940595
-1775,-0.33858028988891675
-1765,-0.38878749878088215
-1755,-0.40144014898706004
-1745,-0.4178780663024
-1735,-0.40920572587686976
-1725,-0.4165012108174615
-1715,-0.4237198474999211
-1705,-0.38971313304620026
-1695,-0.3985011375500811
-1685,-0.22009138785747595
-1675,-0.07947042083173628
-1665,0.01594653106146282
-1655,0.08260336599644802
-1645,0.12752604390054856
-1635,0.15545966258480348
-1625,0.17506311620198645
-1615,0.04733112857598343
-1605,-0.05761691960213611
-1595,-0.10415570192073531
-1585,-0.16780843397327772
-1575,-0.20314511671331914
-1565,-0.19714584571661575
-1555,-0.12686989141827354
-1545,-0.03090076620386739
-1535,0.06506835901054586
-1525,0.161037484224952
-1515,0.21248302453370016
-1505,0.023895426507383632
-1495,-0.19977720186396297
-1485,-0.31024969558995963
-1475,-0.39236468763001753
-1465,-0.4697320832054004
-1455,-0.5417040189656426
-1445,-0.5643659896244024
-1435,-0.5807837127322237
-1425,-0.5972014358400379
-1415,-0.6136191589478592
-1405,-0.6300368820556805
-1395,-0.6464546051635018
-1385,-0.662872328271316
-1375,-0.6896218177414717
-1365,-0.7693168279246834
-1355,-0.9359849177980628
-1345,-1.060120528915565
-1335,-1.1827778730497869
-1325,-1.1814380601197705
-1315,-1.11314033550957
-1305,-1.1215086420387195
-1295,-1.0952997184298532
-1285,-1.1530111145175788
-1275,-1.227133946268804
-1265,-1.2546745542451063
-1255,-1.2935684497699746
-1245,-1.3778970656605374
-1235,-1.4613468955445832
-1225,-1.4998325912196186
-1215,-1.5142516132168886
-1205,-1.5186872991174631
-1195,-1.4876374038245253
-1185,-1.433973161207117
-1175,-1.3220826918215671
-1165,-1.166351841868373
-1155,-1.007205313409976
-1145,-0.947607130338401
-1135,-0.9154360825519348
-1125,-0.830416664894198
-1115,-0.6909162785269096
-1105,-0.6062253286077173
-1095,-0.5631506586406196
-1085,-0.5241777982181759
-1075,-0.46317972668167684
-1065,-0.42489108035516665
-1055,-0.42454673370042073
-1045,-0.4151299645107791
-1035,-0.33361928483389036
-1025,-0.21221033426710534
-1015,-0.0777289108471848
-1005,-0.03211806617574808
-995,-0.014638814729135419
-985,0.014197222000717602
-975,0.11726857735500928
-965,0.1839893162866062
-955,0.13471303660716671
-945,-0.04170850648853275
-935,-0.22668645566019663
-925,-0.3454078700880423
-915,-0.5032261884546827
-905,-0.5914127337391228
-895,-0.6110717899789009
-885,-0.6134576657453756
-875,-0.6863311821291873
-865,-0.7217922328626862
-855,-0.7109287498350056
-845,-0.6991582922102815
-835,-0.6799851952556146
-825,-0.6567322319296416
-815,-0.6634211528088088
-805,-0.6961131504526072
-795,-0.7196401623966615
-785,-0.7578261644598001
-775,-0.8402300076661788
-765,-0.9831649161446414
-755,-1.182487634088826
-745,-1.3123973389068908
-735,-1.3102040990456025
-725,-1.231081069964496
-715,-1.1682934849724234
-705,-1.1259219787233867
-695,-1.073411126340961
-685,-1.0247331570380318
-675,-1.032819417768092
-665,-1.1009933633764852
-655,-1.1098108675536302
-645,-1.064938308835849
-635,-1.0909114532179736
-625,-1.1568764614064158
-615,-1.2115831526631915
-605,-1.2566067286290092
-595,-1.3009363830043519
-585,-1.3417587342915702
-575,-1.365400485592776
-565,-1.3492218017449495
-555,-1.283197479767967
-545,-1.2155693337812004
-535,-1.1506569623431702
-525,-1.1674934714687843
-515,-1.1928237436586073
-505,-1.2151036232795676
-495,-1.2051136834770766
-485,-1.2178238577747322
-475,-1.2438366106736005
-465,-1.3039612640165572
-455,-1.3521732857365159
-445,-1.3294919783348256
-435,-1.2962087319341151
-425,-1.2732302405606006
-415,-1.2560935575018455
-405,-1.275334516455498
-395,-1.3082217448311972
-385,-1.3284129966353646
-375,-1.321912312042361
-365,-1.325982039337152
-355,-1.3465903885995978
-345,-1.3894251221989755
-335,-1.424941306322058
-325,-1.4260519948815435
-315,-1.3793170532822465
-305,-1.3494948930151374
-295,-1.3388278823743924
-285,-1.341996196843855
-275,-1.377654592994677
-265,-1.4158647070159311
-255,-1.3828859530556876
-245,-1.356787001512206
-235,-1.3643374739963186
-225,-1.3650624200015535
-215,-1.3563099334434163
-205,-1.3637255652296751
