,time,erb22GMSTanom_decavg_temp__detrendedlinear
521,-2835.0,0.017080658720242226
522,-2825.0,0.03100732642179301
523,-2815.0,0.03632047992334379
524,-2805.0,0.041718319524894576
525,-2795.0,0.02993270242644536
526,-2785.0,0.023114569527996145
527,-2775.0,0.011928541329546929
528,-2765.0,-0.003481704568902285
529,-2755.0,-0.011009973467351504
530,-2745.0,-0.007271903365800719
531,-2735.0,0.0010333417357500652
532,-2725.0,0.01085191583730085
533,-2715.0,0.03180766943885163
534,-2705.0,0.04781258704040242
535,-2695.0,0.0503403631419532
536,-2685.0,0.046051644243503984
537,-2675.0,0.04593029334505477
538,-2665.0,0.04190772144660555
539,-2655.0,0.03430785654815634
540,-2645.0,0.028630412549707124
541,-2635.0,0.026944558801257908
542,-2625.0,0.032079185852808695
543,-2615.0,0.03150844395435948
544,-2605.0,0.04488267305591026
545,-2595.0,0.03989013715746104
546,-2585.0,0.03671935225901183
547,-2575.0,0.03159855396056261
548,-2565.0,0.041192253462113394
549,-2555.0,0.04122928056366418
550,-2545.0,0.03969270616521496
551,-2535.0,0.04852815276676575
552,-2525.0,0.04329118486831653
553,-2515.0,0.03579984296986732
554,-2505.0,0.044217044071418105
555,-2495.0,0.04443697117296888
556,-2485.0,0.03152005227451967
557,-2475.0,0.03812977137607045
558,-2465.0,0.03724018147762123
559,-2455.0,0.03334225357917202
560,-2445.0,0.038033612680722806
561,-2435.0,0.039893683782273585
562,-2425.0,0.03569027488382437
563,-2415.0,0.03506138198537516
564,-2405.0,0.02817883228692594
565,-2395.0,0.015217132188476723
566,-2385.0,0.01558858029002751
567,-2375.0,0.010901533391578296
568,-2365.0,-0.004548849506870921
569,-2355.0,-0.0032423404053201384
570,-2345.0,-0.001530807303769352
571,-2335.0,0.02189172809778143
572,-2325.0,0.030205885899332215
573,-2315.0,0.036912169000883
574,-2305.0,0.04463899810243378
575,-2295.0,0.04591680320398457
576,-2285.0,0.04215853630553535
577,-2275.0,0.030483772707086135
578,-2265.0,0.035684478508636916
579,-2255.0,0.0405591906101877
580,-2245.0,0.030844273111738485
581,-2235.0,0.045750532813289266
582,-2225.0,0.03242276591484006
583,-2215.0,0.03813949701639084
584,-2205.0,0.04577202711794162
585,-2195.0,0.0373789552194924
586,-2185.0,0.03559986382104319
587,-2175.0,0.03307449142259397
588,-2165.0,0.03091919452414476
589,-2155.0,0.02299797802569554
590,-2145.0,0.028215647527246326
591,-2135.0,0.01575207382879711
592,-2125.0,0.014271496930347894
593,-2115.0,0.006396087031898676
594,-2105.0,-0.0006533968665505367
595,-2095.0,-0.011751977764999755
596,-2085.0,-0.015403912663448968
597,-2075.0,-0.007418017561898187
598,-2065.0,-0.012228243460347406
599,-2055.0,0.00023142764120338138
600,-2045.0,0.0006363337427541665
601,-2035.0,0.010726503844304949
602,-2025.0,0.013532356945855733
603,-2015.0,0.019264795047406517
604,-2005.0,0.0080664241489573
605,-1995.0,0.009781206250508084
606,-1985.0,0.005137974352058868
607,-1975.0,0.003518074453609653
608,-1965.0,-0.002995592444839563
609,-1955.0,-0.0011666283432887788
610,-1945.0,-0.007331718241737992
611,-1935.0,-0.011905664140187212
612,-1925.0,-0.007897021038636421
613,-1915.0,-0.01545571093708564
614,-1905.0,0.0004373251644651452
615,-1895.0,0.008024297266015928
616,-1885.0,0.006189684367566714
617,-1875.0,0.005457379469117497
618,-1865.0,0.0070204995706682795
619,-1855.0,-0.0028083703277809353
620,-1845.0,-0.0064441302262301485
621,-1835.0,-0.008905735124679365
622,-1825.0,-0.012550758023128581
623,-1815.0,-0.0160537529215778
624,-1805.0,-0.021349130820027016
625,-1795.0,-0.02134547171847623
626,-1785.0,-0.011360379616925449
627,-1775.0,0.005646404484625337
628,-1765.0,0.01238030858617612
629,-1755.0,0.010060256687726903
630,-1745.0,0.010579824789277688
631,-1735.0,0.019355458890828472
632,-1725.0,0.014728106992379256
633,-1715.0,-0.004838322906069961
634,-1705.0,-0.0024482268045191748
635,-1695.0,-0.008556800702968392
636,-1685.0,-0.0005453536014176086
637,-1675.0,-0.004748240499866826
638,-1665.0,-0.006244964398316042
639,-1655.0,-0.016248894296765255
640,-1645.0,-0.01641081019521447
641,-1635.0,-0.023334286093663687
642,-1625.0,-0.03507939299211291
643,-1615.0,-0.04722897389056212
644,-1605.0,-0.04206982778901133
645,-1595.0,-0.03151370368746055
646,-1585.0,-0.028147887585909772
647,-1575.0,-0.027561831484358982
648,-1565.0,-0.018197643382808194
649,-1555.0,-0.014335778281257414
650,-1545.0,-0.009349027179706627
651,-1535.0,-0.012489120078155842
652,-1525.0,-0.012819806976605064
653,-1515.0,0.007378334124945721
654,-1505.0,0.016588897226496507
655,-1495.0,0.01669899182804729
656,-1485.0,0.006835131429598074
657,-1475.0,0.01708793493114886
658,-1465.0,-0.0006675043673003596
659,-1455.0,-0.015689730265749574
660,-1445.0,-0.022168948164198787
661,-1435.0,-0.026899842062648005
662,-1425.0,-0.04045058396109723
663,-1415.0,-0.04074819185954644
664,-1405.0,-0.032103299757995654
665,-1395.0,-0.013813283656444873
