,time,GISP2alley00Tanom_decavg_temp__detrendedlinear
169,-6355,-0.45345560767978677
170,-6345,-0.4493576001998635
171,-6335,-0.3888499039940559
172,-6325,-0.3325106900463725
173,-6315,-0.2892689327725957
174,-6305,-0.27113769992206727
175,-6295,-0.3106145010374207
176,-6285,-0.38008953371306897
177,-6275,-0.5487258347496042
178,-6265,-0.6575285497109
179,-6255,-0.6653218774269101
180,-6245,-0.5786044102480582
181,-6235,-0.48393530757663267
182,-6225,-0.46543540752574847
183,-6215,-0.4440802116204836
184,-6205,-0.4173914719136509
185,-6195,-0.35914846037522447
186,-6185,-0.2759286138606867
187,-6175,-0.19049348925944048
188,-6165,-0.17669431982294673
189,-6155,-0.1676719707900122
190,-6145,-0.16281815791449045
191,-6135,-0.12862669074754052
192,-6125,-0.09030188298642619
193,-6115,-0.047759667512686343
194,-6105,-0.09579589410391459
195,-6095,-0.1814518051971168
196,-6085,-0.2505776170244674
197,-6075,-0.2605610317676787
198,-6065,-0.22667169863915881
199,-6055,-0.15544639624609263
200,-6045,-0.036009299777630815
201,-6035,0.12937966291894465
202,-6025,0.2360197018549247
203,-6015,0.2431967175643665
204,-6005,0.18561942689347122
205,-5995,0.16759315103308703
206,-5985,0.1804320914221596
207,-5975,0.2159654754239177
208,-5965,0.2593416346861272
209,-5955,0.24917152593600045
210,-5945,0.1920357442721709
211,-5935,0.12833711366805362
212,-5925,0.08575716777616915
213,-5915,0.05910059250057076
214,-5905,-0.0022991825234127683
215,-5895,-0.059898040776913186
216,-5885,-0.11403028851507742
217,-5875,-0.09394222453646933
218,-5865,-0.06247350237750959
219,-5855,-0.020921601885004915
220,-5845,0.02176252982775423
221,-5835,0.017254393875057422
222,-5825,-0.05810739677699067
223,-5815,-0.13132006248441574
224,-5805,-0.15574291344843394
225,-5795,-0.05211561649315036
226,-5785,0.03134966839740774
227,-5775,0.10104172529006744
228,-5765,0.11434655932404125
229,-5755,0.12168808276951448
230,-5745,0.1221961129655037
231,-5735,0.15776304851424888
232,-5725,0.2083797572870345
233,-5715,0.2877815684406438
234,-5705,0.3183075018065391
235,-5695,0.32928590585084
236,-5685,0.3731900053339662
237,-5675,0.43712147061839857
238,-5665,0.5119444176724406
239,-5655,0.5765032497815312
240,-5645,0.6143159856463504
241,-5635,0.6220858383170221
242,-5625,0.5406452393086065
243,-5615,0.48556123230731046
244,-5605,0.4601450474958866
245,-5595,0.5032021567489474
246,-5585,0.48545440684066793
247,-5575,0.4186036334080894
248,-5565,0.28428640766580826
249,-5555,0.15120653352048047
250,-5545,0.014089198063383324
251,-5535,-0.13705744204756878
252,-5525,-0.24216462164745167
253,-5515,-0.31571572211311505
254,-5505,-0.34259938749669766
255,-5495,-0.4126797719506824
256,-5485,-0.4894615576350165
257,-5475,-0.5508206160466236
258,-5465,-0.6212778638732748
259,-5455,-0.7111538896642667
260,-5445,-0.8305704393650682
261,-5435,-0.9201600028462056
262,-5425,-0.9548014153510352
263,-5415,-0.9454158756071755
264,-5405,-0.9044147941586442
265,-5395,-0.9121761988078894
266,-5385,-0.8995008687666483
267,-5375,-0.8396612001626954
268,-5365,-0.7449609365404031
269,-5355,-0.6000742322401453
270,-5345,-0.4099914208017231
271,-5335,-0.22391138729748916
272,-5325,-0.06719595657677263
273,-5315,-0.0014626557918473726
274,-5305,0.06427064499307794
275,-5295,0.1316029604514251
276,-5285,0.2082685167363923
277,-5275,0.3026047245969761
278,-5265,0.38924160486207016
279,-5255,0.4294142281115017
280,-5245,0.42712997272460634
281,-5235,0.3954167048674121
282,-5225,0.44550475951632595
283,-5215,0.48452606864141484
284,-5205,0.6099607955405448
285,-5195,0.5985501999499608
286,-5185,0.5881366607556134
287,-5175,0.6068199971965584
288,-5165,0.6165630893225855
289,-5155,0.5521914527664439
290,-5145,0.46798329643013076
291,-5135,0.4250285728466275
292,-5125,0.3186465810787903
293,-5115,0.24768594049124226
294,-5105,0.22279649054248718
295,-5095,0.32256954156212997
296,-5085,0.3508809959689319
297,-5075,0.3280376357243846
298,-5065,0.27290406750885504
299,-5055,0.24323268416727745
300,-5045,0.32615362771278233
301,-5035,0.4829497671665569
302,-5025,0.6806960835781537
303,-5015,0.7051491591133106
304,-5005,0.6407273267083624
305,-4995,0.5121851462339726
306,-4985,0.40011854065255487
307,-4975,0.3773990415576125
308,-4965,0.3741174049614139
309,-4955,0.3546796591821261
310,-4945,0.27113464452492936
311,-4935,0.14802265784160817
312,-4925,0.05931902526431504
313,-4915,-0.012564594045259739
314,-4905,-0.1337801479251461
315,-4895,-0.18478420267760148
316,-4885,-0.23153861547341514
317,-4875,-0.28195831131183996
318,-4865,-0.33623788503700996
319,-4855,-0.3861098472485641
320,-4845,-0.3993841860371218
321,-4835,-0.40910773835573105
322,-4825,-0.5362368389614279
323,-4815,-0.8701765536215536
324,-4805,-1.1405196864870384
325,-4795,-1.2929534971268168
326,-4785,-1.2932671009929713
327,-4775,-1.3267972421725551
328,-4765,-1.3727652809773034
329,-4755,-1.3878701161306843
330,-4745,-1.350889399419314
331,-4735,-1.3108856031396972
332,-4725,-1.2529471513887027
333,-4715,-1.182026251516216
334,-4705,-1.108664429529846
335,-4695,-1.0485761195204006
336,-4685,-0.93131165718475
337,-4675,-0.8628142532348593
338,-4665,-0.8556450666443458
339,-4655,-0.9070949989925317
340,-4645,-0.8994708000647803
341,-4635,-0.9349999521088019
342,-4625,-1.0118479284333795
343,-4615,-1.0989089190063077
344,-4605,-0.9388016500882306
345,-4595,-0.737776294618264
346,-4585,-0.5801604320305491
347,-4575,-0.5184060437662058
348,-4565,-0.49476704166578866
349,-4555,-0.45566303326276
350,-4545,-0.4136611756669101
351,-4535,-0.3884563778374402
352,-4525,-0.4717144132311414
353,-4515,-0.6649679344042785
354,-4505,-0.8064285309843737
355,-4495,-0.830773638290724
356,-4485,-0.8269439699970023
357,-4475,-0.8059144047013707
358,-4465,-0.8195446913576688
359,-4455,-0.8202299001175073
360,-4445,-0.7963750316191087
361,-4435,-0.6775386167796917
362,-4425,-0.5539082710045046
363,-4415,-0.44592969920508957
364,-4405,-0.3747545719709412
365,-4395,-0.3509134406292244
366,-4385,-0.39493378936341234
367,-4375,-0.39125378831136004
368,-4365,-0.3256962641829382
369,-4355,-0.25657087243233667
370,-4345,-0.22539421655822847
371,-4335,-0.1409199416365067
372,-4325,-0.09197086051322893
373,-4315,-0.04668926013161149
374,-4305,0.03599777065423174
375,-4295,0.22578901899110349
376,-4285,0.32902178273365673
377,-4275,0.4168081933204602
378,-4265,0.5066805564086567
379,-4255,0.5757562189963878
380,-4245,0.5357349329818748
381,-4235,0.5188260304168542
382,-4225,0.500492464028588
383,-4215,0.4350961873561761
384,-4205,0.3159325801370994
385,-4195,0.21911389460943448
386,-4185,0.2408244564509927
387,-4175,0.2977924636562315
388,-4165,0.3619937295390762
389,-4155,0.4088880425532736
390,-4145,0.4043655537209557
391,-4135,0.399039241008548
392,-4125,0.37539552277665755
393,-4115,0.3310145670466301
394,-4105,0.2782881053201056
395,-4095,0.22148172742585662
396,-4085,0.13596461758417194
397,-4075,0.08727581394298486
398,-4065,0.07594399188839994
399,-4055,0.020347344824311463
400,-4045,-0.1369902456851782
401,-4035,-0.19340177055020719
402,-4025,-0.22185435707842052
403,-4015,-0.2038990847353248
404,-4005,-0.268398040469997
405,-3995,-0.3328969962046693
406,-3985,-0.34040365270941997
407,-3975,-0.3414481379834513
408,-3965,-0.36840171744930034
409,-3955,-0.42585452586090816
410,-3945,-0.4818421178760718
411,-3935,-0.4940617440308078
412,-3925,-0.4734623877538114
413,-3915,-0.44133113310162736
414,-3905,-0.44192029531946186
415,-3895,-0.4282930943261742
416,-3885,-0.39213227986243554
417,-3875,-0.3313654587981747
418,-3865,-0.3007080581160601
419,-3855,-0.30673807872697884
420,-3845,-0.33191292661227173
421,-3835,-0.2817158854726744
422,-3825,-0.1868518889685854
423,-3815,-0.0891613813389259
424,-3805,-0.03855147778089985
425,-3795,-0.002618450881355986
426,-3785,0.17450247402646804
427,-3775,0.22682758107046483
428,-3765,0.3141852342782335
429,-3755,0.41426165973759516
430,-3745,0.4966629513910831
431,-3735,0.5371186547145116
432,-3725,0.4884887656320788
433,-3715,0.3825470765290741
434,-3705,0.3079007364569394
435,-3695,0.3238293343721161
436,-3685,0.40231202935274846
437,-3675,0.5081871904097024
438,-3665,0.6506826900132054
439,-3655,0.7837576645851065
440,-3645,0.8451219512039987
441,-3635,0.8768555868722444
442,-3625,0.9331069868969664
443,-3615,0.9303322848999706
444,-3605,0.7829559907841673
445,-3595,0.7120770648228909
446,-3585,0.6411981388616148
447,-3575,0.5639724971171151
448,-3565,0.4845788372654908
449,-3555,0.3986176961409822
450,-3545,0.2916715459719895
451,-3535,0.2077824405388094
452,-3525,0.21270172608435095
453,-3515,0.31462583070321276
454,-3505,0.4033447191380644
455,-3495,0.45495884684633237
456,-3485,0.48119388333122887
457,-3475,0.49226633176893664
458,-3465,0.5033387802066445
459,-3455,0.5778885785194277
460,-3445,0.6581522911030111
461,-3435,0.695806047110101
462,-3425,0.6869552484141039
463,-3415,0.7083254550058667
464,-3405,0.7221729318039531
465,-3395,0.7413541705093037
466,-3385,0.8135195092608178
467,-3375,0.8872114676485089
468,-3365,1.0964712211596077
469,-3355,1.1474145342895028
470,-3345,1.084137442281058
471,-3335,1.2019577159620851
472,-3325,1.4822438736506034
473,-3315,1.781913695316276
474,-3305,1.9783005507398914
475,-3295,2.0464650422011443
476,-3285,1.9934625431350708
477,-3275,1.9006666785748698
478,-3265,1.8432132948333781
479,-3255,1.7929792484656732
480,-3245,1.7360519473690104
481,-3235,1.6432042601494194
482,-3225,1.507988133129957
483,-3215,1.376358545171147
484,-3205,1.3020027453716403
485,-3195,1.2702164206775897
486,-3185,1.2275449580675533
487,-3175,1.1660078961863916
488,-3165,1.0734117613384502
489,-3155,0.955666445541689
490,-3145,0.8352724475183037
491,-3135,0.7531480829842474
492,-3125,0.6956162572257011
493,-3115,0.6056735737357255
494,-3105,0.44858254040248924
495,-3095,0.20883514564367703
496,-3085,0.029020673579272266
497,-3075,-0.04843686968081873
498,-3065,0.05168348147725108
499,-3055,0.19258734110882963
500,-3045,0.18207883390708535
501,-3035,0.14382192481732647
502,-3025,0.1487315016810577
503,-3015,0.15109686723258325
504,-3005,0.1849812948416789
505,-2995,0.2453241790135981
506,-2985,0.28619050612986685
507,-2975,0.2676935166837786
508,-2965,0.2559306048266029
509,-2955,0.22944666422837862
510,-2945,0.23058760581677146
511,-2935,0.2617846746268664
512,-2925,0.31283448001689684
513,-2915,0.3280104305819514
514,-2905,0.28081027244993384
515,-2895,0.27351095175156936
516,-2885,0.3297041866735654
517,-2875,0.3914588123201373
518,-2865,0.4141538703148318
519,-2855,0.3861427618278862
520,-2845,0.3105914069862764
521,-2835,0.3040644338773283
522,-2825,0.2814774137311675
523,-2815,0.2222289788859701
524,-2805,0.17794232944342442
525,-2795,0.10201381337244753
526,-2785,0.0050070294951409106
527,-2775,-0.06449238055803128
528,-2765,-0.08124442954937564
529,-2755,-0.08497198081266866
530,-2745,-0.0949951372185189
531,-2735,-0.07032858981922466
532,-2725,-0.021028678288915192
533,-2715,0.06344136199393419
534,-2705,0.18735810429407462
535,-2695,0.2792922776020653
536,-2685,0.378412378553968
537,-2675,0.36679322156741134
538,-2665,0.21810431249709805
539,-2655,0.11265353189960155
540,-2645,0.08479594825528736
541,-2635,0.11815356311778823
542,-2625,0.14459728578871706
543,-2615,0.11008194129514881
544,-2605,0.0511048450473546
545,-2595,0.026102313894714346
546,-2585,0.0031082562456688223
547,-2575,-0.007006213421347662
548,-2565,0.055726688239490146
549,-2555,0.11840678457791229
550,-2545,0.1663195016839258
551,-2535,0.282268240949709
552,-2525,0.4593475072964592
553,-2515,0.5534131947888056
554,-2505,0.5521378297691379
555,-2495,0.5328638615919722
556,-2485,0.5174758775605315
557,-2475,0.5061412497842144
558,-2465,0.5205262124642547
559,-2455,0.5797009975340337
560,-2445,0.5996243225421161
561,-2435,0.5884444329865539
562,-2425,0.5215615569365402
563,-2415,0.44848673723954413
564,-2405,0.3789603563518906
565,-2395,0.42772034555933247
566,-2385,0.5188394507888718
567,-2375,0.6134426391544292
568,-2365,0.7543864051997368
569,-2355,0.7873058700837416
570,-2345,0.8148923501475811
571,-2335,0.8179788170278035
572,-2325,0.7780509351812153
573,-2315,0.6347815551440447
574,-2305,0.47449437910182624
575,-2295,0.3380072249038947
576,-2285,0.20332512139218623
577,-2275,0.16087888863188102
578,-2265,0.23407314136517726
579,-2255,0.34451217819641433
580,-2245,0.34630426327293007
581,-2235,0.3513075733467652
582,-2225,0.49694968589534244
583,-2215,0.6803107047038156
584,-2205,0.8523169866219397
585,-2195,0.9286468048866552
586,-2185,0.9454640754512166
587,-2175,0.9248147828845136
588,-2165,0.8649339908878854
589,-2155,0.8230314917895247
590,-2145,0.867199566551569
591,-2135,0.9697373254916024
592,-2125,1.0676137815822295
593,-2115,1.1109113986790211
594,-2105,1.172552527056344
595,-2095,1.2187484526382861
596,-2085,1.2749732883009133
597,-2075,1.3286252249415318
598,-2065,1.3539222429741602
599,-2055,1.2754744728771688
600,-2045,1.1068287875638636
601,-2035,1.0777630518867558
602,-2025,1.0823197588156308
603,-2015,0.9702541797484894
604,-2005,0.8260803011722141
605,-1995,0.7379822380612444
606,-1985,0.719880536685292
607,-1975,0.707741045154038
608,-1965,0.6840695692939768
609,-1955,0.6483997974266407
610,-1945,0.6188467131096683
611,-1935,0.42398810341529025
612,-1925,0.21015612570895173
613,-1915,0.057521082114349226
614,-1905,-0.04204482238100893
615,-1895,-0.12026799894669254
616,-1885,-0.19862463259721086
617,-1875,-0.2325842859158735
618,-1865,-0.2506326669225122
619,-1855,-0.22216483233150142
620,-1845,-0.17723570337040062
621,-1835,-0.09028825404716978
622,-1825,-0.07180920229307897
623,-1815,-0.07395999298980321
624,-1805,-0.03664857614167155
625,-1795,0.019953783218793236
626,-1785,0.03443683007034462
627,-1775,-0.016605726988692893
628,-1765,-0.06799278572617612
629,-1755,-0.08073384109943538
630,-1745,-0.0941377014484221
631,-1735,-0.08876465154281538
632,-1725,-0.08806767024944734
633,-1715,-0.10316166284451617
634,-1705,-0.062038356255744276
635,-1695,-0.018952146430745
636,-1685,0.03589609787925052
637,-1675,0.24532970722770756
638,-1665,0.3436465075094378
639,-1655,0.412183826452254
640,-1645,0.45936939044225
641,-1635,0.48927839852076604
642,-1625,0.5120292806818221
643,-1615,0.38534031370853805
644,-1605,0.27808678950378707
645,-1595,0.2233478311755827
646,-1585,0.18553117204228414
647,-1575,0.1388322759412158
648,-1565,0.142846867048888
649,-1555,0.2116141641333993
650,-1545,0.30880999422951083
651,-1535,0.4060058243256222
652,-1525,0.5032016544217336
653,-1515,0.600397484517845
654,-1505,0.38974767093138296
655,-1495,0.14300588795855773
656,-1485,0.043781866043298534
657,-1475,-0.03585774732202485
658,-1465,-0.11055502519840138
659,-1455,-0.19169162556590902
660,-1445,-0.2069935106374885
661,-1435,-0.2222953957090682
662,-1425,-0.23759728078064757
663,-1415,-0.25289916585222716
664,-1405,-0.26820105092380664
665,-1395,-0.28350293599538634
666,-1385,-0.2988048210669657
667,-1375,-0.31700437156883177
668,-1365,-0.3923259436591463
669,-1355,-0.5306291876528558
670,-1345,-0.6822075963939607
671,-1335,-0.8123590963243162
672,-1325,-0.8153444952103116
673,-1315,-0.7452957227869281
674,-1305,-0.7588510872399109
675,-1295,-0.6990563897001187
676,-1285,-0.7998735243185662
677,-1275,-0.85064396026295
678,-1265,-0.8785926342995185
679,-1255,-0.9097337616126006
680,-1245,-0.9949348241564379
681,-1235,-1.0799616618976566
682,-1225,-1.1188421522718532
683,-1215,-1.1306976028395384
684,-1205,-1.1401938462644081
685,-1195,-1.104319832311496
686,-1185,-1.0524746888948093
687,-1175,-0.9432651759346251
688,-1165,-0.7900994393366204
689,-1155,-0.6122320284743007
690,-1145,-0.5585591537598763
691,-1135,-0.5254822714906836
692,-1125,-0.4443322993937814
693,-1115,-0.299703111590361
694,-1105,-0.2116168798808662
695,-1095,-0.16768212146964973
696,-1085,-0.13150861009350384
697,-1075,-0.0678647804054312
698,-1065,-0.024413692063684267
699,-1055,-0.02457593210431669
700,-1045,-0.018452307719593275
701,-1035,0.0632664178096759
702,-1025,0.1774198193596332
703,-1015,0.3294487109726841
704,-1005,0.373295324958575
705,-995,0.39293461416668996
706,-985,0.41847585931343967
707,-975,0.5261525030295735
708,-965,0.607051715463584
709,-955,0.5620732074965926
710,-945,0.3846455091827297
711,-935,0.19378552180015735
712,-925,0.07786914433738129
713,-915,-0.08187529616612854
714,-905,-0.173378051203944
715,-895,-0.19920483468891825
716,-885,-0.18345307608620764
717,-875,-0.2620204252183479
718,-865,-0.299117302566301
719,-855,-0.28788382711271243
720,-845,-0.276246597793499
721,-835,-0.25640867463904105
722,-825,-0.22903200225013953
723,-815,-0.23233694325411336
724,-805,-0.26574433089293337
725,-795,-0.2888911130582007
726,-785,-0.32301380527923107
727,-775,-0.4026794347247227
728,-765,-0.5397650784281437
729,-755,-0.7393486328782934
730,-745,-0.878909820490948
731,-735,-0.880257370739391
732,-725,-0.794666557744994
733,-715,-0.7279454000200535
734,-705,-0.6901052882258761
735,-695,-0.6328715001598241
736,-685,-0.583802588025525
737,-675,-0.5848224822415644
738,-665,-0.6582950138767425
739,-655,-0.6742590975228517
740,-645,-0.6156663827887274
741,-635,-0.637881110631367
742,-625,-0.7048617999854934
743,-615,-0.7589601564381697
744,-605,-0.8018054429468826
745,-595,-0.845491394010585
746,-585,-0.8860371971178026
747,-575,-0.9099438669281235
748,-565,-0.8994390700764764
749,-555,-0.8257194225459993
750,-545,-0.7633078902416663
751,-535,-0.6902864638029361
752,-525,-0.7045910569403835
753,-515,-0.7292848504789458
754,-505,-0.7521531846840216
755,-495,-0.7364742615825566
756,-485,-0.752531023029667
757,-475,-0.7723272368770232
758,-465,-0.8331679576427484
759,-455,-0.8828457685670874
760,-445,-0.8416157662391144
761,-435,-0.8271773598444427
762,-425,-0.8031777174018832
763,-415,-0.7818729176521689
764,-405,-0.7989393881688661
765,-395,-0.8309945259380854
766,-385,-0.8561228504081708
767,-375,-0.8431904059662614
768,-365,-0.8460038567074865
769,-355,-0.8630545992482286
770,-345,-0.9036383504318496
771,-335,-0.9426266396126891
772,-325,-0.9447009113823683
773,-315,-0.8917336677533557
774,-305,-0.8634774480282241
775,-295,-0.8547261871098719
776,-285,-0.8506677952583922
777,-275,-0.8834601924377927
778,-265,-0.925988461634253
779,-255,-0.891741759601686
780,-245,-0.8601984694996625
781,-235,-0.8695899921806668
782,-225,-0.8703181449345578
783,-215,-0.8572309782291048
