,time,martin24ngriptanom1kyrfir
172,-6325,0.14839839969681567
173,-6315,0.09142814576269304
174,-6305,0.019443325635589204
175,-6295,-0.05053143580240582
176,-6285,-0.10789769976548338
177,-6275,-0.15183916631010194
178,-6265,-0.18226435780399355
179,-6255,-0.1947030521990713
180,-6245,-0.18876236813957936
181,-6235,-0.17385444687359167
182,-6225,-0.16153261225304083
183,-6215,-0.15728155166439994
184,-6205,-0.16035036243416773
185,-6195,-0.1648482992638292
186,-6185,-0.1625354864071669
187,-6175,-0.1427001406182064
188,-6165,-0.10281675530513568
189,-6155,-0.04755180651238752
190,-6145,0.01314678406531894
191,-6135,0.06982957396889083
192,-6125,0.11191907061708611
193,-6115,0.13183955952402254
194,-6105,0.13059372470918063
195,-6095,0.11854194749602415
196,-6085,0.09890812314265963
197,-6075,0.07012465749926913
198,-6065,0.029185807551008885
199,-6055,-0.023488839184059515
200,-6045,-0.08887678887910813
201,-6035,-0.16501628381786348
202,-6025,-0.24780330336673745
203,-6015,-0.3257325780873426
204,-6005,-0.38972757316426276
205,-5995,-0.43325353087983043
206,-5985,-0.4568679472423359
207,-5975,-0.4616063963975227
208,-5965,-0.45455942918043113
209,-5955,-0.4382869599509828
210,-5945,-0.4095641388753493
211,-5935,-0.3574741933376075
212,-5925,-0.277975501207471
213,-5915,-0.17268097053077008
214,-5905,-0.049680121390347054
215,-5895,0.08754092777198541
216,-5885,0.22796958319683464
217,-5875,0.3563881019750172
218,-5865,0.455359887951595
219,-5855,0.5190430491048186
220,-5845,0.549644754788812
221,-5835,0.5607977934436897
222,-5825,0.562894511763572
223,-5815,0.5624212740260504
224,-5805,0.5532470739221178
225,-5795,0.5289542290215408
226,-5785,0.48164572020728524
227,-5775,0.41725498803046845
228,-5765,0.3446856594722678
229,-5755,0.27752017472283863
230,-5745,0.2215610097686616
231,-5735,0.18242493951744032
232,-5725,0.15831292405445024
233,-5715,0.14426764043044982
234,-5705,0.12299152669203295
235,-5695,0.08300200641652328
236,-5685,0.020525273796441756
237,-5675,-0.04873623700581936
238,-5665,-0.2911687836855674
239,-5655,-0.5459325875335598
240,-5645,-0.5467648771370299
241,-5635,-0.5292125817124198
242,-5625,-0.5051673837839744
243,-5615,-0.4786583602679025
244,-5605,-0.4545833845413357
245,-5595,-0.4263693936027304
246,-5585,-0.38570614591005986
247,-5575,-0.3217720326907894
248,-5565,-0.23565041543491055
249,-5555,-0.1329853530017686
250,-5545,-0.029600123026376657
251,-5535,0.059538026607545425
252,-5525,0.12342445793123688
253,-5515,0.1709195566575736
254,-5505,0.21845087999948928
255,-5495,0.2829985042851659
256,-5485,0.35796539942140254
257,-5475,0.42488902060271544
258,-5465,0.46242037731192454
259,-5455,0.46832859502111013
260,-5445,0.448183734727422
261,-5435,0.4132687106648322
262,-5425,0.3667000078410793
263,-5415,0.3161983496944819
264,-5405,0.2646768441256653
265,-5395,0.2136402710665944
266,-5385,0.15785586269492682
267,-5375,0.09411614543961933
268,-5365,0.017409726136938336
269,-5355,-0.06702409617832517
270,-5345,-0.1514638017104743
271,-5335,-0.2269310919841608
272,-5325,-0.29513283711490307
273,-5315,-0.3608160724100402
274,-5305,-0.43085991171814786
275,-5295,-0.5003262914712159
276,-5285,-0.5575526420883693
277,-5275,-0.5876663568273066
278,-5265,-0.5871193307490646
279,-5255,-0.560818842824548
280,-5245,-0.5204837268296456
281,-5235,-0.467643416873327
282,-5225,-0.4011737355751931
283,-5215,-0.3149324070129859
284,-5205,-0.20766246567471183
285,-5195,-0.08470857133836027
286,-5185,0.03816812267263653
287,-5175,0.14809214169048884
288,-5165,0.23509100328363478
289,-5155,0.29160946970536133
290,-5145,0.31056200315247284
291,-5135,0.29652134723349133
292,-5125,0.2639459909721582
293,-5115,0.2285308616096939
294,-5105,0.19335660872084448
295,-5095,0.15372301571298316
296,-5085,0.10297230746960412
297,-5075,0.040261310440545914
298,-5065,-0.02829567112559192
299,-5055,-0.0889579170372055
300,-5045,-0.12611788648706895
301,-5035,-0.1296397759565046
302,-5025,-0.10594088312159984
303,-5015,-0.07246933422774632
304,-5005,-0.04184094293395177
305,-4995,-0.01272805842173616
306,-4985,0.021572818265601174
307,-4975,0.06523992518288738
308,-4965,0.11580328558110764
309,-4955,0.1703411328266264
310,-4945,0.22499655444645142
311,-4935,0.2720873343654665
312,-4925,0.3056469649711758
313,-4915,0.3247187207275483
314,-4905,0.33056486167856247
315,-4895,0.3253697934416612
316,-4885,0.3132451525502041
317,-4875,0.29954198338762045
318,-4865,0.28311809893315115
319,-4855,0.2567267960732439
320,-4845,0.21399901925583
321,-4835,0.15738759205575914
322,-4825,0.09675112422879523
323,-4815,0.04311124067114261
324,-4805,0.004309160553961883
325,-4795,-0.017913880228361323
326,-4785,-0.027247444167805862
327,-4775,-0.03163277214065828
328,-4765,-0.03869911439599526
329,-4755,-0.05227062204064811
330,-4745,-0.0719644461504286
331,-4735,-0.09586976393527485
332,-4725,-0.12147845033644016
333,-4715,-0.14812831114279196
334,-4705,-0.17773749474211287
335,-4695,-0.21329927532810256
336,-4685,-0.2564774511644123
337,-4675,-0.30323085099192837
338,-4665,-0.34592256066613225
339,-4655,-0.3790148808373668
340,-4645,-0.3970594807850689
341,-4635,-0.3940578655377655
342,-4625,-0.36715173313882676
343,-4615,-0.3182398214994001
344,-4605,-0.24986901280556167
345,-4595,-0.16359413055057098
346,-4585,-0.06313054635826451
347,-4575,0.041354077597725414
348,-4565,0.1349243155779174
349,-4555,0.20516320820145076
350,-4545,0.2453826023460005
351,-4535,0.2555297308200111
352,-4525,0.24021139842687877
353,-4515,0.2069297662439757
354,-4505,0.16682940429850612
355,-4495,0.1298207480154367
356,-4485,0.103690378767998
357,-4475,0.08975847629070689
358,-4465,0.0837003363841498
359,-4455,0.07854877411293158
360,-4445,0.06767704503813093
361,-4435,0.04828998215765319
362,-4425,0.02176245164163937
363,-4415,-0.00803397456996087
364,-4405,-0.03653401537207349
365,-4395,-0.06111185736069817
366,-4385,-0.08212193372201983
367,-4375,-0.10158728330304591
368,-4365,-0.12242536586722028
369,-4355,-0.14684917495644348
370,-4345,-0.17269370520487437
371,-4335,-0.1895645392283785
372,-4325,-0.18530962975765855
373,-4315,-0.156220759877008
374,-4305,-0.10851584303931633
375,-4295,-0.05496543504328805
376,-4285,-0.0056201874625833315
377,-4275,0.03357098251744389
378,-4265,0.06245593172542438
379,-4255,0.08431536344947074
380,-4245,0.10509800445878414
381,-4235,0.12904707931158882
382,-4225,0.1558462307942125
383,-4215,0.18478990860906036
384,-4205,0.215103760372585
385,-4195,0.2446434943750498
386,-4185,0.273336652657078
387,-4175,0.3025992549267448
388,-4165,0.32994547315163825
389,-4155,0.3441747047879352
390,-4145,0.33162910470464446
391,-4135,0.2829581402901002
392,-4125,0.19981021582291725
393,-4115,0.0963019042405342
394,-4105,-0.010012537659301435
395,-4095,-0.10576081449895212
396,-4085,-0.18103438597702462
397,-4075,-0.22574955836431482
398,-4065,-0.235843250882496
399,-4055,-0.21512869039317717
400,-4045,-0.1736427099903883
401,-4035,-0.12369353190591177
402,-4025,-0.0729109976944334
403,-4015,-0.025047655276905997
404,-4005,0.019814453637739107
405,-3995,0.06176840386884527
406,-3985,0.0993796626219474
407,-3975,0.1270438568899636
408,-3965,0.13613407264834815
409,-3955,0.12145649070383596
410,-3945,0.08319396374146328
411,-3935,0.02535540624562073
412,-3925,-0.0457776534335986
413,-3915,-0.12029715456153353
414,-3905,-0.1885171213447414
415,-3895,-0.24422623797858534
416,-3885,-0.2887841111173215
417,-3875,-0.32883298654506365
418,-3865,-0.3675340692777992
419,-3855,-0.4018287266342417
420,-3845,-0.42412088237803147
421,-3835,-0.4301033389022714
422,-3825,-0.42188572099133564
423,-3815,-0.40636509717968683
424,-3805,-0.3914922523113137
425,-3795,-0.3830074392684086
426,-3785,-0.3780075935972664
427,-3775,-0.36468912808284426
428,-3765,-0.3285544675479813
429,-3755,-0.2604608903455444
430,-3745,-0.16377032479263215
431,-3735,-0.052996883903307646
432,-3725,0.0541556759925339
433,-3715,0.15033657389354188
434,-3705,0.24210546270117675
435,-3695,0.3392059142668029
436,-3685,0.44598621939736893
437,-3675,0.5566797172647054
438,-3665,0.6550818038193904
439,-3655,0.720823658149068
440,-3645,0.7378058627459604
441,-3635,0.7028646580559805
442,-3625,0.6272551720500512
443,-3615,0.5350073580468014
444,-3605,0.44931231033935604
445,-3595,0.3784774428729808
446,-3585,0.31657626354272
447,-3575,0.24930846646541188
448,-3565,0.1660049401794613
449,-3555,0.06903235805090335
450,-3545,-0.02625981720301726
451,-3535,-0.09914828705464826
452,-3525,-0.13788944697487648
453,-3515,-0.14842520129680908
454,-3505,-0.15007652798855098
455,-3495,-0.16164508273303602
456,-3485,-0.19100245652508205
457,-3475,-0.23214674233231186
458,-3465,-0.2691005249214073
459,-3455,-0.2835220741928134
460,-3445,-0.2641036808223387
461,-3435,-0.209673241428244
462,-3425,-0.13263904735909898
463,-3415,-0.05568859046809539
464,-3405,-0.0008798462039433103
465,-3395,0.0242665094542611
466,-3385,0.0308644501372222
467,-3375,0.04166385829938904
468,-3365,0.0749377426166783
469,-3355,0.1325383772494492
470,-3345,0.19838566645282052
471,-3335,0.24778150699382068
472,-3325,0.26314916858644166
473,-3315,0.24065619664381227
474,-3305,0.1875882607153858
475,-3295,0.11526812334790114
476,-3285,0.03762260095987127
477,-3275,-0.0321832740206785
478,-3265,-0.08583328911412463
479,-3255,-0.12736967228954857
480,-3245,-0.1726892571415779
481,-3235,-0.2352357623550742
482,-3225,-0.31499647220191657
483,-3215,-0.3937904934574087
484,-3205,-0.4468360667925736
485,-3195,-0.4588923808412828
486,-3185,-0.4323811162787779
487,-3175,-0.38130653136557574
488,-3165,-0.31963167564684675
489,-3155,-0.25819552657668404
490,-3145,-0.20125694425454496
491,-3135,-0.1507031714337867
492,-3125,-0.10860210692663949
493,-3115,-0.07594336666804632
494,-3105,-0.051448004325909596
495,-3095,-0.032002276523353204
496,-3085,-0.018733472538612406
497,-3075,-0.017084079002080893
498,-3065,-0.03169287850265395
499,-3055,-0.06194845496718332
500,-3045,-0.09967883617782393
501,-3035,-0.13285703509202287
502,-3025,-0.15396049304943504
503,-3015,-0.16321180096001192
504,-3005,-0.160887043651585
505,-2995,-0.14304747170588183
506,-2985,-0.10511991901556894
507,-2975,-0.04397254258065758
508,-2965,0.03834922001280461
509,-2955,0.13396209917338908
510,-2945,0.23340549582142595
511,-2935,0.3275916660775833
512,-2925,0.4094075132954099
513,-2915,0.47107350816749055
514,-2905,0.5025807944959995
515,-2895,0.49755916752263607
516,-2885,0.4594064814714919
517,-2875,0.4013102331748186
518,-2865,0.3384626883364461
519,-2855,0.2802932323707784
520,-2845,0.22683147776182608
521,-2835,0.17569894775606215
522,-2825,0.12976812467336357
523,-2815,0.09665966306694954
524,-2805,0.08608682485008992
525,-2795,0.10280349594854926
526,-2785,0.14289527707223612
527,-2775,0.19489612155155792
528,-2765,0.246733224754805
529,-2755,0.28595043973280243
530,-2745,0.3003873257879753
531,-2735,0.28219988969686755
532,-2725,0.23183160885055937
533,-2715,0.15933725576814747
534,-2705,0.08010410721396857
535,-2695,0.006079320499153912
536,-2685,-0.05986047400506475
537,-2675,-0.12062255610079059
538,-2665,-0.17847962227392444
539,-2655,-0.2316338738791601
540,-2645,-0.27525644126889953
541,-2635,-0.3056019262897123
542,-2625,-0.32175065701303757
543,-2615,-0.3222656492656448
544,-2605,-0.3047779105066737
545,-2595,-0.26899250561542765
546,-2585,-0.22023300638401308
547,-2575,-0.16559823526561962
548,-2565,-0.11115420502177142
549,-2555,-0.06424465154284448
550,-2545,-0.03348254857462427
551,-2535,-0.024607102717774477
552,-2525,-0.038424123889707326
553,-2515,-0.07471755352561515
554,-2505,-0.13508991287554137
555,-2495,-0.21601829553663812
556,-2485,-0.3062917322432862
557,-2475,-0.39007673266790976
558,-2465,-0.45390421067276454
559,-2455,-0.4910829597691438
560,-2445,-0.4961815002000306
561,-2435,-0.4672000658017346
562,-2425,-0.4107618897531923
563,-2415,-0.3360324135644472
564,-2405,-0.24914591984232157
565,-2395,-0.15191983860866182
566,-2385,-0.045527108159315155
567,-2375,0.06417755743405629
568,-2365,0.16973391075892225
569,-2355,0.263194779718441
570,-2345,0.33429997311440796
571,-2335,0.37459698961912713
572,-2325,0.3869318687622764
573,-2315,0.38452095294162625
574,-2305,0.3852871109625753
575,-2295,0.4033700405315078
576,-2285,0.44230889169667886
577,-2275,0.4947914959977352
578,-2265,0.5459410953200386
579,-2255,0.581622554588116
580,-2245,0.5907448585330958
581,-2235,0.5656202662478467
582,-2225,0.5017210601014137
583,-2215,0.3964754403439952
584,-2205,0.25116834846949987
585,-2195,0.07572907051350042
586,-2185,-0.1141661552458702
587,-2175,-0.3053577465880923
588,-2165,-0.48583121496774445
589,-2155,-0.6426234819729061
590,-2145,-0.7621533887748267
591,-2135,-0.8340459364167954
592,-2125,-0.8548701815449224
593,-2115,-0.8264648576829913
594,-2105,-0.7545161983458054
595,-2095,-0.6497892313279089
596,-2085,-0.5234943193823176
597,-2075,-0.38371082505037496
598,-2065,-0.23925003666372296
599,-2055,-0.10199066283295455
600,-2045,0.015057805121705181
601,-2035,0.1025140760540682
602,-2025,0.1594209932653712
603,-2015,0.1897950811284167
604,-2005,0.19852010372340378
605,-1995,0.1924961139669547
606,-1985,0.18509535957533246
607,-1975,0.1940584433942677
608,-1965,0.23120059803960108
609,-1955,0.29685681634501243
610,-1945,0.38019160500027194
611,-1935,0.46998688078994055
612,-1925,0.5576504697720024
613,-1915,0.6369476954981548
614,-1905,0.7042751170095256
615,-1895,0.7588488610000246
616,-1885,0.8008329647816483
617,-1875,0.8241579171876585
618,-1865,0.8182440614835038
619,-1855,0.774867193304795
620,-1845,0.691591775870904
621,-1835,0.57353278301942
622,-1825,0.42964726123979813
623,-1815,0.26844639682807525
624,-1805,0.09744144649351605
625,-1795,-0.07550219054524149
626,-1785,-0.24006913450891265
627,-1775,-0.3847488532928669
628,-1765,-0.4967824373295897
629,-1755,-0.5688699794533372
630,-1745,-0.6102633207643688
631,-1735,-0.6358683443368223
632,-1725,-0.6522190388257019
633,-1715,-0.6580946604351159
634,-1705,-0.6517553135637234
635,-1695,-0.6369256495035885
636,-1685,-0.6192708292309209
637,-1675,-0.6010191904642221
638,-1665,-0.5799247357547233
639,-1655,-0.5496489913539842
640,-1645,-0.503530976012215
641,-1635,-0.43478259320768214
642,-1625,-0.3388979407033878
643,-1615,-0.22095087011563128
644,-1605,-0.09544396348161877
645,-1595,0.019841869003229373
646,-1585,0.11305418219245036
647,-1575,0.17976210777012863
648,-1565,0.22402101977001282
649,-1555,0.25391537373626194
650,-1545,0.26926890770404277
651,-1535,0.2606258850809195
652,-1525,0.2175730034092512
653,-1515,0.13181385282629976
654,-1505,0.005145154491929996
655,-1495,-0.14071247414365176
656,-1485,-0.2674330138535164
657,-1475,-0.34343882381264323
658,-1465,-0.35676923244688385
659,-1455,-0.3148681519173555
660,-1445,-0.23803742588147797
661,-1435,-0.14872839721416692
662,-1425,-0.06359170276185566
663,-1415,0.01332449167398575
664,-1405,0.08542398827906483
665,-1395,0.15771079830220902
666,-1385,0.23254554444166076
667,-1375,0.30578452913613835
668,-1365,0.3690367311487217
669,-1355,0.41374941594955483
670,-1345,0.43332423314400237
671,-1335,0.4250052757964504
672,-1325,0.39515562873969706
673,-1315,0.35958516350526903
674,-1305,0.33186051871676847
675,-1295,0.3136724467864704
676,-1285,0.30131773602598755
677,-1275,0.2924293025287654
678,-1265,0.2826030768225769
679,-1255,0.2645672163388624
680,-1245,0.2319664849633295
681,-1235,0.18502908602766324
682,-1225,0.1312998016965658
683,-1215,0.08194943627813633
684,-1205,0.04240649120293308
685,-1195,0.009569472774744486
686,-1185,-0.025448129155066945
687,-1175,-0.06864833693380784
688,-1165,-0.11965403792247373
689,-1155,-0.1769566541424312
690,-1145,-0.23952963540074398
691,-1135,-0.30462020607827217
692,-1125,-0.36450110750752673
693,-1115,-0.40866199386392044
694,-1105,-0.4275201714029627
695,-1095,-0.41481621316821554
696,-1085,-0.3697747192552429
697,-1075,-0.295798375801535
698,-1065,-0.19922580371053178
699,-1055,-0.08857181281066459
700,-1045,0.02897016353122145
701,-1035,0.14788922746154293
702,-1025,0.26129527383086404
703,-1015,0.3579740790439186
704,-1005,0.42517581429572904
705,-995,0.45463262442043206
706,-985,0.44304549584435765
707,-975,0.39215392749398065
708,-965,0.3113722002899005
709,-955,0.21755926851525298
710,-945,0.12603664314634277
711,-935,0.04515414796908612
712,-925,-0.02513494875218064
713,-915,-0.08809362127372058
714,-905,-0.1438222392957761
715,-895,-0.19047909489280102
716,-885,-0.2241600170291902
717,-875,-0.2394622277622308
718,-865,-0.23397063838680743
719,-855,-0.21467751657056378
720,-845,-0.1950174987002932
721,-835,-0.18586789484460825
722,-825,-0.1883366162607464
723,-815,-0.19597088192911116
724,-805,-0.204416446412776
725,-795,-0.21267107689112258
726,-785,-0.2196862364994741
727,-775,-0.22536383882953778
728,-765,-0.22931187810749823
729,-755,-0.2272805635750179
730,-745,-0.21222527181752532
731,-735,-0.1798507098847658
732,-725,-0.1390329419648767
733,-715,-0.112155832055147
734,-705,-0.11555018411243094
735,-695,-0.14720577580745672
736,-685,-0.189122453576491
737,-675,-0.21908169223711071
738,-665,-0.21928324732511503
739,-655,-0.18595719528952606
740,-645,-0.13130732123890293
741,-635,-0.07031710424948748
742,-625,-0.01389624932698405
743,-615,0.037820067274835834
744,-605,0.09457108207386805
745,-595,0.1662185097618423
746,-585,0.2533920405363431
747,-575,0.3455983163073083
748,-565,0.4259645934184221
749,-555,0.4800978592408662
750,-545,0.502970226979828
751,-535,0.5009872358320508
752,-525,0.4880716006296344
753,-515,0.4720287047291786
754,-505,0.44782242628792734
755,-495,0.4059028991420295
756,-485,0.3426837892078126
757,-475,0.26792283696016805
758,-465,0.19919009395718695
759,-455,0.14899765528547013
760,-445,0.11986980189455151
761,-435,0.10747688595079673
762,-425,0.10268587519121036
763,-415,0.09429395348642643
764,-405,0.0719403604692058
765,-395,0.029003987997103797
766,-385,-0.02778268077343568
767,-375,-0.0825343080792948
768,-365,-0.1263680730920121
769,-355,-0.16570647535504918
770,-345,-0.2117758859363297
771,-335,-0.266848999225451
772,-325,-0.3245005698395238
773,-315,-0.3777525638867868
774,-305,-0.42413055157734014
775,-295,-0.46440550877722114
776,-285,-0.49660330378639417
777,-275,-0.5146965970341028
778,-265,-0.5072671247309672
779,-255,-0.46774837338908726
780,-245,-0.39978841555608324
781,-235,-0.3123252790081249
782,-225,-0.21900517856741944
783,-215,-0.13381614659062047
784,-205,-0.058605218243904356
785,-195,0.015838653623756194
