time,erb22dagmst1kyrfir
-7325.0,0.021290443209973406
-7315.0,0.020844108308460965
-7305.0,0.004258191419385839
-7295.0,-0.012745289551509255
-7285.0,-0.015578817642207853
-7275.0,-0.009019168339729147
-7265.0,-0.0044434834474417415
-7255.0,-0.011181286655221149
-7245.0,0.007706898237736965
-7235.0,0.007319943690787821
-7225.0,0.01501729106585835
-7215.0,0.013295218165326639
-7205.0,0.010870473630749127
-7195.0,0.01417231459957652
-7185.0,0.007493434040529604
-7175.0,-0.0036755646523717283
-7165.0,-0.005402925807426017
-7155.0,-0.006391058063953146
-7145.0,-0.0063070246936250615
-7135.0,-0.01184791685354818
-7125.0,0.012249067104928315
-7115.0,0.025250665676657544
-7105.0,0.025356972825298425
-7095.0,0.014764757015174523
-7085.0,0.031588255650441245
-7075.0,0.032060696591639334
-7065.0,0.03121388918554393
-7055.0,0.02819591213783333
-7045.0,0.030200218092183016
-7035.0,0.03724134388761811
-7025.0,0.03277220641193169
-7015.0,0.031326207081394046
-7005.0,0.0413653086203714
-6995.0,0.050112485998614856
-6985.0,0.02161016155003598
-6975.0,0.026076405054288054
-6965.0,-0.014998275997142343
-6955.0,-0.023579775021214684
-6945.0,-0.01780214428484342
-6935.0,-0.029586164303511315
-6925.0,-0.008461362096804549
-6915.0,0.006682752171478865
-6905.0,0.012999743097318252
-6895.0,0.012349812893838808
-6885.0,-0.003624793695684237
-6875.0,-0.00333683847616673
-6865.0,0.013477819122836639
-6855.0,0.004759454638865211
-6845.0,-0.007660347235646979
-6835.0,-0.00817216819659138
-6825.0,-0.0076663555246434326
-6815.0,-0.012293195713703216
-6805.0,-0.027341245436602848
-6795.0,-0.025248586174574122
-6785.0,-0.020833930225033895
-6775.0,-0.020253107322499308
-6765.0,-0.021421097908429203
-6755.0,-0.022512063780395872
-6745.0,-0.028082081811769286
-6735.0,-0.02365869214182978
-6725.0,-0.015909661154943813
-6715.0,-0.012375191288371175
-6705.0,-0.010017224315335846
-6695.0,-0.01562643366530481
-6685.0,-0.022401972124904895
-6675.0,-0.026688973442171603
-6665.0,-0.02377880870263654
-6655.0,-0.017935220423161268
-6645.0,-0.003928956076594304
-6635.0,0.004303355792885636
-6625.0,0.006768022649942227
-6615.0,0.011326938785671068
-6605.0,0.0073668545530497075
-6595.0,0.011376085845015808
-6585.0,0.01959480210284486
-6575.0,0.00917225503538094
-6565.0,0.006848557263985827
-6555.0,0.0005051873910038904
-6545.0,-0.006999937580203111
-6535.0,-0.003240803585643228
-6525.0,-0.009684003452956122
-6515.0,-0.008001718824380657
-6505.0,-0.009244500122119064
-6495.0,-0.008520478478688765
-6485.0,-0.010708399046160137
-6475.0,-0.01559897807061758
-6465.0,-0.013100003476016583
-6455.0,-0.01303708779355107
-6445.0,-0.018467854323279603
-6435.0,-0.028027231199164667
-6425.0,-0.019477336137452745
-6415.0,-0.011794316314806142
-6405.0,-0.012339562996351975
-6395.0,-0.014483239749068075
-6385.0,-0.00980273070329094
-6375.0,-0.011279520687867134
-6365.0,-0.0019802411007513723
-6355.0,0.01796688347789851
-6345.0,0.03516541355690816
-6335.0,0.060792024542909266
-6325.0,0.06658663200853245
-6315.0,0.060556128378291364
-6305.0,0.05648067070548349
-6295.0,0.044572586792762714
-6285.0,0.03556679461669606
-6275.0,0.03979468879859602
-6265.0,0.041364790120235966
-6255.0,0.03800658186693156
-6245.0,0.02788904320650632
-6235.0,0.022383585842551474
-6225.0,0.011862669430285432
-6215.0,0.0070786884550039
-6205.0,-0.003048913620508435
-6195.0,-0.010766875716563418
-6185.0,-0.020143929069828304
-6175.0,-0.015123059051756123
-6165.0,-0.011406152045132494
-6155.0,-0.029790337432921764
-6145.0,-0.03430234008554874
-6135.0,-0.034586147715326
-6125.0,-0.026245050423990467
-6115.0,-0.0238044341897125
-6105.0,-0.017995778675905877
-6095.0,-0.002398314200826431
-6085.0,0.001651790864852518
-6075.0,3.7745695861801556e-05
-6065.0,-0.01052484453440947
-6055.0,-0.011793784028046385
-6045.0,0.0034875650473736638
-6035.0,0.008873486412549515
-6025.0,0.0011016054285279608
-6015.0,0.002783120965542956
-6005.0,-0.006488875825527348
-5995.0,-0.01135293318387982
-5985.0,-0.007609922244940728
-5975.0,-0.009597378262080954
-5965.0,-0.0016554923103839778
-5955.0,-0.01076648159069483
-5945.0,0.0028639929662801116
-5935.0,0.011207979356817936
-5925.0,0.015430987973358191
-5915.0,0.010930263188066133
-5905.0,0.003826265072808262
-5895.0,-0.000966248154687832
-5885.0,-0.012862965385116387
-5875.0,-0.014714017614563684
-5865.0,-0.015556092140767652
-5855.0,-0.008812464393892886
-5845.0,-0.013070215693967586
-5835.0,-0.028004899155348862
-5825.0,-0.02184424412419663
-5815.0,-0.020392704632568984
-5805.0,-0.023168746353861815
-5795.0,-0.020551861665247945
-5785.0,-0.01001239849113482
-5775.0,-0.006480776505162319
-5765.0,0.007645265020218362
-5755.0,0.013501997534792276
-5745.0,0.012847424236125626
-5735.0,0.005030926506689632
-5725.0,0.0011341278618737095
-5715.0,-0.0022382360550884054
-5705.0,-0.011787376469129576
-5695.0,-0.0021445058554605137
-5685.0,-0.0005990399005869425
-5675.0,0.01047773141009253
-5665.0,0.010407613755733952
-5655.0,0.010989755810985784
-5645.0,0.02519854823542048
-5635.0,0.024604588948276496
-5625.0,0.02185276132843568
-5615.0,0.021071630643828883
-5605.0,0.011298068250037303
-5595.0,0.008772441720486824
-5585.0,0.010766699462212993
-5575.0,0.015372580090060836
-5565.0,0.014805469132687753
-5555.0,0.0278253170550559
-5545.0,0.0396203362618499
-5535.0,0.02522780731517215
-5525.0,0.0060748127094144445
-5515.0,-0.016159245091670032
-5505.0,-0.01359171719137308
-5495.0,-0.020141631624359342
-5485.0,-0.02114865845637454
-5475.0,-0.019383334254671862
-5465.0,-0.020703501297103764
-5455.0,-0.02264954922332496
-5445.0,-0.03472845832927472
-5435.0,-0.036635969090439716
-5425.0,-0.026467467489525
-5415.0,-0.01666242852091623
-5405.0,-0.012226929448335349
-5395.0,-0.009981965593744396
-5385.0,-0.00695296301454694
-5375.0,-0.0011726990168346228
-5365.0,0.00016468362665270726
-5355.0,0.0064069378253209
-5345.0,0.014344890103969376
-5335.0,0.011508320129828511
-5325.0,0.014049204958749855
-5315.0,0.01719840361668769
-5305.0,0.012703928528344819
-5295.0,0.02097213768876994
-5285.0,0.03597750310676102
-5275.0,0.03377805256525224
-5265.0,0.02970663221671839
-5255.0,0.00826949214887297
-5245.0,-0.015954184670512357
-5235.0,-0.003603919376604606
-5225.0,-0.011315757295408329
-5215.0,0.009194316082033291
-5205.0,0.019138001385613654
-5195.0,0.012763882885926897
-5185.0,0.008990604348664962
-5175.0,-0.005679241260492978
-5165.0,-0.014899177925656695
-5155.0,0.004102093164518645
-5145.0,7.99383371853622e-05
-5135.0,0.010096279562209057
-5125.0,-0.001898210669658099
-5115.0,0.005785972475036906
-5105.0,-0.003645523721549627
-5095.0,0.0050948817578720645
-5085.0,0.0005588837381822846
-5075.0,-0.008447532205422017
-5065.0,0.004299904400220443
-5055.0,0.011712582050806827
-5045.0,0.01257908818366615
-5035.0,0.010235846464839098
-5025.0,0.012180306182067066
-5015.0,0.0049988057091134635
-5005.0,0.0067550707202527534
-4995.0,-0.01381065849933408
-4985.0,-0.020849267863862635
-4975.0,-0.03372157996247989
-4965.0,-0.03663904235673237
-4955.0,-0.033903826807328855
-4945.0,-0.025724890510975186
-4935.0,-0.020239049710987472
-4925.0,-0.010812501323377466
-4915.0,-0.004035269855986428
-4905.0,-0.0020040189464110994
-4895.0,-0.009833442937302116
-4885.0,-0.005410665046627723
-4875.0,-0.019743896940744906
-4865.0,-0.02428124751372666
-4855.0,-0.02125336399321166
-4845.0,-0.008157695341699574
-4835.0,-0.02283644914995608
-4825.0,-0.014234437454311778
-4815.0,-0.0008027170072026493
-4805.0,0.0035784339480060038
-4795.0,0.004840262816156188
-4785.0,-0.002939601244413202
-4775.0,-0.0037726780797639643
-4765.0,0.006078444385302045
-4755.0,0.0035291930083386058
-4745.0,0.005246010180324187
-4735.0,0.007722063071989001
-4725.0,0.007537200827915988
-4715.0,0.011831393897139157
-4705.0,0.01960618775440945
-4695.0,0.008380627637539025
-4685.0,0.012522609012032001
-4675.0,0.001830033570197423
-4665.0,-0.006869634137110676
-4655.0,0.006403580622108471
-4645.0,0.012579582228107247
-4635.0,0.017347698627301466
-4625.0,0.012266691787975832
-4615.0,0.030551860445996927
-4605.0,0.03466664140406852
-4595.0,0.03566343950168689
-4585.0,0.028884499525461065
-4575.0,0.016777028067541545
-4565.0,0.006461204230694106
-4555.0,0.0020062658252040025
-4545.0,0.011213030730445168
-4535.0,0.02231602300137643
-4525.0,0.024959587172862133
-4515.0,0.016399556623461018
-4505.0,0.0038063327828283698
-4495.0,0.005416659003574286
-4485.0,-0.009500410364359271
-4475.0,-0.015682642602376822
-4465.0,-0.029526994232538274
-4455.0,-0.0415307324736111
-4445.0,-0.03547289588916697
-4435.0,-0.008824966607154674
-4425.0,-0.013533718637419449
-4415.0,-0.019679079449070592
-4405.0,-0.007090424344127201
-4395.0,-0.0022917080576376073
-4385.0,-0.015322021538057855
-4375.0,-0.01914100518982406
-4365.0,-0.014070452654685896
-4355.0,-0.019574404658166393
-4345.0,-0.022489628575636064
-4335.0,-0.019242121914311662
-4325.0,-0.00385258856450533
-4315.0,0.005170654390231528
-4305.0,0.007725011471963273
-4295.0,0.01572273984542375
-4285.0,0.020598798642751673
-4275.0,0.02641253588846092
-4265.0,0.024809583795732042
-4255.0,0.024474025296789936
-4245.0,0.020581222592586573
-4235.0,0.0036115410533711393
-4225.0,0.006438718064284528
-4215.0,0.0028446575059185185
-4205.0,-0.0034737884981539346
-4195.0,-0.0087413061028847
-4185.0,-0.005611897873663442
-4175.0,-0.0018461683334550214
-4165.0,0.002317636950414701
-4155.0,-0.010061328919072023
-4145.0,-0.010237174559000669
-4135.0,-0.007543773065409899
-4125.0,-0.015055757674638041
-4115.0,-0.017133086197567503
-4105.0,-0.01499041556650912
-4095.0,-0.009986402138137574
-4085.0,-0.0028923446633664714
-4075.0,-0.00041166343167306946
-4065.0,-0.008713021506607006
-4055.0,-0.0035916599402832116
-4045.0,0.007891008703135588
-4035.0,0.022883743107817465
-4025.0,0.022617297505888836
-4015.0,0.016818040693261822
-4005.0,0.0052975365532692414
-3995.0,0.0025533294131507263
-3985.0,0.007046564438967038
-3975.0,0.003293583253094882
-3965.0,-0.0013585189701220384
-3955.0,0.0009854794531721329
-3945.0,-0.00035768172826871497
-3935.0,0.0022874931314303872
-3925.0,-0.00105821599020481
-3915.0,-0.007066093198346701
-3905.0,-0.010715439464210537
-3895.0,0.003334377673043157
-3885.0,0.0059934229299598955
-3875.0,0.006466702844217394
-3865.0,0.004452700865579856
-3855.0,0.003426232329164254
-3845.0,0.005487047898771667
-3835.0,0.009622679873792851
-3825.0,0.0035277358228578354
-3815.0,-0.013681384296498886
-3805.0,-0.012643879454053293
-3795.0,-0.01268391377075608
-3785.0,-0.01011791508281773
-3775.0,0.0011847732244455202
-3765.0,0.0035685961783029005
-3755.0,-0.007016282731413314
-3745.0,-0.002832790538153044
-3735.0,-0.011782633401880604
-3725.0,-0.0064785438615778375
-3715.0,0.0017225060574428957
-3705.0,-0.0031488596939710884
-3695.0,-0.020555828351668474
-3685.0,-0.022409913943647705
-3675.0,-0.017091858368948394
-3665.0,-0.0136034465154937
-3655.0,-0.0070021572138109205
-3645.0,0.0006871201833601362
-3635.0,0.008207409275555671
-3625.0,0.01163531810624575
-3615.0,0.013729204148357706
-3605.0,0.010943781986041729
-3595.0,0.006138878683546198
-3585.0,0.013879403610696815
-3575.0,0.02327815895246831
-3565.0,0.03428520289363547
-3555.0,0.03349521250730297
-3545.0,0.029843199373762327
-3535.0,0.023383670748741738
-3525.0,0.008807458924141875
-3515.0,0.004490817902790695
-3505.0,0.006487810530650065
-3495.0,0.006142560308306083
-3485.0,-0.00036424252406936974
-3475.0,-0.002295029546231634
-3465.0,0.0020993183181343294
-3455.0,-0.002491982152282465
-3445.0,-0.011654164916599137
-3435.0,-0.01427060134735597
-3425.0,-0.01622594121360049
-3415.0,-0.03398661827654895
-3405.0,-0.039293469085327715
-3395.0,-0.03526396562410214
-3385.0,-0.01931101595084896
-3375.0,-0.009876265842485805
-3365.0,-0.0027861595121313745
-3355.0,-0.005411427923919944
-3345.0,-0.008924942788705877
-3335.0,-0.005982804597991305
-3325.0,-0.009629837065730942
-3315.0,-0.012034863936746928
-3305.0,-0.011541628445615553
-3295.0,-0.015422569953595566
-3285.0,-0.008528310786472863
-3275.0,-0.004166630583164708
-3265.0,-5.562546816867636e-05
-3255.0,0.008096489440765322
-3245.0,-0.005163139153478199
-3235.0,0.0007913003920364327
-3225.0,0.014251380345040466
-3215.0,0.01837155153792911
-3205.0,0.022094271956900752
-3195.0,0.02299705626630863
-3185.0,0.014204824750489268
-3175.0,0.0025626539636979676
-3165.0,0.0015845434903524257
-3155.0,-0.0056779429793046175
-3145.0,-0.004314039817273305
-3135.0,0.015233605841849815
-3125.0,0.019182597879436665
-3115.0,0.016960820389747548
-3105.0,0.01399433073947237
-3095.0,0.00912623334002749
-3085.0,0.007265089569571894
-3075.0,0.005944809851464782
-3065.0,0.013406425337043223
-3055.0,0.017949649524333505
-3045.0,0.015970330806598508
-3035.0,0.018410685204236547
-3025.0,0.010402137237975449
-3015.0,0.005982294896274143
-3005.0,-0.010345754492528026
-2995.0,-0.0020938096074052163
-2985.0,0.005438045815986709
-2975.0,0.008169113710520145
-2965.0,0.01139059746571802
-2955.0,0.012606110705553137
-2945.0,0.0008483927124520651
-2935.0,-0.003023072265348151
-2925.0,-0.013227004686124649
-2915.0,-0.015397931584975766
-2905.0,-0.014621950783436437
-2895.0,-0.01579622836326033
-2885.0,-0.019245854099400977
-2875.0,-0.02236545959877665
-2865.0,-0.02353374554685811
-2855.0,-0.023529437052522507
-2845.0,-0.021049964212661844
-2835.0,-0.006927548845923146
-2825.0,0.0069169096952687616
-2815.0,0.011526504476593848
-2805.0,0.01685438503996591
-2795.0,0.004352645009246556
-2785.0,-0.0025020506492796388
-2775.0,-0.014408597622628602
-2765.0,-0.029832683888558323
-2755.0,-0.038088863629152606
-2745.0,-0.03433995979902039
-2735.0,-0.026768009270233813
-2725.0,-0.01690471154240216
-2715.0,0.003314843167347042
-2705.0,0.019380280648421084
-2695.0,0.021166619900389264
-2685.0,0.01696009295522972
-2675.0,0.016100597072977067
-2665.0,0.012185089504924643
-2655.0,0.0038679097906222284
-2645.0,-0.0016699175840785355
-2635.0,-0.00405384334578012
-2625.0,0.0012619927137389473
-2615.0,1.6004145982145085e-05
-2605.0,0.013595677910535299
-2595.0,0.00794818935564245
-2585.0,0.005038165649946941
-2575.0,-0.0007105774164173691
-2565.0,0.009180006844556195
-2555.0,0.008619204223650947
-2545.0,0.007425173015381028
-2535.0,0.015693387041344833
-2525.0,0.010841450786933644
-2515.0,0.002822811914058653
-2505.0,0.011648465747202784
-2495.0,0.011375219680493626
-2485.0,-0.0010689082372164465
-2475.0,0.005088694605877578
-2465.0,0.004725432402377341
-2455.0,0.0004420963202174503
-2445.0,0.005695913050666943
-2435.0,0.007218019456552609
-2425.0,0.00363405455408514
-2415.0,0.0027168947195426543
-2405.0,-0.003492176351634812
-2395.0,-0.016676942046351877
-2385.0,-0.01558963070389755
-2375.0,-0.020437989117003334
-2365.0,-0.03510938289339891
-2355.0,-0.03390906601845252
-2345.0,-0.031383578345852294
-2335.0,-0.008012137482584713
-2325.0,0.001168353841880086
-2315.0,0.007897416385817872
-2305.0,0.016533017025898593
-2295.0,0.017882256492799932
-2285.0,0.015068601458427774
-2275.0,0.003524815833381603
-2265.0,0.009698217175330811
-2255.0,0.014744043201833552
-2245.0,0.0060394825415619
-2235.0,0.02115702138646034
-2225.0,0.008874052826271985
-2215.0,0.014841339330089366
-2205.0,0.023507983197872066
-2195.0,0.015412936774150204
-2185.0,0.014691655109433134
-2175.0,0.012488952518794456
-2165.0,0.011397856165700153
-2155.0,0.0038450625557577118
-2145.0,0.010121131824745966
-2135.0,-0.0019568318481698595
-2125.0,-0.002382868594239558
-2115.0,-0.00985494777790683
-2105.0,-0.01586635783829893
-2095.0,-0.026540603509985085
-2085.0,-0.029161943944492792
-2075.0,-0.020732411631070088
-2065.0,-0.02451414076726968
-2055.0,-0.011592378848760044
-2045.0,-0.010177352583358706
-2035.0,0.00038899082582657024
-2025.0,0.004176610655181255
-2015.0,0.010390262591832223
-2005.0,0.00015833684341530547
-1995.0,0.0023674991358194892
-1985.0,-0.0013467208763372847
-1975.0,-0.00245514109407222
-1965.0,-0.008067604664781975
-1955.0,-0.005717573442517365
-1945.0,-0.011009261804650842
-1935.0,-0.015065625902151013
-1925.0,-0.01022690857204259
-1915.0,-0.017228002823498016
-1905.0,-0.0005454479534987814
-1895.0,0.00760104135323908
-1885.0,0.006523362931060029
-1875.0,0.00635647057813026
-1865.0,0.008634550820570665
-1855.0,-0.0006133899047617918
-1845.0,-0.003560056645683206
-1835.0,-0.005426734294475702
-1825.0,-0.008417135280192833
-1815.0,-0.011304780232788435
-1805.0,-0.015988846898981515
-1795.0,-0.0153604577167623
-1785.0,-0.004818878204958585
-1775.0,0.012807089648803857
-1765.0,0.020074606690188138
-1755.0,0.01841245573886073
-1745.0,0.01945490748437557
-1735.0,0.02889590063312118
-1725.0,0.024751792707768314
-1715.0,0.005872350112580075
-1705.0,0.008700686282715238
-1695.0,0.003278972346843346
-1685.0,0.011703145831072192
-1675.0,0.008209533659601476
-1665.0,0.0071112706035315705
-1655.0,-0.0021744367072664595
-1645.0,-0.0019713718555970402
-1635.0,-0.008192861024460884
-1625.0,-0.019596159099116054
-1615.0,-0.03104634188103581
-1605.0,-0.025589824292817694
-1595.0,-0.014349530375498989
-1585.0,-0.010695016864010962
-1575.0,-0.009428782847813635
-1565.0,0.00019423972640495747
-1555.0,0.004723920341576516
-1545.0,0.00995551170522053
-1535.0,0.007465577521094625
-1525.0,0.007370214885593337
-1515.0,0.028173505557507115
-1505.0,0.037596744261225556
-1495.0,0.03829799875277042
-1485.0,0.028632010171250805
-1475.0,0.039427140919193755
-1465.0,0.021833316650557186
-1455.0,0.00731542843416195
-1445.0,0.0009680387891116743
-1435.0,-0.003302428882076873
-1425.0,-0.01671633266724462
-1415.0,-0.01660085739867678
-1405.0,-0.007819679658279875
-1395.0,0.010843723760820937
-1385.0,0.01711780326184943
-1375.0,0.017325019075045824
-1365.0,0.0003213756778097258
-1355.0,-0.000121110716600244
-1345.0,-0.01352413008138874
-1335.0,-0.033596157736565324
-1325.0,-0.04335066918605063
-1315.0,-0.04177263471574349
-1305.0,-0.036267858398958616
-1295.0,-0.03489514929583404
-1285.0,-0.027725594322488056
-1275.0,-0.03283075313411397
-1265.0,-0.03385145429234103
-1255.0,-0.030532395754270285
-1245.0,-0.025274098497818222
-1235.0,-0.01560359448187362
-1225.0,-0.003826748546099016
-1215.0,-0.0004283766058625934
-1205.0,0.01132023224918766
-1195.0,0.00577822567050045
-1185.0,0.01640099768549187
-1175.0,0.012338162586425798
-1165.0,0.00405432274917786
-1155.0,0.009135869174032876
-1145.0,0.019519079135480347
-1135.0,0.008331834619163082
-1125.0,0.02539008513466472
-1115.0,0.030939444299313393
-1105.0,0.02728993117504794
-1095.0,0.015060491916474513
-1085.0,0.0007071885159784666
-1075.0,-0.0011736952601828293
-1065.0,0.0018372654691785435
-1055.0,0.011531245026732344
-1045.0,0.004446676966673149
-1035.0,-0.0046057033724137475
-1025.0,-0.012274363118481261
-1015.0,-0.012217658967617596
-1005.0,-0.0031151188728862087
-995.0,0.00314883490991115
-985.0,0.009054449826351339
-975.0,0.016991961743098367
-965.0,0.02564764480773551
-955.0,0.023791462055788512
-945.0,0.019435994250670986
-935.0,-0.0008965827226529929
-925.0,-0.005518298598440946
-915.0,0.012666293409899665
-905.0,0.013445253363771262
-895.0,0.00517223207062037
-885.0,0.007834622963961441
-875.0,0.008220744524856095
-865.0,-0.004611942838176957
-855.0,-0.00420558018558515
-845.0,0.004516774858375209
-835.0,0.00797041899647971
-825.0,0.010547430880157813
-815.0,0.009984946007357377
-805.0,0.006553859644869606
-795.0,0.00016665783695009353
-785.0,-0.0008991720058305404
-775.0,-0.011171773921315317
-765.0,-0.01060903284233635
-755.0,-0.021172689542323583
-745.0,-0.023704243475010742
-735.0,-0.018358106804873472
-725.0,-0.007410775463221305
-715.0,-0.015739731174143977
-705.0,-0.015338367927192132
-695.0,-0.01364291373892632
-685.0,-0.014243900979237037
-675.0,-0.013525105198490284
-665.0,-0.011865396663778022
-655.0,-0.01244518505313823
-645.0,-0.0016970523353487404
-635.0,0.010093562556729817
-625.0,-0.018211921077104273
-615.0,-0.014108026904966146
-605.0,-0.012794714572225113
-595.0,0.00046919586646453374
-585.0,0.00543226688799009
-575.0,0.0012929610605395734
-565.0,0.002490485583127621
-555.0,-0.010868422452609569
-545.0,-0.01970393259432881
-535.0,0.0027310368771233484
-525.0,-0.0035923491627514368
-515.0,0.011804851595660037
-505.0,0.00929473223942586
-495.0,0.023534839335672363
-485.0,0.03389101140203546
-475.0,0.023803187673751898
-465.0,0.01190830910954713
-455.0,-0.005876887571253199
-445.0,-0.010840585202089843
-435.0,0.01013565383942806
-425.0,0.010754605408263512
-415.0,0.02361216222804235
-405.0,0.00971345573334201
-395.0,0.009334367597641583
-385.0,-0.004752443580152454
-375.0,-0.012520982811771192
-365.0,-0.009923979466230408
-355.0,-0.0015552408648218069
-345.0,0.010538772357758245
-335.0,0.010735804992890388
-325.0,0.005642342394770363
-315.0,0.015161025878769607
-305.0,0.011964292380188077
-295.0,-0.011239505823012471
-285.0,-0.013966177547047626
-275.0,-0.013443861270634851
-265.0,-0.019390452922504433
-255.0,-0.028614763783798708
-245.0,-0.02188885857287373
-235.0,-0.022113050230106214
-225.0,0.0017872221366098783
-215.0,0.002098997213859143
-205.0,0.0007629430191869973
