time,vieira_tsi
-5715,-0.05922043760779161
-5705,-0.0002714376078074565
-5695,0.10596156239239463
-5685,0.2027015623925763
-5675,0.22885756239247712
-5665,0.10804856239224137
-5655,-0.06245943760791306
-5645,-0.07206843760786796
-5635,0.05288206239220017
-5625,0.12645456239238229
-5615,0.028287062392337248
-5605,-0.18282393760750892
-5595,-0.41538593760742515
-5585,-0.5889259376076552
-5575,-0.6159184376078883
-5565,-0.49098993760799203
-5555,-0.2984854376079511
-5545,-0.11307193760785594
-5535,0.04409506239244365
-5525,0.15080056239207806
-5515,0.24852956239237756
-5505,0.3359400623919555
-5495,0.2234365623926351
-5485,-0.016777937607912463
-5475,-0.18987243760784622
-5465,-0.2992324376077704
-5455,-0.3874419376079459
-5445,-0.4468124376076048
-5435,-0.37818643760783743
-5425,-0.16357443760784918
-5415,0.06404506239209695
-5405,0.17433906239216412
-5395,0.221565562392243
-5385,0.3370625623920205
-5375,0.46804256239238384
-5365,0.5316620623923427
-5355,0.5653915623920511
-5345,0.491805562392301
-5335,0.18365356239246466
-5325,-0.18722593760776363
-5315,-0.3972699376076889
-5305,-0.47374093760754477
-5295,-0.4982504376075667
-5285,-0.49067643760758983
-5275,-0.4422129376077919
-5265,-0.37120393760778825
-5255,-0.30077743760807607
-5245,-0.21948043760767177
-5235,-0.14557243760759775
-5225,-0.1101319376077754
-5215,-0.11871293760759727
-5205,-0.08101793760761211
-5195,0.09112256239245653
-5185,0.28871406239227326
-5175,0.4258590623924192
-5165,0.5549335623925344
-5155,0.58292156239213
-5145,0.44098806239230726
-5135,0.2879920623918224
-5125,0.25056206239219136
-5115,0.4182185623924397
-5105,0.6818105623922293
-5095,0.7152280623922707
-5085,0.5541610623922679
-5075,0.42462506239235154
-5065,0.32697906239218355
-5055,0.16717906239227887
-5045,-0.01982293760761422
-5035,-0.07256593760757823
-5025,0.07170456239236955
-5015,0.31761356239212546
-5005,0.4440075623924713
-4995,0.3876070623919077
-4985,0.24370906239209944
-4975,0.08379006239192677
-4965,0.012165562392056017
-4955,0.06967156239238648
-4945,0.21625656239234559
-4935,0.3794740623920916
-4925,0.4600760623923179
-4915,0.4642970623922338
-4905,0.5135770623921871
-4895,0.5648420623920174
-4885,0.4626480623919633
-4875,0.20640506239215028
-4865,-0.017128937607594708
-4855,-0.1141039376077515
-4845,-0.20804193760750422
-4835,-0.3787199376076842
-4825,-0.5125439376079157
-4815,-0.5431489376078389
-4805,-0.5108109376078573
-4795,-0.45589893760779887
-4785,-0.3840329376077989
-4775,-0.16971793760785658
-4765,0.2194460623923078
-4755,0.5071200623922323
-4745,0.487601062392514
-4735,0.3422680623921224
-4725,0.29104906239240336
-4715,0.26028606239242436
-4705,0.1684200623922152
-4695,0.14967406239247794
-4685,0.27140456239226296
-4675,0.4865920623924467
-4665,0.5617300623921437
-4655,0.37895256239198716
-4645,0.2563495623921881
-4635,0.2747635623923088
-4625,0.2520305623920649
-4615,0.20099056239200763
-4605,0.2892395623921402
-4595,0.42949206239222804
-4585,0.37141556239203055
-4575,0.195981062392093
-4565,0.20238606239217916
-4555,0.3260105623921845
-4545,0.31468406239218893
-4535,0.16318156239208292
-4525,-0.018180937608121894
-4515,-0.10236543760765926
-4505,-0.05783893760781211
-4495,0.09213106239258195
-4485,0.30711006239243943
-4475,0.5267985623922868
-4465,0.6525575623920759
-4455,0.4947165623923411
-4445,0.236766562392404
-4435,0.1403830623921749
-4425,0.01049206239213163
-4415,-0.19916693760796988
-4405,-0.2305844376078312
-4395,-0.10178993760769117
-4385,0.027670562392131615
-4375,0.13759256239245587
-4365,0.1779200623923316
-4355,0.09284106239238099
-4345,0.08352606239236593
-4335,0.2705525623921403
-4325,0.4597735623920016
-4315,0.4827605623922864
-4305,0.37222806239242345
-4295,0.2551840623918906
-4285,0.25834556239237827
-4275,0.34416906239221134
-4265,0.37416806239252764
-4255,0.2950330623921218
-4245,0.1652970623922556
-4235,0.06257306239217542
-4225,0.0581615623923426
-4215,0.20196606239233006
-4205,0.4424445623922111
-4195,0.5580990623923299
-4185,0.48298956239204927
-4175,0.46774306239240104
-4165,0.43518706239228777
-4155,0.18783856239224406
-4145,0.019990562392194988
-4135,0.12772206239242223
-4125,0.35594156239221775
-4115,0.5206120623922743
-4105,0.471442062392498
-4095,0.20010756239207694
-4085,-0.012437437607559332
-4075,-0.029511437607652624
-4065,0.052443562391999876
-4055,0.20605206239224572
-4045,0.4170810623922989
-4035,0.616268062392237
-4025,0.7138335623922103
-4015,0.6670905623921044
-4005,0.5710160623923457
-3995,0.4076255623922407
-3985,0.1997165623924957
-3975,0.10315456239231935
-3965,0.14655756239221773
-3955,0.33808356239251225
-3945,0.550661062392237
-3935,0.503588562392224
-3925,0.3612590623924916
-3915,0.36260356239222347
-3905,0.3612600623923754
-3895,0.3107285623921143
-3885,0.3070330623922928
-3875,0.3217025623923746
-3865,0.33378456239233856
-3855,0.3783920623920949
-3845,0.32669356239262015
-3835,0.10178856239235756
-3825,-0.0579034376078198
-3815,-0.024412937607849017
-3805,0.17568256239223956
-3795,0.5047445623922613
-3785,0.6545025623925085
-3775,0.5091030623921142
-3765,0.4410030623921557
-3755,0.5667600623919498
-3745,0.7189695623922034
-3735,0.6412325623921333
-3725,0.43901706239216765
-3715,0.39069606239240784
-3705,0.36440806239215817
-3695,0.18463706239208477
-3685,0.06894206239257983
-3675,0.20917306239243771
-3665,0.4567515623921281
-3655,0.516508562392346
-3645,0.2705410623923399
-3635,0.017139562392003427
-3625,0.06662306239195459
-3615,0.2526440623923918
-3605,0.3522430623922901
-3595,0.37841406239203934
-3585,0.3110850623922943
-3575,0.21066006239198032
-3565,0.14247556239229198
-3555,0.10453806239206642
-3545,0.1480965623920838
-3535,0.2718350623920287
-3525,0.40136706239218256
-3515,0.5229440623922983
-3505,0.6022245623921663
-3495,0.5680595623923637
-3485,0.37198856239251654
-3475,0.06904256239226925
-3465,-0.08437993760776408
-3455,-0.05905343760787218
-3445,-0.013137937607780259
-3435,0.10589806239227073
-3425,0.2879140623922467
-3415,0.3208145623921155
-3405,0.22646256239204376
-3395,0.1285625623922897
-3385,0.03356606239208304
-3375,-0.024918437607766464
-3365,-0.07764993760793004
-3355,-0.14865043760755725
-3345,-0.18259043760781424
-3335,-0.20887443760761926
-3325,-0.23394693760747032
-3315,-0.16186343760773525
-3305,0.0036730623924086103
-3295,0.20824756239221642
-3285,0.3658705623922742
-3275,0.24539856239198343
-3265,0.01661406239236385
-3255,-0.022971437607793632
-3245,0.01689406239256641
-3235,0.10396106239204528
-3225,0.16339856239233086
-3215,-0.0019479376078379573
-3205,-0.13287993760786776
-3195,0.024006562392060005
-3185,0.2455660623922995
-3175,0.22023206239214232
-3165,0.03819556239227495
-3155,0.0074125623923464445
-3145,0.05913306239199301
-3135,0.13088106239229091
-3125,0.26988406239206597
-3115,0.27611306239214173
-3105,0.24941806239189646
-3095,0.3467385623921473
-3085,0.26853906239216485
-3075,0.049207562392439286
-3065,0.034187562392389736
-3055,0.15603006239234674
-3045,0.2523520623922195
-3035,0.2873990623925238
-3025,0.31221256239223294
-3015,0.3489070623920725
-3005,0.2991220623925983
-2995,0.2204720623922185
-2985,0.24243006239248643
-2975,0.26823106239226036
-2965,0.18832206239244442
-2955,0.06482456239245948
-2945,0.0355840623919903
-2935,0.07613356239221503
-2925,0.06326806239212601
-2915,0.15008106239247354
-2905,0.3369400623923866
-2895,0.3405625623922788
-2885,0.21191656239216172
-2875,0.11272656239248136
-2865,0.03463856239227425
-2855,-0.0553484376077904
-2845,-0.10518693760786846
-2835,0.01356356239239176
-2825,0.20312156239197066
-2815,0.28455406239231706
-2805,0.2878955623921229
-2795,0.19717956239219347
-2785,-0.016272437607767642
-2775,-0.17076143760800733
-2765,-0.24824243760804166
-2755,-0.4117554376080079
-2745,-0.578070437607721
-2735,-0.591862937607857
-2725,-0.5607939376077411
-2715,-0.6474409376075982
-2705,-0.7154339376074859
-2695,-0.6198354376076622
-2685,-0.4768764376078707
-2675,-0.3664564376076669
-2665,-0.2673864376074562
-2655,-0.15786843760770353
-2645,0.014199062392208361
-2635,0.21297256239222406
-2625,0.22154856239217224
-2615,0.04900106239233537
-2605,0.031917062392267326
-2595,0.18341806239232028
-2585,0.3131185623924466
-2575,0.3767825623920089
-2565,0.4301825623924742
-2555,0.42034506239224356
-2545,0.322342562392123
-2535,0.3346380623922869
-2525,0.447067062392307
-2515,0.448426562392342
-2505,0.3338075623923942
-2495,0.19552756239227165
-2485,0.14187456239233143
-2475,0.14597606239203742
-2465,0.12921256239224022
-2455,0.1694255623922345
-2445,0.23462006239242328
-2435,0.2597415623922643
-2425,0.3483850623924809
-2415,0.4957305623922821
-2405,0.5413890623922271
-2395,0.5598610623922013
-2385,0.6218530623918923
-2375,0.563472562392235
-2365,0.265578062392251
-2355,-0.15644093760784017
-2345,-0.408052937607863
-2335,-0.4485564376079765
-2325,-0.40448993760765006
-2315,-0.40831693760787857
-2305,-0.4888209376076702
-2295,-0.49451093760785625
-2285,-0.34996943760779686
-2275,-0.12573193760817958
-2265,0.05724156239216427
-2255,0.16447306239251702
-2245,0.3024735623921515
-2235,0.46466956239214596
-2225,0.5411145623920675
-2215,0.4507315623923205
-2205,0.3453640623924912
-2195,0.34786156239215416
-2185,0.28556556239209385
-2175,0.260588062392344
-2165,0.24584706239215848
-2155,0.0476950623922221
-2145,-0.03255493760798345
-2135,0.02463106239224544
-2125,-0.0358509376078473
-2115,-0.10689193760754279
-2105,-0.05794193760766575
-2095,0.06262206239239276
-2085,0.19874156239211516
-2075,0.24335256239214687
-2065,0.18832756239226
-2055,0.15298156239214222
-2045,0.1396265623925501
-2035,0.18844506239224756
-2025,0.3023620623923762
-2015,0.30219656239205506
-2005,0.14016456239232866
-1995,-0.012618937607840053
-1985,-0.006491937607961518
-1975,0.10324356239220833
-1965,0.19240506239225397
-1955,0.1742075623922119
-1945,0.0938430623923523
-1935,0.056460062392261534
-1925,0.026466062392046297
-1915,0.08817206239223196
-1905,0.16264006239248374
-1895,0.09497406239211159
-1885,0.0032765623923296516
-1875,-0.0823024376079502
-1865,-0.10931843760772608
-1855,0.021616062392240565
-1845,0.17562156239227988
-1835,0.12190006239234208
-1825,-0.09744943760779279
-1815,-0.20588393760772306
-1805,-0.10926943760773611
-1795,0.036684062392168926
-1785,0.09578106239223416
-1775,0.11072206239191473
-1765,0.18500106239207526
-1755,0.2837300623923511
-1745,0.2724955623923506
-1735,0.1802395623922166
-1725,0.08980006239198701
-1715,-0.03444193760788039
-1705,-0.17283743760776815
-1695,-0.27845243760771154
-1685,-0.24994593760766293
-1675,-0.03430643760748353
-1665,0.16931206239223684
-1655,0.30078656239220436
-1645,0.3824465623922606
-1635,0.24613756239250506
-1625,0.06413406239198594
-1615,-0.01474443760776012
-1605,-0.03616593760784781
-1595,0.032127062392191874
-1585,0.1449740623922935
-1575,0.16004456239238607
-1565,0.0720470623921301
-1555,0.0120345623920457
-1545,-0.04112443760777751
-1535,-0.15505993760780257
-1525,-0.2862144376076685
-1515,-0.32939393760784696
-1505,-0.2341574376077915
-1495,-0.11756843760758784
-1485,-0.07145443760782655
-1475,-0.007033437607788073
-1465,0.09120006239209033
-1455,0.1590675623920106
-1445,0.2124690623920742
-1435,0.24291006239218405
-1425,0.1340525623920712
-1415,-0.08418243760775113
-1405,-0.16608993760792146
-1395,-0.12001593760760443
-1385,-0.07196693760784001
-1375,-0.0008239376079473004
-1365,0.04713506239227172
-1355,-0.019815937607745582
-1345,-0.10570793760757624
-1335,-0.10877443760773531
-1325,-0.08219643760730833
-1315,-0.12623643760798586
-1305,-0.2641634376077491
-1295,-0.4111034376078351
-1285,-0.4839164376080589
-1275,-0.4891194376077692
-1265,-0.49519743760788515
-1255,-0.45153243760796613
-1245,-0.3663554376078082
-1235,-0.3627949376077595
-1225,-0.34725543760782784
-1215,-0.19272943760779526
-1205,0.009760062392160762
-1195,0.04199356239223562
-1185,-0.1578129376077868
-1175,-0.37030593760778174
-1165,-0.3685024376077308
-1155,-0.23007993760802492
-1145,-0.16873743760788784
-1135,-0.156376937607547
-1125,-0.10937843760802934
-1115,-0.022596937607886503
-1105,0.06439056239196361
-1095,0.07584906239208067
-1085,0.047039562392001244
-1075,-0.024486437607492917
-1065,-0.1994354376076899
-1055,-0.36213893760759674
-1045,-0.31912743760790363
-1035,-0.07974693760775153
-1025,0.11407706239242543
-1015,0.10922056239246558
-1005,0.046665062392094114
-995,0.001095062392323598
-985,-0.05491143760787054
-975,-0.14032543760777116
-965,-0.23602243760751662
-955,-0.280219937607626
-945,-0.29601643760793195
-935,-0.3860129376075747
-925,-0.5232079376078218
-915,-0.5800809376078178
-905,-0.5445449376077249
-895,-0.472404937607962
-885,-0.40390693760764407
-875,-0.2949899376076246
-865,-0.12005043760791523
-855,0.014317062392365187
-845,0.017966062391906235
-835,-0.07633843760777381
-825,-0.0858369376076098
-815,0.08050206239227009
-805,0.11748456239183724
-795,-0.12796093760789518
-785,-0.24752443760780807
-775,-0.1861064376075774
-765,-0.1577589376074684
-755,-0.15074593760778043
-745,-0.17624943760802125
-735,-0.27530693760763825
-725,-0.29412443760793394
-715,-0.22408293760781817
-705,-0.19647393760783416
-695,-0.23652193760790396
-685,-0.31633793760761364
-675,-0.4463864376075435
-665,-0.6112849376077065
-655,-0.742426437607719
-645,-0.770730437607881
-635,-0.726883437607512
-625,-0.6886744376076877
-615,-0.5678809376079244
-605,-0.33033743760779544
-595,-0.12378243760758778
-585,-0.009031937607687723
-575,-0.0511054376077027
-565,-0.2798494376081635
-555,-0.49030743760772566
-545,-0.5959109376078686
-535,-0.6392769376077467
-525,-0.6847754376076409
-515,-0.770902937607616
-505,-0.8213294376078011
-495,-0.7759409376076292
-485,-0.7044689376077713
-475,-0.69294893760798
-465,-0.7008119376077957
-455,-0.6567169376078255
-445,-0.6033499376078453
-435,-0.6207004376076384
-425,-0.6547089376074382
-415,-0.5953679376077616
-405,-0.46510843760802345
-395,-0.347727437607773
-385,-0.26867293760756183
-375,-0.20372743760776757
-365,-0.11194993760773286
-355,-6.093760748626664e-05
-345,0.018355562392116553
-335,-0.1022199376077424
-325,-0.26406093760760996
-315,-0.36657756875524683
-305,-0.6457691662549223
-295,-0.7124145165807931
-285,-0.7172295745940573
-275,-0.7154803771243223
-265,-0.7161638815032347
-255,-0.7112711858674174
-245,-0.6716860622800596
-235,-0.5506520191634081
-225,-0.29657530032181967
-215,-0.32916788135344177
-205,-0.31168057137529104
