,time,doering22gisp2t15n1kyrfir
80,-7245,0.14365691489289226
81,-7235,-0.017509666072367026
82,-7225,-0.5003870153329443
83,-7215,-0.23730968404802077
84,-7205,0.04558268905186221
85,-7195,0.15322864340711814
86,-7185,0.3042025393766955
87,-7175,0.054696740936043875
88,-7165,-0.4057166218312839
89,-7155,-0.5067503083519267
90,-7145,-0.3644724529686773
91,-7135,0.19877078158732975
92,-7125,0.628779590971203
93,-7115,0.34202378482500934
94,-7105,0.06755157900701889
95,-7095,0.2003744843248438
96,-7085,0.31776232154981193
97,-7075,0.5083866974035582
98,-7065,0.7434424830742904
99,-7055,0.6056523529780017
100,-7045,0.07958358011386266
101,-7035,0.1851709585703403
102,-7025,0.20953955652157807
103,-7015,0.12356000213831429
104,-7005,0.009376152607372446
105,-6995,-0.20316850583543108
106,-6985,-0.2980498001129176
107,-6975,-0.05722041853226799
108,-6965,0.1770316929156543
109,-6955,0.28935570456413984
110,-6945,0.38877647515328767
111,-6935,0.3437633906504051
112,-6925,0.2913510728163045
113,-6915,-0.1457422499536277
114,-6905,-0.6246124363653582
115,-6895,-0.7463016566631733
116,-6885,-0.7336719563950155
117,-6875,-0.7230718255334494
118,-6865,-0.8049642138069344
119,-6855,-0.6184421768637863
120,-6845,-0.3425553028132644
121,-6835,-0.23575225076033704
122,-6825,-0.14386255063105638
123,-6815,-0.11450528432491998
124,-6805,-0.06698860417359599
125,-6795,-0.1890169506456258
126,-6785,-0.33985576078150365
127,-6775,-0.4802902548001298
128,-6765,-0.3082220884235353
129,-6755,-0.19621654155891308
130,-6745,-0.073637542280005
131,-6735,-0.0012583902233537989
132,-6725,0.12272768517599097
133,-6715,0.25050956892140364
134,-6705,0.32426524452866445
135,-6695,0.2402140419881326
136,-6685,0.2405068573168716
137,-6675,0.2085568665134597
138,-6665,-0.072564284965481
139,-6655,-0.052969970458122205
140,-6645,0.11518629932042426
141,-6635,0.1392420975136827
142,-6625,0.01082972431412529
143,-6615,-0.25792790148992517
144,-6605,0.2436978153858264
145,-6595,0.9487940135807789
146,-6585,0.8465300657302819
147,-6575,0.6448199479576262
148,-6565,0.3522914689320118
149,-6555,0.2665220055594558
150,-6545,0.6974115163134469
151,-6535,0.3853754345466949
152,-6525,-0.23825528108754435
153,-6515,-0.6253605654420125
154,-6505,-0.7106265642848962
155,-6495,-0.5261794066866394
156,-6485,-0.3010072102032666
157,-6475,-0.12302129817086976
158,-6465,-0.17717220452152554
159,-6455,-0.21216921953335455
160,-6445,-0.17379399791511202
161,-6435,0.044108509186039875
162,-6425,0.2472342933606597
163,-6415,0.3349782294218972
164,-6405,0.3365525732565542
165,-6395,0.24805563161973743
166,-6385,0.19224904347250243
167,-6375,0.18648751854283327
168,-6365,0.41228125584618175
169,-6355,0.5645765138649957
170,-6345,0.3340735012093257
171,-6335,0.029319292286745752
172,-6325,0.1311839828269542
173,-6315,0.3719140207608711
174,-6305,0.31730646816855035
175,-6295,-0.13255950722022503
176,-6285,-0.5589890073111335
177,-6275,-1.11460317198109
178,-6265,-1.227793045558342
179,-6255,-0.34456416443763643
180,-6245,-0.19274601276562162
181,-6235,-0.1603705221997537
182,-6225,-0.05821892685790835
183,-6215,-0.17099535164059998
184,-6205,-0.20370254081494765
185,-6195,-0.14417001061408452
186,-6185,-0.12714379197226466
187,-6175,-0.09562228721089691
188,-6165,-0.07519107810687269
189,-6155,0.024076402232154123
190,-6145,0.19458121828882896
191,-6135,0.2917247009844346
192,-6125,0.23878074223255794
193,-6115,0.08931417726162041
194,-6105,-0.006351875140067954
195,-6095,0.031872241027031435
196,-6085,0.0469328789892108
197,-6075,0.030971169141898635
198,-6065,0.032903141003793886
199,-6055,0.08076753822390645
200,-6045,0.10357706543300459
201,-6035,-0.13832065334492596
202,-6025,-0.22929192648625213
203,-6015,0.24781907348216878
204,-6005,0.293320702814146
205,-5995,-0.02086152631269598
206,-5985,0.1272921251121294
207,-5975,0.2659538907140481
208,-5965,0.008379227822393724
209,-5955,-0.36847018366195944
210,-5945,-0.2649170401326945
211,-5935,-0.11945695790852168
212,-5925,-0.21653252110316398
213,-5915,-0.30581858510459076
214,-5905,-0.23652898055608493
215,-5895,0.2259628732540688
216,-5885,0.523762121585247
217,-5875,0.6123572893215851
218,-5865,0.6067451739515081
219,-5855,0.4341883835770224
220,-5845,0.27153609379662696
221,-5835,0.2193620572672232
222,-5825,0.2390711098178228
223,-5815,0.24300134881311358
224,-5805,0.1861938835611553
225,-5795,-0.024475528854369197
226,-5785,-0.27378060442754926
227,-5775,-0.48375532696977536
228,-5765,-0.5617071928932466
229,-5755,-0.6109257839336746
230,-5745,-0.5535227149386489
231,-5735,-0.45437511203196823
232,-5725,-0.3243243852890627
233,-5715,-0.25532008000478523
234,-5705,-0.20262066731612602
235,-5695,-0.2268166705495027
236,-5685,-0.2505380587861188
237,-5675,-0.28096601008492234
238,-5665,-0.2857123566795079
239,-5655,-0.10825036440536216
240,-5645,0.06384330741351281
241,-5635,0.18233269825460774
242,-5625,0.20747059579416746
243,-5615,0.08818527522876463
244,-5605,-0.09107754902578848
245,-5595,0.11756164927063634
246,-5585,0.45187096577233654
247,-5575,0.6087208755011101
248,-5565,0.6425743668369872
249,-5555,0.6266912149610602
250,-5545,0.540051051566265
251,-5535,0.1942019769928781
252,-5525,0.04069645112076324
253,-5515,-0.04858476653631669
254,-5505,-0.11613300836454751
255,-5495,-0.17080360599411268
256,-5485,-0.1953424888900233
257,-5475,-0.17349278297678516
258,-5465,-0.13489438636105616
259,-5455,-0.11505605774801445
260,-5445,-0.11538503014116941
261,-5435,-0.12369857470906456
262,-5425,-0.1414044799519468
263,-5415,-0.18625125105094748
264,-5405,-0.18083893799602496
265,-5395,-0.009830042476691829
266,-5385,0.36501585653119695
267,-5375,0.594805461290778
268,-5365,0.3807914197976922
269,-5355,0.31441867732886225
270,-5345,0.4147617170762426
271,-5335,0.450505895311609
272,-5325,0.22252549245575484
273,-5315,-0.031195746852198673
274,-5305,-0.157213358638131
275,-5295,-0.16974306113643067
276,-5285,-0.02632534799753311
277,-5275,-0.011916301196278432
278,-5265,-0.1541664388825136
279,-5255,-0.1692102048967696
280,-5245,0.13917204358770635
281,-5235,0.1009474085648625
282,-5225,-0.007718696009114005
283,-5215,-0.20185040163252083
284,-5205,-0.3608762978204585
285,-5195,-0.19991673604249252
286,-5185,0.07862200410508972
287,-5175,0.07593063726906282
288,-5165,-0.10156853593408698
289,-5155,-0.23421154507754136
290,-5145,-0.1471778986843431
291,-5135,-0.3767011728183971
292,-5125,-0.6218738224428448
293,-5115,-0.5077717405855771
294,-5105,-0.45777672700084815
295,-5095,-0.2890317670316374
296,-5085,-0.021432106858240443
297,-5075,0.05989936901772274
298,-5065,-0.07298687992889033
299,-5055,0.07620556661683031
300,-5045,0.16077696696447474
301,-5035,0.14235211357902366
302,-5025,0.03611786696235503
303,-5015,0.1312920394448636
304,-5005,0.22460780531623303
305,-4995,-0.015516438744318205
306,-4985,-0.23585762528739893
307,-4975,-0.21783861998330944
308,-4965,-0.07264546569332025
309,-4955,0.1045197608815169
310,-4945,0.20295916078640452
311,-4935,0.12294062099099796
312,-4925,0.02898383166134074
313,-4915,0.010854327746415688
314,-4905,0.28448972889024493
315,-4895,0.7027112105394686
316,-4885,0.694926842705677
317,-4875,0.5889773607402491
318,-4865,0.4826657466985193
319,-4855,0.25024406974621477
320,-4845,-0.032432199040761396
321,-4835,-0.36069557306424677
322,-4825,-0.522433192265726
323,-4815,-0.5669541129270579
324,-4805,-0.6389899299703646
325,-4795,-0.45000012902663494
326,-4785,-0.26944494649627565
327,-4775,-0.10927418952368535
328,-4765,-0.08068800442145765
329,-4755,-0.10928212814161785
330,-4745,0.08229606690844134
331,-4735,0.21798425104708696
332,-4725,0.1537058665838458
333,-4715,-0.11915262911875987
334,-4705,-0.25915105820227574
335,-4695,-0.2429432526646305
336,-4685,-0.10003716371328303
337,-4675,0.14071852029465753
338,-4665,0.3915054674732195
339,-4655,0.25056535573005656
340,-4645,0.07733250820013002
341,-4635,0.01813400887178717
342,-4625,0.2469521451273386
343,-4615,0.45008164059623507
344,-4605,0.21712916242332406
345,-4595,0.1810751176762908
346,-4585,0.29521076892584047
347,-4575,0.3989120478272039
348,-4565,0.36623960208869183
349,-4555,0.1251530425856744
350,-4545,-0.18849171234817977
351,-4535,-0.47623864940106975
352,-4525,0.10247635222888284
353,-4515,0.6801330722687065
354,-4505,0.5133036374863849
355,-4495,0.2822234085002798
356,-4485,0.09120895654842129
357,-4475,0.035071766641841196
358,-4465,-0.1010957311011307
359,-4455,-0.2662300440636093
360,-4445,-0.4526575915987832
361,-4435,-0.6089812622245478
362,-4425,-0.6594293319965651
363,-4415,-0.6734753692752519
364,-4405,-0.6381386595942691
365,-4395,-0.5372263371173666
366,-4385,-0.42533580310903
367,-4375,-0.3923937969507911
368,-4365,-0.23498158442372583
369,-4355,-0.13584594098968525
370,-4345,-0.0642174702348856
371,-4335,-0.03041165554174518
372,-4325,-0.2686226384538123
373,-4315,0.07433793066395752
374,-4305,0.77810034914189
375,-4295,0.9540315027593697
376,-4285,0.6310162323990204
377,-4275,0.33478391433734117
378,-4265,-0.10340157525406442
379,-4255,-0.3482950412848324
380,-4245,-0.06926305535988261
381,-4235,0.10880693539375817
382,-4225,0.22731790983354994
383,-4215,0.4039681894634543
384,-4205,0.46429430305319824
385,-4195,0.4167269078673017
386,-4185,0.22591687919463566
387,-4175,-0.06595198701412545
388,-4165,-0.7268355968890466
389,-4155,-0.7303629228118588
390,-4145,0.005461585437376323
391,-4135,0.535051430626434
392,-4125,0.20126360034686042
393,-4115,-0.10369517040580467
394,-4105,-0.06118207266632538
395,-4095,-0.011876914784994102
396,-4085,-0.03050079661254972
397,-4075,-0.24010448824164346
398,-4065,-0.5566897147493695
399,-4055,-0.5689607237176216
400,-4045,0.01565671280185983
401,-4035,0.02224361118680486
402,-4025,-0.22992743264707785
403,-4015,-0.042209237818946775
404,-4005,0.09799512863195128
405,-3995,0.31031175193554617
406,-3985,0.2213834470581891
407,-3975,-0.0504288368065803
408,-3965,-0.03575780651177353
409,-3955,0.030624508339287516
410,-3945,0.13982629222565662
411,-3935,0.16564124097912228
412,-3925,0.16239177418856093
413,-3915,0.06559387301355621
414,-3905,-0.04700993590127614
415,-3895,0.022333850777553944
416,-3885,0.11840425404104264
417,-3875,0.26616840352400783
418,-3865,0.3119376783368707
419,-3855,0.1357578226821379
420,-3845,-0.05598333745423132
421,-3835,0.0497041015269194
422,-3825,0.20217903465919346
423,-3815,0.46365584894243533
424,-3805,0.5478133922181964
425,-3795,-0.012492811336763499
426,-3785,0.06642927523818533
427,-3775,0.2329266190924567
428,-3765,0.0019447933226002228
429,-3755,-0.16148030075973357
430,-3745,-0.0218311638764231
431,-3735,0.07045707121171688
432,-3725,-0.059176162970413615
433,-3715,-0.24928446323356585
434,-3705,-0.2804029978736898
435,-3695,-0.39415225072592713
436,-3685,-0.5637368913776047
437,-3675,-0.20144315661215656
438,-3665,0.09766790842126419
439,-3655,-0.14965922635792694
440,-3645,-0.09823403920807869
441,-3635,-0.04241180345326191
442,-3625,-0.39503513578971394
443,-3615,-0.8993067083848013
444,-3605,-0.9069641792615406
445,-3595,-0.6139887023176186
446,-3585,-0.35923192344714006
447,-3575,-0.042317451258188525
448,-3565,0.37778471426292387
449,-3555,0.7051227206811683
450,-3545,0.4686801627443951
451,-3535,0.18175227254990206
452,-3525,0.10050482329147632
453,-3515,-0.02286473730728558
454,-3505,0.30832929824625493
455,-3495,0.4983641322093621
456,-3485,0.3324990733091413
457,-3475,0.2547757047969141
458,-3465,0.254015226667764
459,-3455,0.10998609039663301
460,-3445,-0.11371677037080012
461,-3435,-0.34856897101466
462,-3425,-0.36213703015948895
463,-3415,-0.20934808284074286
464,-3405,0.04373927329973598
465,-3395,-0.2783887681551884
466,-3385,-0.5539047981963906
467,-3375,-0.2404242148469121
468,-3365,0.08111598778357682
469,-3355,0.22295404350343279
470,-3345,-0.045929071995785276
471,-3335,-0.1810414863562723
472,-3325,-0.09669249629263457
473,-3315,0.004457287427718079
474,-3305,0.03631096744445048
475,-3295,0.17803171281892569
476,-3285,0.2949364907009131
477,-3275,0.35017218626063795
478,-3265,-0.04592039186455378
479,-3255,-0.010720857600544118
480,-3245,0.4894947733808643
481,-3235,0.5824978102641067
482,-3225,0.4642512835295264
483,-3215,0.39578634818798325
484,-3205,0.4589243250090243
485,-3195,0.4672385816275311
486,-3185,0.019523551542927366
487,-3175,-0.1521522776547184
488,-3165,-0.21891853499376615
489,-3155,-0.05104858469578004
490,-3145,0.2855799841894031
491,-3135,0.08651112913261096
492,-3125,-0.24254583466925672
493,-3115,-0.21881901378580618
494,-3105,-0.10035688000815005
495,-3095,0.10762555401433543
496,-3085,0.24687959184377542
497,-3075,0.48396179641447146
498,-3065,0.40084159232635475
499,-3055,-0.05201586648159706
500,-3045,-0.4503702805635623
501,-3035,-0.7144845418288447
502,-3025,-0.7882622124694542
503,-3015,-0.719564134578405
504,-3005,-0.2822196600581299
505,-2995,-0.009436341935559775
506,-2985,0.04242352720365847
507,-2975,0.05668042828920805
508,-2965,0.1358623368856983
509,-2955,0.10303578027104747
510,-2945,0.33167355663372144
511,-2935,0.37956534327325786
512,-2925,0.0895846512700168
513,-2915,-0.16174536491015937
514,-2905,-0.37817278418663425
515,-2895,-0.48601266233278745
516,-2885,-0.4709090305617902
517,-2875,-0.4024374331466815
518,-2865,-0.23454247382309937
519,-2855,-0.019072503161728135
520,-2845,0.2662685468247019
521,-2835,0.20211180632369238
522,-2825,-0.2781661347566483
523,-2815,-0.08270988416063826
524,-2805,0.1780118004940281
525,-2795,0.1685998471519683
526,-2785,0.1341584569019445
527,-2775,0.13876134503959203
528,-2765,0.21259859362226788
529,-2755,0.08392014075037137
530,-2745,-0.18446850840081383
531,-2735,-0.18857213634618325
532,-2725,0.10637693475232989
533,-2715,-0.028447283366632325
534,-2705,-0.23610817455643787
535,-2695,-0.310441308263036
536,-2685,-0.258510762228213
537,-2675,-0.1966522580025003
538,-2665,-0.2402634489091817
539,-2655,-0.15800506936096284
540,-2645,0.121836369183198
541,-2635,0.353525038541859
542,-2625,0.27067993889475306
543,-2615,0.16462627933337678
544,-2605,0.03805384548228736
545,-2595,-0.03801180380431764
546,-2585,-0.13864853390164344
547,-2575,-0.2008238061975974
548,-2565,-0.028112455471215367
549,-2555,0.20493656208184188
550,-2545,0.2795822802797035
551,-2535,0.33637050704468385
552,-2525,0.1952524452766868
553,-2515,0.23118819507496402
554,-2505,0.5302048576389093
555,-2495,0.5132504876228505
556,-2485,0.210449776774844
557,-2475,-0.07127240338072195
558,-2465,-0.35779643388536736
559,-2455,-0.47476317935862095
560,-2445,-0.6173235703376503
561,-2435,-0.4364436152350097
562,-2425,-0.24406392159047657
563,-2415,0.04936779605528355
564,-2405,0.4237786991143904
565,-2395,0.6451626379790956
566,-2385,0.7785381027406411
567,-2375,0.6185063460049517
568,-2365,0.12344432252905108
569,-2355,-0.08073115304257314
570,-2345,0.3274404907837069
571,-2335,0.6561528048360438
572,-2325,0.52535190558561
573,-2315,0.35456981409138694
574,-2305,0.39792469935004404
575,-2295,0.28004839577449125
576,-2285,-0.22334440271493014
577,-2275,-0.5857377797317147
578,-2265,-0.4534714485166713
579,-2255,-0.24243168827397876
580,-2245,-0.13653981181014146
581,-2235,-0.17290126075500067
582,-2225,-0.2818113245773414
583,-2215,-0.4467928326657424
584,-2205,-0.3122142683290345
585,-2195,0.007152415813772522
586,-2185,-0.19459003330993452
587,-2175,-0.5777234165040376
588,-2165,-0.26398635573023876
589,-2155,-0.2696126538162826
590,-2145,-0.4016765432382041
591,-2135,-0.5866577698220055
592,-2125,-0.5529770726087327
593,-2115,-0.39143843527881894
594,-2105,-0.2917306431576617
595,-2095,-0.12557588953932153
596,-2085,0.06949684065866812
597,-2075,0.10291016702759542
598,-2065,0.07238821028257425
599,-2055,0.05872985691978305
600,-2045,0.17016955625266095
601,-2035,-0.024401912973525217
602,-2025,-0.2362006089583492
603,-2015,-0.2085571450410206
604,-2005,0.28312046268732416
605,-1995,0.6338588890120658
606,-1985,0.23726404128264608
607,-1975,-0.1598048366349088
608,-1965,-0.022636142654198374
609,-1955,0.42289071103716674
610,-1945,0.4242858958577617
611,-1935,0.2697981966255098
612,-1925,0.2373028885942186
613,-1915,0.41723497588309694
614,-1905,0.5019837522354373
615,-1895,0.6498194107580787
616,-1885,0.5060122476192065
617,-1875,0.2066109774333678
618,-1865,0.2531669365700769
619,-1855,0.5010111385347895
620,-1845,0.31156831015707714
621,-1835,0.007924371017479085
622,-1825,-0.23876246295569098
623,-1815,-0.42433298778450995
624,-1805,0.16491614903917942
625,-1795,-0.043907165001123814
626,-1785,-0.5523981657868983
627,-1775,-0.5886279299012571
628,-1765,-0.4373307837428409
629,-1755,-0.6778325202298124
630,-1745,-1.0342295708434421
631,-1735,-0.4135481821608182
632,-1725,0.12334138744111182
633,-1715,-0.0430352665883068
634,-1705,-0.31887998714441046
635,-1695,-0.5596087708336173
636,-1685,-0.6625026448032452
637,-1675,-0.24707037933917542
638,-1665,0.14193529104693559
639,-1655,0.21719673290088523
640,-1645,0.10581852504579581
641,-1635,-0.22563556069965374
642,-1625,-0.23434031985135356
643,-1615,0.007724098981426772
644,-1605,0.03614374614451814
645,-1595,-0.13188384842069226
646,-1585,-0.13322323049703177
647,-1575,0.5175001528679045
648,-1565,0.6326683123807025
649,-1555,0.6095611268109059
650,-1545,0.6165251878344019
651,-1535,0.6148583276774393
652,-1525,0.337322041560683
653,-1515,0.1366510212567983
654,-1505,-0.035427891375398646
655,-1495,-0.1473739567685352
656,-1485,-0.24489523811922942
657,-1475,-0.14967343471680924
658,-1465,0.14974992106142054
659,-1455,0.17330528638083767
660,-1445,0.0770551287746937
661,-1435,0.08484573191610342
662,-1425,-0.007890301817679562
663,-1415,-0.4063697766744383
664,-1405,-0.4431389545103356
665,-1395,-0.23111003538184874
666,-1385,0.0015598471142173453
667,-1375,0.2876164632260359
668,-1365,0.5232339293748612
669,-1355,0.8665698529659139
670,-1345,1.2298717911248118
671,-1335,1.0086862839696293
672,-1325,0.631013641333462
673,-1315,0.164691709628251
674,-1305,-0.16874347074739637
675,-1295,0.007849622719622416
676,-1285,0.18321354939053708
677,-1275,-0.24161947614668422
678,-1265,-0.7994063806374738
679,-1255,-0.6229365262882965
680,-1245,-0.2801667439253608
681,-1235,-0.11674878231250777
682,-1225,-0.10408938359580454
683,-1215,-0.1600574641233184
684,-1205,-0.134717313717519
685,-1195,-0.17244736899864685
686,-1185,-0.2192877617412504
687,-1175,-0.20720930909615365
688,-1165,-0.24268453741502058
689,-1155,-0.25828835908779085
690,-1145,-0.27659403733869314
691,-1135,-0.20789708969138238
692,-1125,0.021802607460782213
693,-1115,-0.23877336924758008
694,-1105,-0.5032799072303703
695,-1095,-0.3237298691392957
696,-1085,-0.06794489652820616
697,-1075,-0.029978546620946466
698,-1065,-0.14373411248767398
699,-1055,-0.22412892316233268
700,-1045,0.05776349106751097
701,-1035,0.2656071642079782
702,-1025,-0.05470595668487774
703,-1015,0.06523183167367878
704,-1005,0.2510696215005323
705,-995,0.11939073218303758
706,-985,-0.16833480794440212
707,-975,-0.6151496248779714
708,-965,-0.2042238340959804
709,-955,-0.15332839730653391
710,-945,-0.19670902783337704
711,-935,-0.16244207221611123
712,-925,-0.17206211111275435
713,-915,0.5551387329302264
714,-905,0.3070658795688194
715,-895,0.010025795376290158
716,-885,-0.16923368836028593
717,-875,0.08470879823527581
718,-865,0.3658224060314075
719,-855,0.24370841255372183
720,-845,0.3927805202600775
721,-835,0.2291879481472713
722,-825,0.14912885787326366
723,-815,-0.017985879178700204
724,-805,0.1642241853060149
725,-795,0.4119042325546223
726,-785,0.5856512228558465
727,-775,0.21620494627768141
728,-765,-0.11635553354588797
729,-755,-0.33095696558956167
730,-745,-0.03343126527780181
731,-735,0.1658360660902743
732,-725,0.2306365586344531
733,-715,0.26638782252024074
734,-705,0.3940520435686722
735,-695,0.14836748432572996
736,-685,-0.2827595570104968
737,-675,-0.35134172060678137
738,-665,-0.29038193459861444
739,-655,-0.3763689761634721
740,-645,-0.12797181081172168
741,-635,0.16163440343174187
742,-625,-0.05684167416101879
743,-615,-0.104252652700097
744,-605,-0.3970056159159128
745,-595,-0.1579421445092456
746,-585,-0.19294585334551384
747,-575,-0.22308338297235583
748,-565,0.21323109802558748
749,-555,0.22803585940461366
750,-545,0.40844118952416547
751,-535,0.530853064291031
752,-525,0.36567304022129044
753,-515,-0.09689321945695208
754,-505,-0.38831193267775654
755,-495,-0.6483639825510236
756,-485,-0.6544503481656646
757,-475,-0.050571185330117355
758,-465,0.10046668526156018
759,-455,0.4915543220627642
760,-445,0.4778243179987508
761,-435,0.1410466391646619
762,-425,-0.40452123998647865
763,-415,-0.13793042371042058
764,-405,-0.08574218780036069
765,-395,0.19762446287341764
766,-385,0.20877611932720294
767,-375,0.1550956355250447
768,-365,0.30923847844384356
769,-355,0.18703354336366196
770,-345,0.14030913898209624
771,-335,-0.3625748893306833
772,-325,-0.48383047583083555
773,-315,-0.3910963306384162
774,-305,-0.006744779049604677
775,-295,0.2265856872515694
776,-285,0.1817164069233519
777,-275,0.18197736461076966
778,-265,-0.335654608487622
779,-255,-0.4221978658917349
780,-245,-0.28837086734248774
781,-235,-0.10697286908563504
782,-225,0.13444713770439928
783,-215,0.2435323880409147
784,-205,-0.010897099014252839
