,time,alley00gisp2multiproxy1kyrfir
480,-3245.0,0.6867195577047037
481,-3235.0,0.5996204508118117
482,-3225.0,0.48741270570267087
483,-3215.0,0.3737309724683766
484,-3205.0,0.31324586004659605
485,-3195.0,0.2919135061802124
486,-3185.0,0.2676211400920909
487,-3175.0,0.22247833606264025
488,-3165.0,0.15506397100898606
489,-3155.0,0.05751672038151745
490,-3145.0,-0.03068887060028544
491,-3135.0,-0.09347089531382377
492,-3125.0,-0.14085285481918694
493,-3115.0,-0.20624369836613954
494,-3105.0,-0.3299509760069403
495,-3095.0,-0.5336124460614085
496,-3085.0,-0.6674106628487925
497,-3075.0,-0.6955624398249822
498,-3065.0,-0.6123468538696302
499,-3055.0,-0.46333971552655134
500,-3045.0,-0.4416982103355842
501,-3035.0,-0.4314309201505992
502,-3025.0,-0.4123503422752971
503,-3015.0,-0.37969232202545855
504,-3005.0,-0.32295377074645504
505,-2995.0,-0.23668881941185949
506,-2985.0,-0.18172244894857525
507,-2975.0,-0.15814606648826898
508,-2965.0,-0.14916483881704082
509,-2955.0,-0.14313116178631857
510,-2945.0,-0.12050198748696672
511,-2935.0,-0.0642152257968229
512,-2925.0,0.0014692282697887048
513,-2915.0,0.033751287036952654
514,-2905.0,0.03387549100366861
515,-2895.0,0.03393462527334226
516,-2885.0,0.11316830396197403
517,-2875.0,0.18396278365425625
518,-2865.0,0.22148949327327158
519,-2855.0,0.20870627175376227
520,-2845.0,0.1577888848363392
521,-2835.0,0.16397688979799432
522,-2825.0,0.14601712575318376
523,-2815.0,0.11145863868996256
524,-2805.0,0.06493009266048663
525,-2795.0,0.0025233193780085025
526,-2785.0,-0.08341398325301966
527,-2775.0,-0.14648761425971452
528,-2765.0,-0.157339401795583
529,-2755.0,-0.16009518449735863
530,-2745.0,-0.16486807840424755
531,-2735.0,-0.1410336679573772
532,-2725.0,-0.08621437891332095
533,-2715.0,0.0013771481721253503
534,-2705.0,0.10190586538469036
535,-2695.0,0.20088876071934963
536,-2685.0,0.28334200020656175
537,-2675.0,0.2686796315555366
538,-2665.0,0.1185967387740283
539,-2655.0,0.011922685499167234
540,-2645.0,-0.025359514742539516
541,-2635.0,-0.016981283254207977
542,-2625.0,-0.00016274244544521935
543,-2615.0,-0.05459395570885375
544,-2605.0,-0.11027961936532195
545,-2595.0,-0.1575175409824439
546,-2585.0,-0.19494483030526272
547,-2575.0,-0.2219191274940689
548,-2565.0,-0.17612531469394765
549,-2555.0,-0.13397633860025554
550,-2545.0,-0.08408143923054515
551,-2535.0,0.0023044758544733777
552,-2525.0,0.14953855368553098
553,-2515.0,0.22064061336358715
554,-2505.0,0.2067760925213247
555,-2495.0,0.17344298662472166
556,-2485.0,0.13897556224916166
557,-2475.0,0.11087767665694664
558,-2465.0,0.10839394751302647
559,-2455.0,0.13385544090150298
560,-2445.0,0.13752220478709284
561,-2435.0,0.10296473655421359
562,-2425.0,0.028213576243133157
563,-2415.0,-0.0627103777020734
564,-2405.0,-0.1257801973692781
565,-2395.0,-0.10757257993517243
566,-2385.0,-0.04556370774486414
567,-2375.0,0.04321938170919911
568,-2365.0,0.1580359720215238
569,-2355.0,0.190662536337054
570,-2345.0,0.1876547828735503
571,-2335.0,0.16464969566211526
572,-2325.0,0.09997184881052297
573,-2315.0,-0.032267515778028465
574,-2305.0,-0.20435725718398443
575,-2295.0,-0.3935454108808209
576,-2285.0,-0.49675079714855147
577,-2275.0,-0.518831993351124
578,-2265.0,-0.4831907208230113
579,-2255.0,-0.3816669037403658
580,-2245.0,-0.3894313567163129
581,-2235.0,-0.3567075520796874
582,-2225.0,-0.24604449568104098
583,-2215.0,-0.07176257457677462
584,-2205.0,0.09873266257999834
585,-2195.0,0.16698776268864746
586,-2185.0,0.1845670831876378
587,-2175.0,0.16245975816032565
588,-2165.0,0.11656720474307183
589,-2155.0,0.0696972430575929
590,-2145.0,0.1199386832950456
591,-2135.0,0.2222973589330392
592,-2125.0,0.3063956911211263
593,-2115.0,0.37142912416091417
594,-2105.0,0.4363158900744788
595,-2095.0,0.48737783632020665
596,-2085.0,0.5471646384450154
597,-2075.0,0.6125855563311128
598,-2065.0,0.6341562736490178
599,-2055.0,0.5696559481417068
600,-2045.0,0.41830653538095786
601,-2035.0,0.39963428151888314
602,-2025.0,0.4130613034333036
603,-2015.0,0.33370448006906167
604,-2005.0,0.18820795016544564
605,-1995.0,0.10470324005208304
606,-1985.0,0.10195543896262282
607,-1975.0,0.10281719979262795
608,-1965.0,0.08803039600355088
609,-1955.0,0.07139617484587998
610,-1945.0,0.06298900793759304
611,-1935.0,-0.11614393940159384
612,-1925.0,-0.322446635630706
613,-1915.0,-0.4545312091577667
614,-1905.0,-0.5322266804296364
615,-1895.0,-0.6014674730951322
616,-1885.0,-0.65914524615324
617,-1875.0,-0.6731557932875124
618,-1865.0,-0.6654482634556065
619,-1855.0,-0.6308056374234867
620,-1845.0,-0.5566597396424465
621,-1835.0,-0.46433491742076277
622,-1825.0,-0.4257228894713533
623,-1815.0,-0.40492706034721676
624,-1805.0,-0.3498138366241038
625,-1795.0,-0.28441440837283916
626,-1785.0,-0.24181162059735986
627,-1775.0,-0.27659406295891537
628,-1765.0,-0.2972851863511981
629,-1755.0,-0.29766620582558456
630,-1745.0,-0.2823570124749789
631,-1735.0,-0.2764041010569462
632,-1725.0,-0.2501668849837577
633,-1715.0,-0.21930955256118517
634,-1705.0,-0.1917533417171395
635,-1695.0,-0.15668831708101721
636,-1685.0,-0.05239826225113445
637,-1675.0,0.18438164886517386
638,-1665.0,0.3014930637133013
639,-1655.0,0.387160563024479
640,-1645.0,0.4575496249868878
641,-1635.0,0.5052257645791874
642,-1625.0,0.5396763888125289
643,-1615.0,0.43251057092018236
644,-1605.0,0.36447257108080444
645,-1595.0,0.3132216285905638
646,-1585.0,0.2853222839376134
647,-1575.0,0.26617953017039836
648,-1565.0,0.28947191069597267
649,-1555.0,0.37590250760277916
650,-1545.0,0.4870757478296642
651,-1535.0,0.5966922342229932
