,time,GISP2seierstad14d18O_decavg_d18O__detrendedlinear
570,-2345,0.6592522421785958
571,-2335,0.19966066609253375
572,-2325,-0.001180909993536261
573,-2315,0.11422751392040453
574,-2305,0.13626093783433646
575,-2295,0.04416936174826702
576,-2285,-0.07492221433780344
577,-2275,-0.22701379042386804
578,-2265,-0.24523036650993646
579,-2255,-0.09982194259600163
580,-2245,0.06358648131792677
581,-2235,0.24899490523186785
582,-2225,0.3432783291457966
583,-2215,0.3261867530597371
584,-2205,0.2719701769736602
585,-2195,0.1723786008875976
586,-2185,0.10766202480153453
587,-2175,0.08557044871545827
588,-2165,0.02747887262938775
589,-2155,-0.0746127034566797
590,-2145,-0.14070427954273157
591,-2135,-0.16279585562880072
592,-2125,-0.06901243171486726
593,-2115,0.16639599219906387
594,-2105,0.35230441611300023
595,-2095,0.47771284002693193
596,-2085,0.5637462639408639
597,-2075,0.6016546878547899
598,-2065,0.6103131117687255
599,-2055,0.5832215356826609
600,-2045,0.4998799595965906
601,-2035,0.347788383510526
602,-2025,0.2294468074244591
603,-2015,0.15235523133839024
604,-2005,0.08538865525232353
605,-1995,0.03079707916626262
606,-1985,0.06170550308019784
607,-1975,0.19711392699412045
608,-1965,0.2593973509080669
609,-1955,0.23230577482199521
610,-1945,0.17708919873592777
611,-1935,0.08749762264986316
612,-1925,0.03503104656379463
613,-1915,0.027939470477733153
614,-1905,0.09397289439166201
615,-1895,0.24938131830559485
616,-1885,0.30803974221952757
617,-1875,0.2484481661334641
618,-1865,0.19898159004739568
619,-1855,0.16189001396132596
620,-1845,0.14279843787525692
621,-1835,0.14570686178918635
622,-1825,0.09461528570312794
623,-1815,-0.02247629038294008
624,-1805,-0.1339428664690061
625,-1795,-0.23853444255507128
626,-1785,-0.29025101864114333
627,-1775,-0.2773425947272017
628,-1765,-0.2666841708132708
629,-1755,-0.2587757468993459
630,-1745,-0.24074232298541176
631,-1735,-0.21033389907147892
632,-1725,-0.1619254751575454
633,-1715,-0.09151705124361342
634,-1705,0.013766372670318106
635,-1695,0.16167479658425066
636,-1685,0.28708322049818946
637,-1675,0.38499164441212486
638,-1665,0.3771500683260598
639,-1655,0.24005849223998865
640,-1645,0.1468419161539245
641,-1635,0.10725034006785705
642,-1625,0.07103376398178796
643,-1615,0.03894218789572079
644,-1605,0.018100611809657607
645,-1595,0.011009035723596128
646,-1585,0.09841745963753112
647,-1575,0.3013258835514563
648,-1565,0.5042343074653957
649,-1555,0.7071427313793279
650,-1545,0.7300511552932605
651,-1535,0.5329595792071942
652,-1525,0.36624300312112723
653,-1515,0.23665142703505637
654,-1505,0.1509348509489996
655,-1495,0.11884327486293245
656,-1485,0.06200169877686079
657,-1475,-0.025089877309213193
658,-1465,-0.03680645339527899
659,-1455,0.04360197051866521
660,-1445,0.11838539443259322
661,-1435,0.18629381834652747
662,-1425,0.21257724226045127
663,-1415,0.1879856661743915
664,-1405,0.16339409008832462
665,-1395,0.13880251400225774
666,-1385,0.11421093791618375
667,-1375,0.08961936183011687
668,-1365,0.0650277857440571
669,-1355,0.04043620965799022
670,-1345,0.007969633571917711
671,-1335,-0.03412194251414746
672,-1325,-0.0863385186002148
673,-1315,-0.15093009468628082
674,-1305,-0.21439667077234503
675,-1295,-0.27648824685841333
676,-1285,-0.3059548229444857
677,-1275,-0.2955463990305418
678,-1265,-0.30201297511661096
679,-1255,-0.32910455120267557
680,-1245,-0.30444612728874887
681,-1235,-0.21653770337481149
682,-1225,-0.13312927946087427
683,-1215,-0.055220855546942005
684,-1205,-0.043687431633010476
685,-1195,-0.11327900771907906
686,-1185,-0.15699558380514134
687,-1175,-0.16908715989121248
688,-1165,-0.20367873597728448
689,-1155,-0.2657703120633528
690,-1145,-0.2986118881494164
691,-1135,-0.2957034642354799
692,-1125,-0.32429504032154455
693,-1115,-0.3913866164076154
694,-1105,-0.44610319249368047
695,-1095,-0.4856947685797479
696,-1085,-0.44766134466581775
697,-1075,-0.31475292075187866
698,-1065,-0.21334449683794787
699,-1055,-0.15043607292401617
700,-1045,-0.03352764901007532
701,-1035,0.14938077490385382
702,-1025,0.278289198817788
703,-1015,0.3411976227317197
704,-1005,0.3714810466456484
705,-995,0.3618894705595892
706,-985,0.3804228944735186
707,-975,0.4333313183874523
708,-965,0.41986474230137816
709,-955,0.3252731662153181
710,-945,0.21155659012924843
711,-935,0.0744650140431915
712,-925,-0.05250156204287748
713,-915,-0.16709313812895488
714,-905,-0.2074347142150117
715,-895,-0.15702629030107573
716,-885,-0.09986786638715017
717,-875,-0.03445944247321364
718,-865,0.015198981440725845
719,-855,0.045607405354651576
720,-845,0.12439082926858447
721,-835,0.2622992531825119
722,-825,0.29220767709644235
